Start,End,DonorLineage,RecipientStrain,log(BF),StrainName,Event_type
4632,4884,29,236,5.4,BT_Cry9Ea10,recent
2760,2768,28,237,4.8,BT_Cry9Eb1,recent
4845,4992,26,238,1.6,BT_Cry9Ec1,recent
3816,3857,27,240,14.6,BT_Cry9Ee1,recent
3147,3198,1,241,2.1,BT_Cry9Fa1,recent
3199,3242,29,241,1.3,BT_Cry9Fa1,recent
3458,3467,22,241,8.6,BT_Cry9Fa1,recent
3813,3834,17,241,5.1,BT_Cry9Fa1,recent
4572,4609,15,241,6.9,BT_Cry9Fa1,recent
4610,5069,26,241,3.9,BT_Cry9Fa1,recent
4822,5065,22,242,0.6,BT_Cry9Ga1,recent
3827,3913,28,248,2.1,NOV_Cry13Aa1_50.1_ANS46780.1,recent
4617,4643,28,248,5.2,NOV_Cry13Aa1_50.1_ANS46780.1,recent
4853,5032,28,248,0.2,NOV_Cry13Aa1_50.1_ANS46780.1,recent
587,616,29,249,21.8,NOV_Cry14Aa1_41.1_PGW46198.1,recent
2622,2639,28,250,8.2,NOV_Cry14Aa1_44.0_PGW42274.1,recent
1,197,28,253,16.8,NOV_Cry19Aa1_29.2_PEA88281.1,recent
1779,1801,9,253,1.8,NOV_Cry19Aa1_29.2_PEA88281.1,recent
2408,2461,1,253,2.2,NOV_Cry19Aa1_29.2_PEA88281.1,recent
2462,2622,19,253,2.1,NOV_Cry19Aa1_29.2_PEA88281.1,recent
2623,2662,27,253,0.9,NOV_Cry19Aa1_29.2_PEA88281.1,recent
2873,2995,27,253,9.1,NOV_Cry19Aa1_29.2_PEA88281.1,recent
2996,3073,6,253,4.5,NOV_Cry19Aa1_29.2_PEA88281.1,recent
3074,3240,18,253,8.5,NOV_Cry19Aa1_29.2_PEA88281.1,recent
3980,4013,28,253,0.3,NOV_Cry19Aa1_29.2_PEA88281.1,recent
4014,4106,27,253,6,NOV_Cry19Aa1_29.2_PEA88281.1,recent
4629,4673,25,253,1.3,NOV_Cry19Aa1_29.2_PEA88281.1,recent
797,1022,30,255,18.2,NOV_Cry1Ab12_91.4_AAK14338.1,recent
4883,5073,24,257,8.3,NOV_Cry1Ac23_90.7_CAQ03747.1,recent
1,1019,26,258,38.8,BT_Cry1Aj1,recent
224,656,22,259,13.8,BT_Cry1Dd1,recent
823,1034,22,259,4,BT_Cry1Dd1,recent
1,1135,22,261,37,NOV_Cry1Ea10_93.2_AAX86871.1,recent
3638,3756,24,261,0.3,NOV_Cry1Ea10_93.2_AAX86871.1,recent
1,47,14,262,2.2,BT_Cry1Gc1,recent
1,44,8,263,1.7,BT_Cry1Hc1,recent
1,89,18,264,1.3,NOV_Cry1Ia24_22.2_CAP40039.1,recent
608,761,6,264,2.5,NOV_Cry1Ia24_22.2_CAP40039.1,recent
818,837,29,264,28.6,NOV_Cry1Ia24_22.2_CAP40039.1,recent
838,891,11,264,3.8,NOV_Cry1Ia24_22.2_CAP40039.1,recent
1476,1525,5,264,1.9,NOV_Cry1Ia24_22.2_CAP40039.1,recent
1791,1821,16,264,24.5,NOV_Cry1Ia24_22.2_CAP40039.1,recent
1822,1920,29,264,0.5,NOV_Cry1Ia24_22.2_CAP40039.1,recent
1950,2023,27,264,18.2,NOV_Cry1Ia24_22.2_CAP40039.1,recent
2024,2082,30,264,28.2,NOV_Cry1Ia24_22.2_CAP40039.1,recent
2083,2158,29,264,6.6,NOV_Cry1Ia24_22.2_CAP40039.1,recent
2159,2298,27,264,4,NOV_Cry1Ia24_22.2_CAP40039.1,recent
2606,2798,29,264,7,NOV_Cry1Ia24_22.2_CAP40039.1,recent
2799,2935,30,264,3.9,NOV_Cry1Ia24_22.2_CAP40039.1,recent
2936,3060,29,264,3.2,NOV_Cry1Ia24_22.2_CAP40039.1,recent
3959,4031,30,264,0.4,NOV_Cry1Ia24_22.2_CAP40039.1,recent
381,550,30,265,4.7,NOV_Cry1Ie2_23.3_ATF15267.1,recent
781,868,29,265,49.2,NOV_Cry1Ie2_23.3_ATF15267.1,recent
869,883,27,265,6.3,NOV_Cry1Ie2_23.3_ATF15267.1,recent
1447,1473,22,265,0.9,NOV_Cry1Ie2_23.3_ATF15267.1,recent
1474,1541,30,265,14.4,NOV_Cry1Ie2_23.3_ATF15267.1,recent
1685,1825,16,265,11.7,NOV_Cry1Ie2_23.3_ATF15267.1,recent
1826,1856,29,265,0.3,NOV_Cry1Ie2_23.3_ATF15267.1,recent
1868,2068,30,265,2.3,NOV_Cry1Ie2_23.3_ATF15267.1,recent
2095,2103,14,265,2.2,NOV_Cry1Ie2_23.3_ATF15267.1,recent
2104,2122,11,265,17.4,NOV_Cry1Ie2_23.3_ATF15267.1,recent
2123,2293,27,265,4.8,NOV_Cry1Ie2_23.3_ATF15267.1,recent
2768,3071,5,265,11.6,NOV_Cry1Ie2_23.3_ATF15267.1,recent
4891,4993,29,265,1.4,NOV_Cry1Ie2_23.3_ATF15267.1,recent
809,825,29,268,23.4,NOV_Cry21Aa2_44.6_AZR80772.1,recent
826,858,27,268,6.5,NOV_Cry21Aa2_44.6_AZR80772.1,recent
1022,1317,30,268,5.2,NOV_Cry21Aa2_44.6_AZR80772.1,recent
1644,1646,22,268,3.4,NOV_Cry21Aa2_44.6_AZR80772.1,recent
1777,1812,18,268,11.6,NOV_Cry21Aa2_44.6_AZR80772.1,recent
1813,1835,30,268,38.5,NOV_Cry21Aa2_44.6_AZR80772.1,recent
1836,1856,12,268,2.4,NOV_Cry21Aa2_44.6_AZR80772.1,recent
2062,2198,30,268,19.4,NOV_Cry21Aa2_44.6_AZR80772.1,recent
2415,2796,29,268,14.3,NOV_Cry21Aa2_44.6_AZR80772.1,recent
3237,3460,30,268,0.3,NOV_Cry21Aa2_44.6_AZR80772.1,recent
3715,3772,30,268,20.6,NOV_Cry21Aa2_44.6_AZR80772.1,recent
1,105,30,269,4.6,NOV_Cry21Ba1_28.9_PEZ39117.1,recent
106,152,13,269,0.3,NOV_Cry21Ba1_28.9_PEZ39117.1,recent
177,226,29,269,0.5,NOV_Cry21Ba1_28.9_PEZ39117.1,recent
311,423,6,269,5.2,NOV_Cry21Ba1_28.9_PEZ39117.1,recent
424,648,29,269,11.1,NOV_Cry21Ba1_28.9_PEZ39117.1,recent
809,818,5,269,7.3,NOV_Cry21Ba1_28.9_PEZ39117.1,recent
819,878,30,269,9.2,NOV_Cry21Ba1_28.9_PEZ39117.1,recent
1116,1124,17,269,5.5,NOV_Cry21Ba1_28.9_PEZ39117.1,recent
1826,1832,30,269,10.8,NOV_Cry21Ba1_28.9_PEZ39117.1,recent
1833,2007,29,269,0.2,NOV_Cry21Ba1_28.9_PEZ39117.1,recent
2606,2703,29,269,4.1,NOV_Cry21Ba1_28.9_PEZ39117.1,recent
2708,3131,29,269,29.7,NOV_Cry21Ba1_28.9_PEZ39117.1,recent
3132,3289,16,269,4.2,NOV_Cry21Ba1_28.9_PEZ39117.1,recent
3290,3374,30,269,0.4,NOV_Cry21Ba1_28.9_PEZ39117.1,recent
3401,3468,29,269,1.8,NOV_Cry21Ba1_28.9_PEZ39117.1,recent
336,448,16,270,4.1,NOV_Cry21Ea1_42.1_AEH76823.1,recent
2460,2533,16,270,1.5,NOV_Cry21Ea1_42.1_AEH76823.1,recent
2737,2876,27,270,5.9,NOV_Cry21Ea1_42.1_AEH76823.1,recent
2877,3029,2,270,6.8,NOV_Cry21Ea1_42.1_AEH76823.1,recent
3565,3577,30,270,8.4,NOV_Cry21Ea1_42.1_AEH76823.1,recent
3578,3652,11,270,1.5,NOV_Cry21Ea1_42.1_AEH76823.1,recent
338,451,24,271,3.8,NOV_Cry21Ea1_40.3_AOM14729.1,recent
2738,3042,29,271,16.8,NOV_Cry21Ea1_40.3_AOM14729.1,recent
2740,3024,29,274,14,NOV_Cry21Ea1_53.3_OTW62068.1,recent
2728,2905,29,275,6.9,BT_Cry21Ea1,recent
2906,3024,2,275,3.3,BT_Cry21Ea1,recent
1,123,22,276,6.5,BT_Cry24Ba1,recent
144,185,25,276,0.1,BT_Cry24Ba1,recent
208,230,27,276,0.2,BT_Cry24Ba1,recent
231,252,30,276,31.5,BT_Cry24Ba1,recent
253,271,11,276,1,BT_Cry24Ba1,recent
773,956,17,276,8.6,BT_Cry24Ba1,recent
4458,4731,17,276,1.3,BT_Cry24Ba1,recent
4784,4843,26,276,1.5,BT_Cry24Ba1,recent
1,152,9,277,8.8,NOV_Cry24Aa1_98.3_WP_086403584.1,recent
207,230,27,277,0,NOV_Cry24Aa1_98.3_WP_086403584.1,recent
231,252,30,277,35.5,NOV_Cry24Aa1_98.3_WP_086403584.1,recent
777,842,17,277,39.2,NOV_Cry24Aa1_98.3_WP_086403584.1,recent
843,936,18,277,4.1,NOV_Cry24Aa1_98.3_WP_086403584.1,recent
4572,4630,8,277,1.3,NOV_Cry24Aa1_98.3_WP_086403584.1,recent
933,964,28,278,0.2,NOV_Cry25Aa1_97.8_OUB78400.1,recent
2402,2446,27,278,1.4,NOV_Cry25Aa1_97.8_OUB78400.1,recent
2476,2604,21,278,0.2,NOV_Cry25Aa1_97.8_OUB78400.1,recent
2684,2868,30,278,15.9,NOV_Cry25Aa1_97.8_OUB78400.1,recent
2869,3103,1,278,21.1,NOV_Cry25Aa1_97.8_OUB78400.1,recent
3104,3161,22,278,2.6,NOV_Cry25Aa1_97.8_OUB78400.1,recent
3321,3333,1,278,2.2,NOV_Cry25Aa1_97.8_OUB78400.1,recent
3650,3683,2,278,0.4,NOV_Cry25Aa1_97.8_OUB78400.1,recent
3730,3753,9,278,0.3,NOV_Cry25Aa1_97.8_OUB78400.1,recent
4191,4229,11,278,0.8,NOV_Cry25Aa1_97.8_OUB78400.1,recent
4751,4790,19,278,0.9,NOV_Cry25Aa1_97.8_OUB78400.1,recent
4791,4857,30,278,3.5,NOV_Cry25Aa1_97.8_OUB78400.1,recent
4858,4996,15,278,11,NOV_Cry25Aa1_97.8_OUB78400.1,recent
4997,5029,30,278,0.3,NOV_Cry25Aa1_97.8_OUB78400.1,recent
1,83,9,279,3.2,NOV_Cry27Aa1_80.8_AGV55018.1,recent
102,152,28,279,0.7,NOV_Cry27Aa1_80.8_AGV55018.1,recent
978,1026,9,279,0.2,NOV_Cry27Aa1_80.8_AGV55018.1,recent
1484,1531,30,279,7.7,NOV_Cry27Aa1_80.8_AGV55018.1,recent
1532,1540,18,279,1.1,NOV_Cry27Aa1_80.8_AGV55018.1,recent
1793,1798,9,279,2.6,NOV_Cry27Aa1_80.8_AGV55018.1,recent
1,78,9,280,2.8,NOV_Cry29Aa1_96.4_OUC03129.1,recent
807,821,9,280,17,NOV_Cry29Aa1_96.4_OUC03129.1,recent
3605,3640,30,283,29.6,NOV_Cry2Ak1_76.8_AX513524.1,recent
637,858,29,284,66.9,NOV_Cry2Ba1_29.9_AEX63666.1,recent
859,950,21,284,0.8,NOV_Cry2Ba1_29.9_AEX63666.1,recent
997,1051,29,284,19.6,NOV_Cry2Ba1_29.9_AEX63666.1,recent
1519,1530,2,284,21.1,NOV_Cry2Ba1_29.9_AEX63666.1,recent
1531,1548,18,284,23.7,NOV_Cry2Ba1_29.9_AEX63666.1,recent
1549,1566,23,284,16.4,NOV_Cry2Ba1_29.9_AEX63666.1,recent
1601,1612,2,284,25.6,NOV_Cry2Ba1_29.9_AEX63666.1,recent
1630,1701,19,284,0.9,NOV_Cry2Ba1_29.9_AEX63666.1,recent
1702,2288,30,284,89.8,NOV_Cry2Ba1_29.9_AEX63666.1,recent
3241,3242,9,284,2,NOV_Cry2Ba1_29.9_AEX63666.1,recent
3243,3412,2,284,4.5,NOV_Cry2Ba1_29.9_AEX63666.1,recent
3413,3532,11,284,5.6,NOV_Cry2Ba1_29.9_AEX63666.1,recent
3533,3538,30,284,6.4,NOV_Cry2Ba1_29.9_AEX63666.1,recent
3539,3600,12,284,3.3,NOV_Cry2Ba1_29.9_AEX63666.1,recent
3601,3801,30,284,11.6,NOV_Cry2Ba1_29.9_AEX63666.1,recent
3833,3962,2,284,16.1,NOV_Cry2Ba1_29.9_AEX63666.1,recent
4223,4270,17,284,7.2,NOV_Cry2Ba1_29.9_AEX63666.1,recent
3763,4720,29,285,4,BT_Cry30Ba1,recent
5006,5063,29,285,1.4,BT_Cry30Ba1,recent
4223,4475,29,286,17.3,NOV_Cry30Ga2_64.5_ARJ25665.1,recent
4476,4580,11,286,1.3,NOV_Cry30Ga2_64.5_ARJ25665.1,recent
4599,5075,29,286,16.1,NOV_Cry30Ga2_64.5_ARJ25665.1,recent
223,306,29,287,41,NOV_Cry32Ea2_41.9_AQM56938.1,recent
413,1090,29,287,21.2,NOV_Cry32Ea2_41.9_AQM56938.1,recent
1829,1876,20,287,0.9,NOV_Cry32Ea2_41.9_AQM56938.1,recent
2313,2388,29,287,10.3,NOV_Cry32Ea2_41.9_AQM56938.1,recent
2389,2410,30,287,1.3,NOV_Cry32Ea2_41.9_AQM56938.1,recent
2775,2830,30,287,1.6,NOV_Cry32Ea2_41.9_AQM56938.1,recent
3347,3460,6,287,4.1,NOV_Cry32Ea2_41.9_AQM56938.1,recent
4182,4242,29,287,2,NOV_Cry32Ea2_41.9_AQM56938.1,recent
4419,4507,15,287,4.4,NOV_Cry32Ea2_41.9_AQM56938.1,recent
2034,2037,12,288,1,NOV_Cry32Ea2_45.2_WP_087949412.1,recent
2198,2871,29,288,2.4,NOV_Cry32Ea2_45.2_WP_087949412.1,recent
2872,2902,22,288,0.7,NOV_Cry32Ea2_45.2_WP_087949412.1,recent
3898,4270,29,288,16.8,NOV_Cry32Ea2_45.2_WP_087949412.1,recent
4435,4496,30,288,4.2,NOV_Cry32Ea2_45.2_WP_087949412.1,recent
4730,4996,28,288,4.4,NOV_Cry32Ea2_45.2_WP_087949412.1,recent
1833,1887,29,289,3.4,NOV_Cry32Hb1_41.4_AQX37181.1,recent
1888,1952,30,289,4.6,NOV_Cry32Hb1_41.4_AQX37181.1,recent
2634,2658,30,289,0.5,NOV_Cry32Hb1_41.4_AQX37181.1,recent
2800,3039,13,289,26.2,NOV_Cry32Hb1_41.4_AQX37181.1,recent
4157,4742,29,289,9.3,NOV_Cry32Hb1_41.4_AQX37181.1,recent
4743,4966,30,289,1.7,NOV_Cry32Hb1_41.4_AQX37181.1,recent
1,50,15,290,1.8,NOV_Cry32Ma1_57.7_AXY11484.1,recent
592,698,8,290,2.5,NOV_Cry32Ma1_57.7_AXY11484.1,recent
1124,1160,8,290,1.9,NOV_Cry32Ma1_57.7_AXY11484.1,recent
1161,1190,18,290,0,NOV_Cry32Ma1_57.7_AXY11484.1,recent
1322,1455,6,290,10.3,NOV_Cry32Ma1_57.7_AXY11484.1,recent
1717,1732,8,290,1.1,NOV_Cry32Ma1_57.7_AXY11484.1,recent
2514,2657,18,290,3.2,NOV_Cry32Ma1_57.7_AXY11484.1,recent
2658,2848,30,290,16.3,NOV_Cry32Ma1_57.7_AXY11484.1,recent
2863,2938,30,290,4.4,NOV_Cry32Ma1_57.7_AXY11484.1,recent
2939,3146,28,290,18.1,NOV_Cry32Ma1_57.7_AXY11484.1,recent
4092,4246,10,290,12.5,NOV_Cry32Ma1_57.7_AXY11484.1,recent
1151,1419,17,291,25.3,NOV_Cry32Ta1_48.0_AQX37180.1,recent
1825,1830,6,291,4.3,NOV_Cry32Ta1_48.0_AQX37180.1,recent
1839,2008,29,291,3.1,NOV_Cry32Ta1_48.0_AQX37180.1,recent
2009,2054,6,291,2,NOV_Cry32Ta1_48.0_AQX37180.1,recent
2226,2563,29,291,5.6,NOV_Cry32Ta1_48.0_AQX37180.1,recent
2925,2955,5,291,0.2,NOV_Cry32Ta1_48.0_AQX37180.1,recent
2956,3021,29,291,3.6,NOV_Cry32Ta1_48.0_AQX37180.1,recent
4441,4502,28,291,3.2,NOV_Cry32Ta1_48.0_AQX37180.1,recent
1,83,27,292,4.5,NOV_Cry32Ua1_65.2_AQM56939.1,recent
1280,1414,6,292,9.5,NOV_Cry32Ua1_65.2_AQM56939.1,recent
1496,1530,8,292,0.5,NOV_Cry32Ua1_65.2_AQM56939.1,recent
1531,1555,28,292,9.8,NOV_Cry32Ua1_65.2_AQM56939.1,recent
1556,1645,27,292,10.7,NOV_Cry32Ua1_65.2_AQM56939.1,recent
2198,2237,30,292,0.6,NOV_Cry32Ua1_65.2_AQM56939.1,recent
2238,2286,27,292,17.1,NOV_Cry32Ua1_65.2_AQM56939.1,recent
2321,2440,15,292,8,NOV_Cry32Ua1_65.2_AQM56939.1,recent
2441,2759,9,292,14.7,NOV_Cry32Ua1_65.2_AQM56939.1,recent
2760,2924,5,292,12.4,NOV_Cry32Ua1_65.2_AQM56939.1,recent
2925,3245,30,292,11.5,NOV_Cry32Ua1_65.2_AQM56939.1,recent
4608,4690,27,292,2.3,NOV_Cry32Ua1_65.2_AQM56939.1,recent
193,304,29,293,54.2,NOV_Cry32Va1_61.0_WP_134996253.1,recent
489,1044,29,293,28.2,NOV_Cry32Va1_61.0_WP_134996253.1,recent
4127,4178,26,293,0.8,NOV_Cry32Va1_61.0_WP_134996253.1,recent
807,824,27,294,16.6,NOV_Cry73Ba1_39.0_PEE63029.1,recent
1207,1278,8,294,4.4,NOV_Cry73Ba1_39.0_PEE63029.1,recent
1279,1495,28,294,20.2,NOV_Cry73Ba1_39.0_PEE63029.1,recent
1496,1659,27,294,21.1,NOV_Cry73Ba1_39.0_PEE63029.1,recent
1851,1928,17,294,5,NOV_Cry73Ba1_39.0_PEE63029.1,recent
1929,1984,3,294,2.7,NOV_Cry73Ba1_39.0_PEE63029.1,recent
1991,2047,24,294,2.8,NOV_Cry73Ba1_39.0_PEE63029.1,recent
2067,2069,21,294,5.1,NOV_Cry73Ba1_39.0_PEE63029.1,recent
2070,2075,2,294,11,NOV_Cry73Ba1_39.0_PEE63029.1,recent
2102,2115,21,294,0.3,NOV_Cry73Ba1_39.0_PEE63029.1,recent
2116,2232,6,294,9.2,NOV_Cry73Ba1_39.0_PEE63029.1,recent
2383,2596,2,294,10,NOV_Cry73Ba1_39.0_PEE63029.1,recent
2597,2627,7,294,0.3,NOV_Cry73Ba1_39.0_PEE63029.1,recent
2661,2905,2,294,23.2,NOV_Cry73Ba1_39.0_PEE63029.1,recent
2906,3054,9,294,12.7,NOV_Cry73Ba1_39.0_PEE63029.1,recent
3055,3099,17,294,1.6,NOV_Cry73Ba1_39.0_PEE63029.1,recent
3100,3147,9,294,1.9,NOV_Cry73Ba1_39.0_PEE63029.1,recent
3148,3185,11,294,0.9,NOV_Cry73Ba1_39.0_PEE63029.1,recent
3384,3437,28,294,2.5,NOV_Cry73Ba1_39.0_PEE63029.1,recent
3463,3547,8,294,2.5,NOV_Cry73Ba1_39.0_PEE63029.1,recent
4065,4131,4,294,3.9,NOV_Cry73Ba1_39.0_PEE63029.1,recent
4132,4235,27,294,7.8,NOV_Cry73Ba1_39.0_PEE63029.1,recent
241,309,28,295,34.8,NOV_Cry3Aa12_81.9_AEZ53144.1,recent
806,985,30,295,21.3,NOV_Cry3Aa12_81.9_AEZ53144.1,recent
1596,1719,30,295,5.4,NOV_Cry3Aa12_81.9_AEZ53144.1,recent
2107,2245,29,295,9,NOV_Cry3Aa12_81.9_AEZ53144.1,recent
3550,4880,29,296,17.4,NOV_Cry40Aa1_67.9_CQ868314.1,recent
4881,5034,27,296,1.5,NOV_Cry40Aa1_67.9_CQ868314.1,recent
760,778,8,301,9.3,BT_Cry42Aa1,recent
779,807,11,301,21.2,BT_Cry42Aa1,recent
808,808,27,301,1.6,BT_Cry42Aa1,recent
948,980,26,301,0,BT_Cry42Aa1,recent
999,1034,18,301,3.9,BT_Cry42Aa1,recent
2589,2653,30,301,2.8,BT_Cry42Aa1,recent
2664,2867,27,301,16.1,BT_Cry42Aa1,recent
2868,3170,30,301,25.8,BT_Cry42Aa1,recent
300,323,8,302,16.5,BT_Cry41Ab1,recent
828,839,8,302,10.7,BT_Cry41Ab1,recent
2760,2810,2,302,0.9,BT_Cry41Ab1,recent
4077,4127,30,302,0.9,BT_Cry41Ab1,recent
4128,4233,4,302,5.4,BT_Cry41Ab1,recent
298,324,8,303,14.5,BT_Cry41Aa1,recent
827,842,8,303,15.5,BT_Cry41Aa1,recent
2760,2810,2,303,0.9,BT_Cry41Aa1,recent
1125,1148,10,304,2.2,NOV_Cry41Ca1_39.9_WP_001075423.1,recent
1327,1458,21,304,8,NOV_Cry41Ca1_39.9_WP_001075423.1,recent
1459,1495,11,304,0,NOV_Cry41Ca1_39.9_WP_001075423.1,recent
1592,1630,27,304,5.2,NOV_Cry41Ca1_39.9_WP_001075423.1,recent
2326,2424,27,304,5.1,NOV_Cry41Ca1_39.9_WP_001075423.1,recent
2425,2715,25,304,10.2,NOV_Cry41Ca1_39.9_WP_001075423.1,recent
2716,2766,28,304,1.1,NOV_Cry41Ca1_39.9_WP_001075423.1,recent
2796,2887,5,304,4.5,NOV_Cry41Ca1_39.9_WP_001075423.1,recent
3236,3317,27,304,1.6,NOV_Cry41Ca1_39.9_WP_001075423.1,recent
3318,3344,30,304,2.8,NOV_Cry41Ca1_39.9_WP_001075423.1,recent
3861,3909,8,304,14.9,NOV_Cry41Ca1_39.9_WP_001075423.1,recent
2432,2770,2,305,17.6,NOV_Cry41Ca1_50.4_AZJ24166.1,recent
2771,2956,21,305,15.3,NOV_Cry41Ca1_50.4_AZJ24166.1,recent
2957,2994,11,305,0.6,NOV_Cry41Ca1_50.4_AZJ24166.1,recent
2995,3051,27,305,2.3,NOV_Cry41Ca1_50.4_AZJ24166.1,recent
3052,3250,11,305,2.4,NOV_Cry41Ca1_50.4_AZJ24166.1,recent
4608,4677,17,306,3,NOV_Cry43Cb1_38.6_AGV55020.1,recent
4678,4755,18,306,0.1,NOV_Cry43Cb1_38.6_AGV55020.1,recent
4756,4790,10,306,0.1,NOV_Cry43Cb1_38.6_AGV55020.1,recent
4791,4902,17,306,6.9,NOV_Cry43Cb1_38.6_AGV55020.1,recent
214,277,25,307,27.7,NOV_Cry43Cb1_43.9_PEA91147.1,recent
1846,1904,30,307,1.6,NOV_Cry43Cb1_43.9_PEA91147.1,recent
2327,2503,17,307,11.8,NOV_Cry43Cb1_43.9_PEA91147.1,recent
3017,3058,9,307,0.3,NOV_Cry43Cb1_43.9_PEA91147.1,recent
3059,3115,15,307,1.5,NOV_Cry43Cb1_43.9_PEA91147.1,recent
3116,3164,12,307,0.9,NOV_Cry43Cb1_43.9_PEA91147.1,recent
2631,2684,29,308,17.8,NOV_Cry48Aa1_36.6_CAH33948.1,recent
1963,2453,29,309,2.5,NOV_Cry48Aa1_36.9_CAH33950.1,recent
2631,2680,29,309,18.7,NOV_Cry48Aa1_36.9_CAH33950.1,recent
1,71,28,310,2.2,NOV_Cry4Aa1_32.5_ADM64568.1,recent
1061,1203,12,310,5.1,NOV_Cry4Aa1_32.5_ADM64568.1,recent
2241,2265,3,310,27.7,NOV_Cry4Aa1_32.5_ADM64568.1,recent
2342,2429,18,310,3.6,NOV_Cry4Aa1_32.5_ADM64568.1,recent
2848,2923,25,310,2.6,NOV_Cry4Aa1_32.5_ADM64568.1,recent
2924,3070,27,310,8.4,NOV_Cry4Aa1_32.5_ADM64568.1,recent
4087,4156,3,310,2.2,NOV_Cry4Aa1_32.5_ADM64568.1,recent
4170,4214,9,310,0.3,NOV_Cry4Aa1_32.5_ADM64568.1,recent
4821,4932,12,310,5.5,NOV_Cry4Aa1_32.5_ADM64568.1,recent
1,56,19,311,1.9,NOV_Cry4Ba1_31.6_AUM94650.1,recent
1159,1328,30,311,12.8,NOV_Cry4Ba1_31.6_AUM94650.1,recent
2115,2156,30,311,0.7,NOV_Cry4Ba1_31.6_AUM94650.1,recent
2157,2226,27,311,3.2,NOV_Cry4Ba1_31.6_AUM94650.1,recent
2227,2260,15,311,9.4,NOV_Cry4Ba1_31.6_AUM94650.1,recent
2572,2629,25,311,2.1,NOV_Cry4Ba1_31.6_AUM94650.1,recent
2630,2831,30,311,15.9,NOV_Cry4Ba1_31.6_AUM94650.1,recent
2832,2932,22,311,6.1,NOV_Cry4Ba1_31.6_AUM94650.1,recent
2933,2995,25,311,2.6,NOV_Cry4Ba1_31.6_AUM94650.1,recent
2996,3043,18,311,1.2,NOV_Cry4Ba1_31.6_AUM94650.1,recent
3463,3616,18,311,1.1,NOV_Cry4Ba1_31.6_AUM94650.1,recent
4240,4952,19,312,8.8,NOV_Cry4Ba1_63.7_AJW76684.1,recent
1,128,19,314,7.3,NOV_Cry4Ca2_48.4_AZJ24771.1,recent
129,174,18,314,0.6,NOV_Cry4Ca2_48.4_AZJ24771.1,recent
220,251,12,314,11.5,NOV_Cry4Ca2_48.4_AZJ24771.1,recent
753,833,18,314,44.4,NOV_Cry4Ca2_48.4_AZJ24771.1,recent
1017,1062,28,314,0.4,NOV_Cry4Ca2_48.4_AZJ24771.1,recent
1103,1127,19,314,11.1,NOV_Cry4Ca2_48.4_AZJ24771.1,recent
1175,1480,18,314,22.7,NOV_Cry4Ca2_48.4_AZJ24771.1,recent
2634,2683,30,314,0.9,NOV_Cry4Ca2_48.4_AZJ24771.1,recent
2684,2840,15,314,9.8,NOV_Cry4Ca2_48.4_AZJ24771.1,recent
4817,4863,28,314,0.6,NOV_Cry4Ca2_48.4_AZJ24771.1,recent
2310,2417,12,315,5.5,NOV_Cry4Ca2_51.6_AZJ24420.1,recent
2418,2485,13,315,2.2,NOV_Cry4Ca2_51.6_AZJ24420.1,recent
2486,2545,3,315,1.6,NOV_Cry4Ca2_51.6_AZJ24420.1,recent
4236,4408,19,315,2.9,NOV_Cry4Ca2_51.6_AZJ24420.1,recent
4409,4455,13,315,0.6,NOV_Cry4Ca2_51.6_AZJ24420.1,recent
1,60,20,316,1.8,NOV_Cry4Cb3_34.4_PEA86378.1,recent
748,784,15,316,21.4,NOV_Cry4Cb3_34.4_PEA86378.1,recent
785,807,5,316,12,NOV_Cry4Cb3_34.4_PEA86378.1,recent
808,858,18,316,15.8,NOV_Cry4Cb3_34.4_PEA86378.1,recent
2613,2827,2,316,15.5,NOV_Cry4Cb3_34.4_PEA86378.1,recent
2828,2880,4,316,1.2,NOV_Cry4Cb3_34.4_PEA86378.1,recent
2881,3014,14,316,8.2,NOV_Cry4Cb3_34.4_PEA86378.1,recent
3015,3112,18,316,5,NOV_Cry4Cb3_34.4_PEA86378.1,recent
3113,3169,27,316,1.6,NOV_Cry4Cb3_34.4_PEA86378.1,recent
4708,4837,27,316,7.9,NOV_Cry4Cb3_34.4_PEA86378.1,recent
3797,3860,19,317,3.5,NOV_Cry52Ca1_62.9_AZJ24464.1,recent
4845,4851,3,317,10.3,NOV_Cry52Ca1_62.9_AZJ24464.1,recent
1,55,21,318,1.6,NOV_Cry53Aa1_40.7_WP_103591149.1,recent
3857,3866,30,318,20.8,NOV_Cry53Aa1_40.7_WP_103591149.1,recent
4550,4615,15,318,2.5,NOV_Cry53Aa1_40.7_WP_103591149.1,recent
4768,4981,17,319,16.9,NOV_Cry53Ab1_39.4_AFM37573.1,recent
1,54,21,320,1.3,NOV_Cry53Ab1_40.0_CAH33955.1,recent
3847,3866,30,320,17,NOV_Cry53Ab1_40.0_CAH33955.1,recent
1,54,13,321,1.3,NOV_Cry53Ab1_40.9_APA45008.1,recent
3857,3866,30,321,21.1,NOV_Cry53Ab1_40.9_APA45008.1,recent
4007,4092,14,321,4,NOV_Cry53Ab1_40.9_APA45008.1,recent
4551,4590,28,321,0.3,NOV_Cry53Ab1_40.9_APA45008.1,recent
1,56,14,322,1,BT_Cry54Ab1,recent
57,115,3,322,1.2,BT_Cry54Ab1,recent
116,165,18,322,0.6,BT_Cry54Ab1,recent
228,249,3,322,18.9,BT_Cry54Ab1,recent
486,503,10,323,11.5,NOV_Cry56Aa2_56.0_AGV55019.1,recent
