tox,prot_type,domain1_length,domain1_ident,domain2_length,domain2_ident,domain3_length,domain3_ident
BT_Cry61Aa1,ref,621,51.7340617026001,633,49.3307323513837,444,50.2873520856794
BT_Cry2Ac1,all,579,53.9627123872754,585,50.2429479463781,420,53.0302827091083
BT_Cry7Gd1,ref,606,52.683897840958,657,48.789774649903,432,51.486563526269
BT_Cry1Fb3,all,603,53.1727928912061,591,49.6235271451296,405,53.8736032033452
BT_Cry30Ea1,ref,627,50.6451306354033,624,49.2361683079376,459,52.0813630376774
BT_Cry2Ac6,all,579,54.4213669323423,588,50.2448318579229,420,53.1237471085452
BT_Cry50Ba2,all,606,51.2805244986423,564,50.352186484542,471,51.9859995364347
NOV_Cry21Ca2_65.9_AZR80774.1,ref,726,49.032964189654,660,48.4055130545305,414,49.1071672055214
BT_Cry1Be1,ref,603,53.5035126827188,630,51.7870740171522,411,51.9401512117189
BT_Cry2Ah2,all,579,55.2746642029002,612,51.2929786032346,423,53.7993138665262
BT_Cry56Aa2,all,600,50.8500216407259,519,49.0029359471686,432,50.1577473648495
NOV_Cry56Aa4_79.3_WP_103592286.1,ref,594,50.8616295206018,519,48.8062553042501,432,50.3357953585832
BT_Cry67Aa2,ref,603,50.1693680237864,507,48.3361729172395,405,49.304245468715
BT_Cry8Fa1,all,588,53.9967413161972,663,49.1589512586202,414,51.6250671907529
NOV_Cry21Ea1_32.5_AGS78122.1,ref,765,47.5848748116002,618,48.4877073996125,495,49.4031197743183
NOV_Cry32Va1_61.0_WP_134996253.1,ref,639,50.663763226662,657,48.1301780089779,426,51.174628227279
BT_Cry5Aa1,all,654,50.0268992615718,657,47.3787944030778,402,49.986003955435
BT_Cry7Gb1,ref,597,52.7876931725175,657,48.9111766992802,432,51.1572453985302
BT_Cry2Aa15,all,579,54.4350008372712,615,50.8474243908646,423,53.5930063179712
BT_Cry3Aa10,ref,603,52.8393665550711,612,49.7692622633151,405,52.0006430891135
BT_Cry13Aa1,ref,651,49.9557939930146,660,48.41355439567,438,48.9228272013848
BT_Cry1Ac19,all,603,57.5492368462146,606,53.8876282397112,417,52.7956499945301
NOV_Cry1Ac10_99.2_ACV81774.1,all,603,57.5231400562424,606,53.8544102635797,417,52.7956499945301
NOV_Cry19Ba1_74.0_AGV55021.1,ref,591,51.6674705722489,609,49.3236561739631,408,50.4657342882848
BT_Cry9Ea6,all,615,52.8195852686627,609,49.5424124679424,414,51.8367149354783
BT_Cry1Aa17,all,603,57.4718320017054,591,51.4654987582352,444,55.1139617894281
NOV_Cry8Da1_99.6_CBL59396.1,all,606,54.6541490910296,666,50.1850134883599,417,52.8078935125565
BT_Cry21Ga1,ref,648,49.8091567780832,576,48.0762802476221,423,49.3869265113712
BT_Cry7Fb2,all,627,52.3303701219357,621,49.5051563055363,438,50.5551072285958
BT_Cry1Ac20,all,603,57.6942812010308,603,53.7472859954934,417,52.7956499945301
BT_Cry1Ia18,ref,603,55.7179855336137,630,52.4637286306596,411,55.6393489208403
BT_Cry44Aa1,ref,621,51.5959388421248,720,48.4977469667863,402,50.4095553339321
BT_Cry1Bi1,ref,603,53.3382788798837,633,51.204728650154,414,52.4136789327234
NOV_Cry41Ca1_39.9_WP_001075423.1,ref,798,47.5526061421535,597,48.2790057140786,360,49.0068536030496
BT_Cry1Ac15,all,603,57.6962942590615,603,53.8504499483832,417,52.7956499945301
BT_Cry32Ea2,ref,639,50.5618355801336,657,48.2417618876985,420,50.7939761960088
BT_Cry2Ad5,ref,579,55.1473570044474,615,50.5659148828041,426,53.6063930582502
NOV_Cry10Aa1_97.2_ABW89735.1,ref,621,50.7380413236311,576,49.5835930345836,423,50.7628257053072
NOV_Cry24Aa1_98.3_WP_086403584.1,ref,546,50.7602065756388,657,49.03798356028,405,50.6184776979329
BT_Cry1Ea10,ref,603,54.5546195760352,588,50.2644077345936,402,52.1177396524859
BT_Cry5Ad1,all,654,49.9960859606792,657,47.3551976176494,405,49.937220271469
BT_Cry59Ba1,ref,648,51.2427161960841,633,49.1146282706401,384,49.7296212502093
BT_Cry2Ab26,all,579,55.174467588369,615,51.5945557840924,423,53.7910812419005
NOV_Cry1Gb2_99.9_OTY56195.1,all,591,52.4301563182136,588,50.3668253303026,414,54.1344594957367
BT_Cry2Ab21,all,579,55.2746642029002,615,51.5945557840924,423,53.8620570610507
NOV_Cry2Ac6_99.7_ACA52278.1,all,579,54.2902325962478,588,50.2448318579229,420,53.1237471085452
NOV_Cry1Aa12_99.7_AEB21634.1,all,603,57.450191882644,591,51.4654987582352,444,55.058862884212
BT_Cry1Ab16,all,603,57.4036497723431,597,53.63317289196,441,55.1460935719689
NOV_Cry1Aa12_99.9_OUA40850.1,all,603,57.4741781657354,591,51.4654987582352,444,54.9827103937057
NOV_Cry1Ac13_96.1_AXE42966.1,all,603,57.5795835897038,603,53.5993488100682,297,47.4372238088452
NOV_Cry10Aa1_98.2_ABW89731.1,all,621,50.8956592142126,576,49.7874621122171,423,50.7999676620365
BT_Cry1Ja1,ref,603,53.9794786069345,573,49.7005181758087,405,54.175159555932
BT_Cry69Ab1,ref,600,51.5135426715042,630,48.7616985923341,426,49.8042146502525
NOV_Cry2Ba1_29.9_AEX63666.1,ref,591,50.2684617701499,654,48.0323261800895,339,47.9197853180108
BT_Cry1Ia11,ref,603,55.7995487950537,630,53.3216484412605,411,55.6827972676209
NOV_Cry4Aa1_98.7_ABR12216.1,all,648,50.7375411901417,618,49.3288200357814,423,51.1409600339686
BT_Cry8Ad1,ref,600,54.5581533780767,654,49.7042088894411,411,52.2263087922672
BT_Cry1Ga2,ref,591,52.510554655674,579,49.2841056435992,417,53.5607463562727
BT_Cry32Ab1,all,603,51.9264774174474,603,48.2990393852762,342,47.8899677361325
BT_Cry8Ha1,ref,594,53.5352922436225,630,49.9606178961909,417,51.9859785112478
NOV_Cry2Ab4_99.7_AUN50233.1,all,579,55.1614770344452,615,51.486307993281,423,53.7748029680732
NOV_Cry73Aa1_88.4_AQM56942.1,ref,693,50.7201599381769,552,48.4801558673558,378,49.1164460213965
BT_Cry2Ab7,all,579,55.2432228034208,615,51.5238088814024,423,53.8805838505263
BT_Cry31Ab1,ref,687,50.2105037145904,585,48.8617026377586,405,49.3290412162284
BT_Cry1Ba7,all,603,53.7673150200646,633,51.2235010501784,411,52.7670025101237
BT_Cry4Cb2,all,606,51.3185627275993,600,49.7130653226837,399,51.37258842142
BT_Cry30Da1,ref,633,51.1376596685263,621,49.3151739059372,447,51.6249036785698
BT_Cry40Aa1,ref,678,50.3871299888583,582,49.9666797178606,387,49.7689741910517
BT_Cry31Aa4,all,684,50.3026816934757,585,48.8322782803486,396,49.4908818058325
BT_Cry1Aa20,all,603,57.4741781657354,591,51.4654987582352,444,55.1139617894281
BT_Cry11Bb1,ref,522,49.839125310929,693,47.951588577957,453,49.3609700217933
NOV_Cry8Fa1_98.9_AFP44679.1,all,588,53.9967413161972,663,49.2312491073715,414,51.6250671907529
NOV_Cry1Ia24_22.2_CAP40039.1,ref,630,51.1352113286391,603,48.2052002612306,414,49.6833232772113
NOV_Cry1Ib10_97.2_AHX73744.1,all,600,55.3146143322755,630,52.5973882138977,411,55.4018917933657
NOV_Cry1Ab12_99.7_ALJ10947.1,all,603,57.5972386494016,597,53.63317289196,441,55.1460935719689
BT_Cry30Ea3,all,627,50.6661712481161,624,49.2842742007473,459,52.1780306479247
BT_Cry7Ab6,all,597,54.5818516974513,603,50.9194476229441,420,51.6210963400623
BT_Cry2Ac12,all,579,54.3710463106998,588,50.2601235729442,420,53.1237471085452
NOV_Cry68Aa1_74.8_WP_103592020.1,ref,630,50.9209814562308,600,48.7422024468002,393,50.6529455766918
NOV_Cry32Ta1_48.0_AQX37180.1,ref,675,51.2390709999519,669,48.7387723548846,408,50.6381169072753
BT_Cry32Sa1,ref,681,51.2108188403392,489,46.9656694778645,402,49.8111041837734
NOV_Cry1Ac10_99.9_AXP29732.1,all,603,57.6770174453491,606,53.8876282397112,417,52.7956499945301
BT_Cry1Ac33,all,603,57.6953672568944,603,53.8129108842525,417,52.7417444385941
BT_Cry1Eb1,ref,597,54.6499823384602,585,50.1860182576919,408,52.3580716974194
BT_Cry11Ba1,ref,537,50.1359046774225,696,47.7091722277412,456,49.3071395763915
BT_Cry1Ab18,all,603,57.7062926841511,597,53.5404575775058,441,55.2099898422167
BT_Cry2Ac5,all,579,54.4014902672701,588,50.2448318579229,420,53.0337217490632
