Strain,Cry,Num
MEB4,NOV_Cry2Aa1_97.8_ALV82138.1,1
PS85A1,BT_Cry1Ac4,1
BGSC 4U1,NOV_Cry56Aa4_79.3_WP_103592286.1,5
BGSC 4U1,NOV_Cry69Ab1_59.2_WP_103591619.1,5
BGSC 4U1,NOV_Cry53Aa1_40.7_WP_103591149.1,5
BGSC 4U1,NOV_Cry68Aa1_74.8_WP_103592020.1,5
BGSC 4U1,NOV_Cry69Aa2_62.7_WP_103591151.1,5
QZL26,NOV_Cry8Ca1_99.5_AGV52971.1,1
SC5(D2),BT_Cry9Aa2,1
BGSC 4C1,BT_Cry2Ab1,2
BGSC 4C1,NOV_Cry1Ae1_99.9_AND11141.1,2
IBL00055,BT_Cry1Ma2,1
ARP080,BT_Cry1Ma2,1
IBL00210,BT_Cry1Ma2,1
IBL00144,BT_Cry1Ma2,1
C12,BT_Cry1Aa7,1
ARP203,BT_Cry32La1,1
Mfbjulcb3,NOV_Cry4Ba1_31.6_AUM94650.1,1
AM1195,NOV_Cry4Ba1_31.6_AUM94650.1,1
AM370,NOV_Cry4Ba1_31.6_AUM94650.1,1
DAB-Bt1,NOV_Cry10Aa1_98.2_ABW89731.1,3
DAB-Bt1,NOV_Cry4Ba1_99.6_ABR22235.1,3
DAB-Bt1,NOV_Cry11Aa1_99.5_ABW89737.1,3
Gnyt1,NOV_Cry56Aa4_77.6_ARJ25668.1,4
Gnyt1,NOV_Cry68Aa1_46.2_ARJ25655.1,4
Gnyt1,NOV_Cry30Ga2_64.5_ARJ25665.1,4
Gnyt1,NOV_Cry40Da1_77.3_ARJ25823.1,4
SC6H8,BT_Cry1Ia10,5
SC6H8,BT_Cry2Ah1,5
SC6H8,BT_Cry1Ai1,5
SC6H8,BT_Cry1La2,5
SC6H8,BT_Cry1Be4,5
HZM2,BT_Cry1Ea8,1
PS50C(b),BT_Cry8Ba1,1
CH426a_13T,NOV_Cry8Ca1_41.2_AST51780.1,1
LBIC-004,NOV_Cry8Ca1_41.2_AST51780.1,1
CH460b_14D,NOV_Cry8Ca1_41.2_AST51780.1,1
CH417_13T,NOV_Cry8Ca1_41.2_AST51780.1,1
K26-21,BT_Cry1Ca5,1
N141,BT_Cry9Da1,1
G25-7,BT_Cry21Ea1,2
G25-7,BT_Cry21Da1,2
Sbt072,BT_Cry21Ea1,3
Sbt072,BT_Cry21Da1,3
Sbt072,BT_Cry21Ca1,3
FCC41,NOV_Cry4Ca2_48.4_AZJ24771.1,6
FCC41,NOV_Cry24Ca1_99.7_AZJ24443.1,6
FCC41,NOV_Cry52Ca1_62.9_AZJ24464.1,6
FCC41,NOV_Cry4Ca2_51.6_AZJ24420.1,6
FCC41,BT_Cry24Ca1,6
FCC41,NOV_Cry41Ca1_50.4_AZJ24166.1,6
INTA Mo1-12,BT_Cry1Aa15,2
INTA Mo1-12,BT_Cry1Ac21,2
INTA TA24-6,BT_Cry1Ac21,1
K4,BT_Cry1Bd3,1
BUPM109,NOV_Cry40Da1_81.5_AIN76756.1,1
LBIT-147,BT_Cry1Ea4,1
lyD,BT_Cry2Ab12,1
lyL,BT_Cry2Ab12,1
HD522,BT_Cry11Aa1,5
HD522,BT_Cry4Ba4,5
HD522,BT_Cry10Aa3,5
HD522,BT_Cry4Aa2,5
HD522,NOV_Cry10Aa3_99.0_EEM99282.1,5
IBL 4222,NOV_Cry10Aa3_99.0_EEM99282.1,4
IBL 4222,BT_Cry11Aa1,4
IBL 4222,BT_Cry10Aa3,4
IBL 4222,NOV_Cry11Aa4_99.0_EEM99034.1,4
AFS089089,NOV_Cry4Cb3_34.4_PEA86378.1,3
AFS089089,NOV_Cry43Cb1_43.9_PEA91147.1,3
AFS089089,NOV_Cry19Aa1_29.2_PEA88281.1,3
AFS098399,NOV_Cry65Aa2_55.6_PDY37670.1,2
AFS098399,NOV_Cry5Ba1_99.8_PDY40352.1,2
AFS050081,NOV_Cry65Aa2_55.6_PDY37670.1,3
AFS050081,NOV_Cry5Aa1_99.7_PGO36223.1,3
AFS050081,NOV_Cry5Ba1_99.8_PDY40352.1,3
LS5115-3,BT_Cry2Aa17,1
MnD,BT_Cry2Ab25,1
B-Pr-88,BT_Cry1Db2,4
B-Pr-88,BT_Cry2Ab4,4
B-Pr-88,BT_Cry1Fb1,4
B-Pr-88,BT_Cry1Gb2,4
QWH108,NOV_Cry8Ca1_99.6_AGV52972.1,1
S3161-3,BT_Cry50Ba2,1
LBIT1200,BT_Cry1Ac39,1
CMBLBT-5,BT_Cry2Ad3,1
SK-935,BT_Cry1Ib7,1
ML090,BT_Cry3Ba3,1
C15,NOV_Cry21Ca2_65.9_AZR80774.1,5
C15,NOV_Cry21Aa2_44.6_AZR80772.1,5
C15,BT_Cry21Aa3,5
C15,NOV_Cry5Ba1_27.2_AZR80678.1,5
C15,NOV_Cry21Ca2_64.6_AZR80780.1,5
G25-47,BT_Cry21Aa3,1
LBIT-107,BT_Cry21Aa3,2
LBIT-107,NOV_Cry14Ab1_85.6_AXE15628.1,2
LBR2,BT_Cry1Be5,1
VD154,BT_Cry65Aa2,4
VD154,BT_Cry5Ca1,4
VD154,BT_Cry5Da1,4
VD154,BT_Cry5Ea2,4
T13001,BT_Cry65Aa2,4
T13001,BT_Cry5Ca1,4
T13001,BT_Cry5Da1,4
T13001,BT_Cry5Ea2,4
Sbt003,BT_Cry65Aa2,4
Sbt003,BT_Cry5Ca1,4
Sbt003,BT_Cry5Da1,4
Sbt003,BT_Cry5Ea2,4
berliner 1715,BT_Cry1Ab5,1
ARP011,BT_Cry7Gb1,1
BTS89A,BT_Cry1Ac3,1
PS158C2,BT_Cry1Jc1,2
PS158C2,BT_Cry1Be1,2
AFS081174,BT_Cry32Pa1,1
AFS081381,BT_Cry32Pa1,1
AFS083298,BT_Cry32Pa1,1
AFS017221,BT_Cry32Pa1,1
AFS045461,BT_Cry32Pa1,1
AFS083176,BT_Cry32Pa1,1
AFS001368,BT_Cry32Pa1,1
ARP277,BT_Cry32Pa1,1
AFS074325,BT_Cry32Pa1,1
AFS057443,BT_Cry32Pa1,1
AFS056009,NOV_Cry5Ba1_99.6_PGL13502.1,1
ARP052,BT_Cry32Ga1,1
ZK2,BT_Cry9Ea10,1
4H5,BT_Cry10Aa3,2
4H5,BT_Cry11Aa1,2
147,BT_Cry10Aa3,2
147,BT_Cry11Aa1,2
Root11,BT_Cry10Aa3,2
Root11,BT_Cry11Aa1,2
BB56-3,BT_Cry4Aa2,3
BB56-3,BT_Cry10Aa3,3
BB56-3,BT_Cry11Aa1,3
BRC-LLP29,BT_Cry4Aa2,3
BRC-LLP29,BT_Cry11Aa4,3
BRC-LLP29,BT_Cry10Aa3,3
Root131,BT_Cry10Aa3,2
Root131,BT_Cry11Aa1,2
18_483,BT_Cry10Aa3,2
18_483,BT_Cry11Aa1,2
AG102,BT_Cry10Aa3,2
AG102,BT_Cry11Aa1,2
BS-pTAND672-2,BT_Cry4Aa2,2
BS-pTAND672-2,BT_Cry10Aa3,2
DE0030,BT_Cry10Aa3,2
DE0030,BT_Cry11Aa1,2
18_484,BT_Cry10Aa3,2
18_484,BT_Cry11Aa1,2
GPL-O901,BT_Cry10Aa3,2
GPL-O901,BT_Cry11Aa1,2
BGSC 4Q1,BT_Cry10Aa1,4
BGSC 4Q1,BT_Cry10Aa3,4
BGSC 4Q1,BT_Cry11Aa1,4
BGSC 4Q1,BT_Cry1Ab2,4
TAND672,BT_Cry4Aa2,2
TAND672,BT_Cry10Aa3,2
BGSC 4BZ1,NOV_Cry70Bb1_67.1_OUB77817.1,1
G25-6,NOV_Cry70Bb1_67.1_OUB77817.1,1
Sbt053,NOV_Cry21Ea1_53.3_OTW62068.1,2
Sbt053,NOV_Cry70Bb1_67.1_OUB77817.1,2
G25-44,NOV_Cry13Aa1_50.1_ANS46780.1,3
G25-44,BT_Cry13Aa1,3
G25-44,NOV_Cry13Aa1_87.1_ANS50148.1,3
MYBT18246,NOV_Cry13Aa1_50.1_ANS46780.1,3
MYBT18246,BT_Cry13Aa1,3
MYBT18246,NOV_Cry13Aa1_87.1_ANS50148.1,3
Buibui,NOV_Cry8Db1_49.9_WP_103653049.1,2
Buibui,BT_Cry8Ca1,2
mgc157-1,NOV_Cry32Hb1_41.4_AQX37181.1,2
mgc157-1,NOV_Cry32Ta1_48.0_AQX37180.1,2
O-V84.2,NOV_Cry32Ua1_65.2_AQM56939.1,3
O-V84.2,NOV_Cry32Ea2_41.9_AQM56938.1,3
O-V84.2,NOV_Cry73Aa1_88.4_AQM56942.1,3
64-1-94,BT_Cry31Ad2,1
IS5056,BT_Cry1Aa12,6
IS5056,BT_Cry1Ba1,6
IS5056,BT_Cry2Aa1,6
IS5056,BT_Cry1Ab21,6
IS5056,BT_Cry2Ab1,6
IS5056,BT_Cry1Ia10,6
KNU-25,BT_Cry1Ab1,5
KNU-25,BT_Cry1Aa12,5
KNU-25,BT_Cry2Aa1,5
KNU-25,BT_Cry2Ab1,5
KNU-25,BT_Cry1Ia10,5
IBL00197,BT_Cry1Aa12,4
IBL00197,BT_Cry1Ba1,4
IBL00197,BT_Cry2Ab1,4
IBL00197,BT_Cry1Ia10,4
ZZQ-130,BT_Cry1Aa12,4
ZZQ-130,BT_Cry2Aa1,4
ZZQ-130,BT_Cry2Ab1,4
ZZQ-130,BT_Cry1Ia10,4
AFS057829,BT_Cry1Aa12,5
AFS057829,BT_Cry1Ba1,5
AFS057829,BT_Cry2Aa1,5
AFS057829,BT_Cry2Ab1,5
AFS057829,BT_Cry1Ia10,5
CT-43,BT_Cry1Aa12,5
CT-43,BT_Cry1Ba1,5
CT-43,BT_Cry2Aa1,5
CT-43,BT_Cry2Ab1,5
CT-43,BT_Cry1Ia10,5
IMBL-B9,BT_Cry1Aa12,5
IMBL-B9,BT_Cry2Aa1,5
IMBL-B9,BT_Cry2Ab1,5
IMBL-B9,BT_Cry1Ea11,5
IMBL-B9,BT_Cry1Ia10,5
IPL7,BT_Cry1Ab8,2
IPL7,BT_Cry1Aa12,2
BfR-BA-01319,BT_Cry1Aa12,5
BfR-BA-01319,BT_Cry1Da1,5
BfR-BA-01319,BT_Cry1Ca15,5
BfR-BA-01319,BT_Cry2Ab1,5
BfR-BA-01319,BT_Cry1Ia10,5
BGSC 4J2,BT_Cry1Aa12,5
BGSC 4J2,BT_Cry1Da1,5
BGSC 4J2,BT_Cry1Ca15,5
BGSC 4J2,BT_Cry2Ab1,5
BGSC 4J2,BT_Cry1Ia10,5
ARP262,BT_Cry32Ja1,1
Bt4,BT_Cry9Ea7,1
WB9,BT_Cry2Ac4,2
WB9,BT_Cry1Ab17,2
ARP162,BT_Cry7Fb2,1
E-1B,BT_Cry1Ia15,1
ARP104,BT_Cry32Ia1,1
BMB3201,NOV_Cry1Ia14_99.6_OTX17809.1,4
BMB3201,BT_Cry2Aa1,4
BMB3201,BT_Cry2Ab4,4
BMB3201,NOV_Cry1Ac2_99.9_OTX40985.1,4
T01-328,NOV_Cry1Ba1_99.8_ERH97550.1,5
T01-328,BT_Cry2Aa1,5
T01-328,BT_Cry2Ab1,5
T01-328,NOV_Cry1Aa12_96.0_ERH96459.1,5
T01-328,BT_Cry1Ia10,5
ARP013,BT_Cry7Bb1,1
JF19-2,BT_Cry2Ag1,1
Kenyae 4a4c,BT_Cry2Aa4,1
X-2,BT_Cry1Ab19,1
BT HMM-SLK,NOV_Cry3Aa12_81.9_AEZ53144.1,1
BT HMM-SITAB,NOV_Cry3Aa12_81.9_AEZ53144.1,1
ARP174,BT_Cry32Qa1,1
WZ-7,BT_Cry2Ab6,1
YWC2-8,BT_Cry2Aa1,2
YWC2-8,BT_Cry1Ac17,2
PS81GG,BT_Cry1Ac17,1
HD-549,BT_Cry1Ac17,1
T30001,NOV_Cry29Aa1_96.4_OUC03129.1,2
T30001,NOV_Cry11Bb1_99.7_OUC03368.1,2
KBAB4,NOV_Cry8Ca1_42.6_ABY46520.1,1
BGSC 4AD1,NOV_Cry21Ea1_53.3_OTW62068.1,1
BGSC 4AG1,NOV_Cry21Ea1_53.3_OTW62068.1,1
LS-R-21,BT_Cry1Aa19,1
ARP168,BT_Cry9Dc1,1
B5,NOV_Cry2Ah4_96.0_ACQ99192.1,1
M019,BT_Cry31Ad1,3
M019,BT_Cry63Aa1,3
M019,BT_Cry31Aa6,3
Bt18247,NOV_Cry21Ea1_40.3_AOM14729.1,1
SC5(E8),BT_Cry9Ea8,1
BR64,BT_Cry1Ea10,1
BfR-BA-01317,BT_Cry1Ba1,1
BGSC 4A4,BT_Cry1Ba1,1
4D3,BT_Cry1Ba1,1
4A1,BT_Cry1Ba1,2
4A1,BT_Cry1Ab1,2
T01001,BT_Cry1Ba1,2
T01001,BT_Cry1Ab1,2
S601,BT_Cry1Ba1,2
S601,BT_Cry1Ba6,2
NA205-3,BT_Cry2Aa1,4
NA205-3,BT_Cry1Ba1,4
NA205-3,BT_Cry2Ab1,4
NA205-3,BT_Cry1Ia10,4
G25-85,BT_Cry1Ba1,1
G25-76,BT_Cry1Ba1,1
601,BT_Cry1Ba1,1
ATCC 10792,BT_Cry1Ba1,3
ATCC 10792,NOV_Cry1Ba1_99.9_AST05277.1,3
ATCC 10792,BT_Cry1Ab1,3
sfw-12,BT_Cry1Ba1,1
HD-2,BT_Cry1Ba1,2
HD-2,BT_Cry1Ab1,2
BfR-BA-01312,BT_Cry1Ba1,1
4A2,BT_Cry1Ba1,2
4A2,BT_Cry1Ab1,2
ATCC 14706,BT_Cry18Ca1,1
wu1H-3,BT_Cry1Ia29,1
SSy60-b,BT_Cry2Ab20,2
SSy60-b,BT_Cry2Ab19,2
14,BT_Cry2Ac6,1
FY-2,BT_Cry2Ac6,1
BGSC 4BU1,BT_Cry8Ba2,1
NAIMCC-B-00167,BT_Cry1Aa24,1
G25-128,BT_Cry8Ad1,1
ARP215,BT_Cry8Ad1,1
INA288,BT_Cry44Aa1,2
INA288,BT_Cry30Ba1,2
B-SC5,BT_Cry9Ba2,1
S976,BT_Cry20Ba1,1
S3299-1,BT_Cry1Ac31,1
MHY1.10,NOV_Cry8Da1_99.4_CBL59395.1,1
92-10,BT_Cry31Aa5,1
4F3,BT_Cry2Aa1,3
4F3,BT_Cry2Ab4,3
4F3,BT_Cry1Ea11,3
4L1,BT_Cry2Aa1,3
4L1,BT_Cry2Ab4,3
4L1,BT_Cry1Ia10,3
AFS022658,NOV_Cry32Ma1_37.1_PFE13212.1,1
AFS084862,NOV_Cry32Ma1_37.1_PFE13212.1,1
AFS061177,NOV_Cry32Ma1_37.1_PFE13212.1,1
Sbt029,NOV_Cry21Ea1_42.1_AEH76823.1,2
Sbt029,BT_Cry73Aa1,2
BGSC 4BV1,BT_Cry1Ab11,3
BGSC 4BV1,BT_Cry73Aa1,3
BGSC 4BV1,BT_Cry1Ac12,3
GS27,BT_Cry1La3,1
S2480-1,NOV_Cry4Aa1_32.5_ADM64568.1,1
PS198Q7,NOV_Cry7Ca1_86.8_AGM39664.1,1
CPB012,NOV_Cry1Ia28_99.7_AIQ81197.1,1
S1478-1,BT_Cry1Ac30,1
ARP067,BT_Cry2Ak1,1
SDS-502,BT_Cry8Da1,1
QZL85,BT_Cry8Da1,1
L_1B0_5,BT_Cry11Aa1,1
L_1B0_8,BT_Cry11Aa1,1
s8,BT_Cry11Aa1,1
1230,BT_Cry11Aa1,1
UFT038,BT_Cry2Aa1,3
UFT038,BT_Cry2Ab1,3
UFT038,BT_Cry1Ia10,3
ISP2954,BT_Cry2Aa1,3
ISP2954,BT_Cry2Ab1,3
ISP2954,BT_Cry1Ia10,3
QB15,BT_Cry2Aa1,3
QB15,BT_Cry2Ab1,3
QB15,BT_Cry1Ia10,3
AFS061780,BT_Cry2Aa1,3
AFS061780,BT_Cry2Ab1,3
AFS061780,BT_Cry1Ia10,3
NT06,BT_Cry2Aa1,3
NT06,BT_Cry2Ab1,3
NT06,BT_Cry1Ia10,3
4N,BT_Cry2Aa1,3
4N,BT_Cry2Ab1,3
4N,BT_Cry1Ia10,3
AFS031473,BT_Cry2Aa1,3
AFS031473,BT_Cry2Ab1,3
AFS031473,BT_Cry1Ia10,3
AK47,BT_Cry2Aa1,3
AK47,BT_Cry2Ab1,3
AK47,BT_Cry1Ia10,3
TK1,BT_Cry2Aa1,3
TK1,BT_Cry2Ab1,3
TK1,BT_Cry1Ia10,3
18_218,BT_Cry2Aa1,3
18_218,BT_Cry2Ab1,3
18_218,BT_Cry1Ia10,3
TB08,BT_Cry2Aa1,3
TB08,BT_Cry2Ab1,3
TB08,BT_Cry1Ia10,3
TH19,BT_Cry1Ia10,1
SY49-1,BT_Cry1Ia10,4
SY49-1,BT_Cry2Aa1,4
SY49-1,BT_Cry2Ab1,4
SY49-1,BT_Cry2Aa18,4
4D2,BT_Cry2Aa1,3
4D2,BT_Cry2Ab1,3
4D2,BT_Cry1Ia10,3
MPU B9,BT_Cry9Ea11,2
MPU B9,BT_Cry1Ia10,2
PT02,BT_Cry2Aa1,3
PT02,BT_Cry2Ab1,3
PT02,BT_Cry1Ia10,3
Staal2-3,BT_Cry2Aa1,3
Staal2-3,BT_Cry2Ab1,3
Staal2-3,BT_Cry1Ia10,3
7.1o,BT_Cry2Aa1,4
7.1o,BT_Cry1Ab1,4
7.1o,BT_Cry2Ab1,4
7.1o,BT_Cry1Ia10,4
BR145,BT_Cry2Aa1,3
BR145,BT_Cry2Ab1,3
BR145,BT_Cry1Ia10,3
BP865,BT_Cry2Aa1,3
BP865,BT_Cry2Ab1,3
BP865,BT_Cry1Ia10,3
MOD1_Bc30,BT_Cry2Aa1,3
MOD1_Bc30,BT_Cry2Ab1,3
MOD1_Bc30,BT_Cry1Ia10,3
AFS034084,BT_Cry2Aa1,3
AFS034084,BT_Cry2Ab1,3
AFS034084,BT_Cry1Ia10,3
CH_722,BT_Cry2Aa1,3
CH_722,BT_Cry2Ab1,3
CH_722,BT_Cry1Ia10,3
DBG15,BT_Cry2Aa1,3
DBG15,BT_Cry2Ab1,3
DBG15,BT_Cry1Ia10,3
CH_698,BT_Cry2Aa1,3
CH_698,BT_Cry2Ab1,3
CH_698,BT_Cry1Ia10,3
AFS004414,BT_Cry2Aa1,3
AFS004414,BT_Cry2Ab1,3
AFS004414,BT_Cry1Ia10,3
DE0161,BT_Cry2Aa1,3
DE0161,BT_Cry2Ab1,3
DE0161,BT_Cry1Ia10,3
CH_81,BT_Cry2Aa1,3
CH_81,BT_Cry2Ab1,3
CH_81,BT_Cry1Ia10,3
CH_684,BT_Cry2Aa1,3
CH_684,BT_Cry2Ab1,3
CH_684,BT_Cry1Ia10,3
BGSC 4J1,BT_Cry1Ia10,4
BGSC 4J1,BT_Cry1Da1,4
BGSC 4J1,BT_Cry2Ab1,4
BGSC 4J1,BT_Cry1Ca15,4
AFS018409,BT_Cry2Aa1,3
AFS018409,BT_Cry2Ab1,3
AFS018409,BT_Cry1Ia10,3
4D5,BT_Cry2Aa1,3
4D5,BT_Cry2Ab1,3
4D5,BT_Cry1Ia10,3
MOD1_Bc235,BT_Cry2Aa1,3
MOD1_Bc235,BT_Cry2Ab1,3
MOD1_Bc235,BT_Cry1Ia10,3
18_216,BT_Cry2Aa1,3
18_216,BT_Cry2Ab1,3
18_216,BT_Cry1Ia10,3
IE-1,BT_Cry1Ia10,1
MOD1_Bc137,BT_Cry2Aa1,3
MOD1_Bc137,BT_Cry2Ab1,3
MOD1_Bc137,BT_Cry1Ia10,3
T414,BT_Cry2Aa1,3
T414,BT_Cry2Ab1,3
T414,BT_Cry1Ia10,3
INTA Mo1-10,BT_Cry1Ia10,1
CH_69,BT_Cry2Aa1,3
CH_69,BT_Cry2Ab1,3
CH_69,BT_Cry1Ia10,3
DE0589,BT_Cry2Aa1,3
DE0589,BT_Cry2Ab1,3
DE0589,BT_Cry1Ia10,3
AFS043930,BT_Cry2Aa1,3
AFS043930,BT_Cry2Ab1,3
AFS043930,BT_Cry1Ia10,3
T07030,BT_Cry1Ab1,6
T07030,BT_Cry1Da1,6
T07030,BT_Cry1Ca15,6
T07030,BT_Cry2Ab1,6
T07030,NOV_Cry1Aa12_99.9_OUA40850.1,6
T07030,BT_Cry1Ia10,6
X023PN,BT_Cry2Aa1,3
X023PN,BT_Cry2Ab1,3
X023PN,BT_Cry1Ia10,3
18_421,BT_Cry2Aa1,3
18_421,BT_Cry2Ab1,3
18_421,BT_Cry1Ia10,3
HuB13-1,BT_Cry2Aa1,3
HuB13-1,BT_Cry2Ab1,3
HuB13-1,BT_Cry1Ia10,3
Staal7-4,BT_Cry2Aa1,3
Staal7-4,BT_Cry2Ab1,3
Staal7-4,BT_Cry1Ia10,3
18_614,BT_Cry2Aa1,3
18_614,BT_Cry2Ab1,3
18_614,BT_Cry1Ia10,3
INTA H4-3,BT_Cry1Ia10,1
LM1212,NOV_Cry32Ma1_57.7_AXY11484.1,4
LM1212,BT_Cry73Ba1,4
LM1212,BT_Cry32Va1,4
LM1212,BT_Cry41Ca1,4
LM1212-DB,NOV_Cry32Ma1_57.7_AXY11484.1,2
LM1212-DB,BT_Cry41Ca1,2
LM1212-W3,NOV_Cry32Ma1_57.7_AXY11484.1,3
LM1212-W3,BT_Cry73Ba1,3
LM1212-W3,BT_Cry32Va1,3
W015,BT_Cry1Ac22,1
GS8,BT_Cry1Ib3,1
C1Ia148,NOV_Cry1Ia11_96.7_AXE42967.1,1
NT0423,BT_Cry1Af1,1
xpz-46,NOV_Cry8Fa1_99.7_AEA51184.1,1
you2D-3,BT_Cry1Ia26,1
ST7,NOV_Cry32Va1_61.0_WP_134996253.1,2
ST7,BT_Cry62Aa1,2
CMCC P0021,NOV_Cry73Ba1_38.9_ANC11392.1,2
CMCC P0021,NOV_Cry8Da1_43.7_ANC11094.1,2
CMCC P0011,NOV_Cry73Ba1_38.9_ANC11392.1,2
CMCC P0011,NOV_Cry8Da1_43.7_ANC11094.1,2
SY62.1A,BT_Cry1Ab21,1
BGSC 4BS1,NOV_Cry4Ba1_63.8_OUB35623.1,1
BBT2-5,BT_Cry8Db1,1
G25-41,NOV_Cry5Ba1_99.8_PDY40352.1,1
AFS063736,NOV_Cry65Aa2_70.8_PFE36768.1,2
AFS063736,NOV_Cry5Ba1_99.8_PDY40352.1,2
G25-50,NOV_Cry5Ba1_99.8_PDY40352.1,1
AFS022504,NOV_Cry65Aa2_70.8_PFE36768.1,3
AFS022504,NOV_Cry5Ba1_99.8_PDY40352.1,3
AFS022504,BT_Cry5Aa1,3
GS3,BT_Cry2Ah5,1
GS72,BT_Cry2Ah5,1
ARP166,BT_Cry1Ig1,1
BP3,BT_Cry18Ba1,1
ST8,BT_Cry8Kb1,3
ST8,BT_Cry8Qa1,3
ST8,BT_Cry8Pa1,3
BtPGI245,BT_Cry7Aa1,1
C2Ab86,NOV_Cry2Ab18_96.8_AXE42968.1,1
BT MX9,BT_Cry1Ia18,1
BT-MX2,BT_Cry1Ia18,1
ARP110,BT_Cry8Ta1,1
Bt173,NOV_Cry8Fa1_98.9_AFP44679.1,2
Bt173,NOV_Cry8Ab1_80.3_AFP44678.1,2
ARP114,BT_Cry7Ja1,1
BLB1,NOV_Cry1Ac5_99.7_ADD12104.1,2
BLB1,NOV_Cry1Aa11_99.8_ADD14591.1,2
CL91,BT_Cry31Aa1,2
CL91,NOV_Cry31Aa1_99.3_ALD83784.1,2
B0195,BT_Cry31Ab1,2
B0195,BT_Cry31Aa1,2
84-HS-1-11,BT_Cry31Aa1,1
K1,BT_Cry1La1,3
K1,NOV_Cry1Ai1_99.7_AAS93796.1,3
K1,NOV_Cry1Be1_99.6_AAS93797.1,3
HD-550,BT_Cry2Aa14,1
YM-03,BT_Cry3Aa8,1
fukuokaensis,BT_Cry20Aa1,1
ARP102,BT_Cry1Ab34,1
WB10,BT_Cry2Ad2,1
ywc5-4,BT_Cry9Ea4,2
ywc5-4,BT_Cry2Ab13,2
BTC007,BT_Cry1Ie1,1
SK-758,BT_Cry2Af2,1
DL,NOV_Cry1Aa12_99.5_AFX69046.1,1
EG6346,BT_Cry1Fa1,1
B.t-235,NOV_Cry1Ab12_99.5_ACU65108.1,1
ARP269,BT_Cry7Cb1,1
BT LG5,NOV_Cry1Ib7_99.3_AFC76323.1,1
BGSC 4AU1,BT_Cry20Ba2,2
BGSC 4AU1,NOV_Cry19Ba1_98.0_OUB51426.1,2
WF-H-72,NOV_Cry8Ea3_99.9_AFM73687.1,1
BGSC 4CC1,BT_Cry8Ma2,2
BGSC 4CC1,BT_Cry8Ma3,2
SC-51,BT_Cry1Ia33,1
INTA Fr7-4,BT_Cry8Kb1,4
INTA Fr7-4,BT_Cry8Qa1,4
INTA Fr7-4,BT_Cry8Pa2,4
INTA Fr7-4,BT_Cry8Pa3,4
BGSC 4BF1,BT_Cry8Kb1,3
BGSC 4BF1,BT_Cry8Qa1,3
BGSC 4BF1,BT_Cry8Pa2,3
MSS2.4,NOV_Cry8Da1_99.1_CBL59397.1,1
EG4961,BT_Cry3Bb1,1
ARP259,BT_Cry32Ka1,1
ARP103,BT_Cry7Ga2,1
IPPBIOTSUC-C9F1,NOV_Cry8Ha1_89.8_ATY50148.1,2
IPPBIOTSUC-C9F1,NOV_Cry8Ma3_96.0_ATY50149.1,2
AHG6,NOV_Cry31Ac2_97.9_AIA19335.1,1
L-27,BT_Cry8Fa3,1
QZL1-2,NOV_Cry8Fa1_99.9_AGV52976.1,1
ARP252,BT_Cry43Cb1,1
SC5(D4),NOV_Cry9Ba1_99.0_ADK47395.1,1
B-JJX,BT_Cry8Ab1,1
Bt PP61,BT_Cry1Ib2,1
ARP012,BT_Cry7Gc1,1
H3,BT_Cry1Ac16,1
BGSC 4BX1,BT_Cry8Ac1,1
ARP068,BT_Cry8Ac1,1
Sbt006,BT_Cry8Ac1,1
SK-711,BT_Cry1Ac33,1
BtMC282,BT_Cry4Cc1,1
R36,BT_Cry8Ra1,1
61,BT_Cry1Ia5,1
ARP188,BT_Cry9Ga1,1
FPT-2,BT_Cry8Ja1,1
EG5092,BT_Cry1Jb1,1
ARP158,BT_Cry8Kb1,1
ZK1,BT_Cry8Ea6,1
LTS-209,BT_Cry1Aa21,1
HD07,NOV_Cry1Ac10_99.8_ADB44078.1,1
SK-793,BT_Cry2Ab1,1
S725,BT_Cry9Bb1,1
FB-32,BT_Cry8Ca3,1
ARP131,BT_Cry1Ie4,1
K34,BT_Cry11Bb2,1
C18,BT_Cry1Ic1,1
T 20,BT_Cry2Ai1,1
ARP132,BT_Cry43Ca1,1
SK-798,BT_Cry1Aa20,1
INA67,BT_Cry1Fb2,2
INA67,BT_Cry1Fb3,2
ARP192,BT_Cry20Ba2,1
morrisoni BF190,BT_Cry1Ka2,3
morrisoni BF190,BT_Cry1Ka1,3
morrisoni BF190,BT_Cry1Hb1,3
BfR-BA-01393,BT_Cry1Ia12,2
BfR-BA-01393,NOV_Cry1Ea11_98.2_BAR87554.1,2
BfR-BA-01321,BT_Cry1Ia12,1
TS3,BT_Cry8Ib3,1
wu2B-6,BT_Cry1Ia22,1
GWS7,BT_Cry7Ab3,1
GW6,BT_Cry7Ab3,1
WZ-9,BT_Cry7Ab3,1
tolworthi 43F,BT_Cry3Ba1,1
E-1A,BT_Cry1Ia16,1
LP1G,BT_Cry48Ab1,1
H1,BT_Cry18Aa1,1
F14-1,NOV_Cry5Ba1_48.7_TEA80813.1,1
LB-R-78,BT_Cry1Ca13,1
BtPGSI208,BT_Cry3Ba2,1
M15,BT_Cry31Aa2,1
zjfc85,BT_Cry5Ba3,1
BRL14,NOV_Cry1Ab12_99.9_AAZ06794.1,1
ARP001,BT_Cry14Ab1,1
ARP220,BT_Cry32Ta1,1
PS81A2,BT_Cry1Eb1,1
AFS018331,NOV_Cry21Ba1_28.9_PEZ39117.1,1
