Strain/Toxin,Host_sp,Host_order,Ref,Type,Rank
BT_Cry2Aa,Aedes aegypti,Diptera,10.1016/j.jip.2009.02.009,Toxin,3
BT_Cry2Aa,Aedes triseriatus,Diptera,10.1016/j.jip.2009.02.009,Toxin,3
BT_Cry2Aa,Anopheles quadrimaculatus,Diptera,10.1016/j.jip.2009.02.009,Toxin,3
BT_Cry2Aa,Anopheles stephensi,Diptera,10.1016/j.jip.2009.02.009,Toxin,3
BT_Cry2Aa,Anticarsia gemmatalis,Lepidoptera,10.1016/j.jip.2009.02.009,Toxin,3
BT_Cry2Aa,Bombyx mori,Lepidoptera,10.1016/j.jip.2009.02.009,Toxin,3
BT_Cry2Aa,Busseola fusca,Lepidoptera,10.1016/j.jip.2009.02.009,Toxin,3
BT_Cry2Aa,Culex quinquefasciatus,Diptera,10.1016/j.jip.2009.02.009,Toxin,3
BT_Cry2Aa,Cydia pomonella,Lepidoptera,10.1016/j.jip.2009.02.009,Toxin,3
BT_Cry2Aa,Elasmopalpus lignosellus,Lepidoptera,10.1016/j.jip.2009.02.009,Toxin,3
BT_Cry2Aa,Eldana saccharina,Lepidoptera,10.1016/j.jip.2009.02.009,Toxin,3
BT_Cry2Aa,Heliothis virescens,Lepidoptera,10.1016/j.jip.2009.02.009,Toxin,3
BT_Cry2Aa,Lymantria dispar,Lepidoptera,10.1016/j.jip.2009.02.009,Toxin,3
BT_Cry2Aa,Manduca sexta,Lepidoptera,10.1016/j.jip.2009.02.009,Toxin,3
BT_Cry2Aa,Marasmia patnalis,Lepidoptera,10.1016/j.jip.2009.02.009,Toxin,3
BT_Cry2Aa,Maruca vitrata,Lepidoptera,10.1016/j.jip.2009.02.009,Toxin,3
BT_Cry2Aa,Phthorimaea operculella,Lepidoptera,10.1016/j.jip.2009.02.009,Toxin,3
BT_Cry2Aa,Scirpophaga incertulas,Lepidoptera,10.1016/j.jip.2009.02.009,Toxin,3
BT_Cry2Aa,Sesamia calamistis,Lepidoptera,10.1016/j.jip.2009.02.009,Toxin,3
BT_Cry2Aa,Spodoptera litura,Lepidoptera,10.1016/j.jip.2009.02.009,Toxin,3
BT_Cry2Aa,Tecia solanivora,Lepidoptera,10.1016/j.jip.2009.02.009,Toxin,3
BT_Cry2Aa,Trichoplusia ni,Lepidoptera,10.1016/j.jip.2009.02.009,Toxin,3
BT_Cry2Ab10,Plutella xylostella,Lepidoptera,10.1007/s10529-007-9572-6,Toxin,4
BT_Cry2Ab13,Aedes aegypti,Diptera,10.1590/S1517-83822011000100018,Toxin,4
BT_Cry2Ab13,Pieris rapae,Lepidoptera,10.1590/S1517-83822011000100018,Toxin,4
BT_Cry2Ab14,Aedes aegypti,Diptera,10.1590/S1517-83822011000100018,Toxin,4
BT_Cry2Ab14,Pieris rapae,Lepidoptera,10.1590/S1517-83822011000100018,Toxin,4
BT_Cry2Ab1,Anopheles gambiae,Diptera,10.1111/j.1574-6968.2011.02403.x,Toxin,4
BT_Cry2Ab1,Diatraea saccharalis,Lepidoptera,10.1016/j.jip.2008.10.003,Toxin,4
BT_Cry2Ab1,Helicoverpa zea,Lepidoptera,10.1093/jee/101.2.546,Toxin,4
BT_Cry2Ab1,Heliothis virescens,Lepidoptera,10.1093/jee/101.2.546,Toxin,4
BT_Cry2Ab1,Pectinophora gossypiella,Lepidoptera,10.1093/jee/101.2.546,Toxin,4
BT_Cry2Ab1,Spodoptera exigua,Lepidoptera,10.1093/jee/101.2.546,Toxin,4
BT_Cry2Ab1,Spodoptera frugiperda,Lepidoptera,10.1002/ps.4644,Toxin,4
BT_Cry2Ab1,Spodoptera frugiperda,Lepidoptera,10.1002/ps.4805,Toxin,4
BT_Cry2Ab1,Spodoptera frugiperda,Lepidoptera,10.1002/ps.6224,Toxin,4
BT_Cry2Ab1,Spodoptera frugiperda,Lepidoptera,10.1016/j.jip.2016.06.005,Toxin,4
BT_Cry2Ab1,Spodoptera frugiperda,Lepidoptera,10.1093/jee/101.2.546,Toxin,4
BT_Cry2Ab1,Spodoptera frugiperda,Lepidoptera,10.1371/journal.pone.0154492,Toxin,4
BT_Cry2Ab1,Spodoptera frugiperda,Lepidoptera,10.3390/insects11120831,Toxin,4
BT_Cry2Ab25,Malacosoma neustria,Lepidoptera,10.4014/jmb.1108.08061,Toxin,4
BT_Cry2Ab25,Rhagoletis cerasi,Diptera,10.4014/jmb.1108.08061,Toxin,4
BT_Cry2Ab29,Spodoptera exigua,Lepidoptera,10.1016/j.jip.2017.09.002,Toxin,4
BT_Cry2Ab30,Plutella xylostella,Lepidoptera,10.3390/toxins11090497,Toxin,4
BT_Cry2Ab32,Helicoverpa armigera,Lepidoptera,CN105367633B,Toxin,4
BT_Cry2Ab32,Ostrinia nubilalis,Lepidoptera,CN105367633B,Toxin,4
BT_Cry2Ab32,Plutella xylostella,Lepidoptera,CN105367633B,Toxin,4
BT_Cry2Ab4,Chilo suppressalis,Lepidoptera,PMID:17822035,Toxin,4
BT_Cry2Ab4,Helicoverpa armigera,Lepidoptera,PMID:17822035,Toxin,4
BT_Cry2Ab4,Leguminivora glycinivorella,Lepidoptera,PMID:17822035,Toxin,4
BT_Cry2Ab4,Plutella xylostella,Lepidoptera,PMID:17822035,Toxin,4
BT_Cry2Ab7,Helicoverpa armigera,Lepidoptera,10.1385/abab:128:3:185,Toxin,4
BT_Cry2Ab,Aedes aegypti,Diptera,10.1590/1808-1657000132018 ,Toxin,3
BT_Cry2Ab,Cydia pomonella,Lepidoptera,10.1002/ps.6157,Toxin,3
BT_Cry2Ab,Earias insulana,Lepidoptera,10.1016/j.biocontrol.2008.07.003,Toxin,3
BT_Cry2Ab,Helicoverpa armigera,Lepidoptera,10.1016/j.biocontrol.2008.07.003,Toxin,3
BT_Cry2Ab,Helicoverpa armigera,Lepidoptera,10.1038/srep07714,Toxin,3
BT_Cry2Ab,Helicoverpa punctigera,Lepidoptera,10.1016/s0022-2011(02)00035-6,Toxin,3
BT_Cry2Ab,Lobesia botrana,Lepidoptera,10.1128/AEM.01511-06,Toxin,3
BT_Cry2Ab,Mythimna separata,Lepidoptera,10.3390/toxins10110454,Toxin,3
BT_Cry2Ab,Mythimna separata,Lepidoptera,doi.org/10.3390/toxins10110454,Toxin,3
BT_Cry2Ab,Ostrinia nubilalis,Lepidoptera,10.1371/journal.pone.0068164,Toxin,3
BT_Cry2Ab,Pectinophora gossypiella,Lepidoptera,10.1371/journal.pone.0080496,Toxin,3
BT_Cry2Ab,Spodoptera exigua,Lepidoptera,10.1002/ps.6157,Toxin,3
BT_Cry2Ab,Spodoptera exigua,Lepidoptera,10.1016/S2095-3119(12)60050-1,Toxin,3
BT_Cry2Ab,Spodoptera frugiperda,Lepidoptera,10.1007/s12010-019-02952-z,Toxin,3
BT_Cry2Ab,Anopheles gambiae,Diptera,10.1016/j.jip.2009.02.009,Toxin,3
BT_Cry2Ab,Helicoverpa zea,Lepidoptera,10.1016/j.jip.2009.02.009,Toxin,3
BT_Cry2Ab,Heliothis virescens,Lepidoptera,10.1016/j.jip.2009.02.009,Toxin,3
BT_Cry2Ab,Lymantria dispar,Lepidoptera,10.1016/j.jip.2009.02.009,Toxin,3
BT_Cry2Ab,Manduca sexta,Lepidoptera,10.1016/j.jip.2009.02.009,Toxin,3
BT_Cry2Ab,Pieris brassicae,Lepidoptera,10.1016/j.jip.2009.02.009,Toxin,3
BT_Cry2Ab,Trichoplusia ni,Lepidoptera,10.1016/j.jip.2009.02.009,Toxin,3
BT_Cry2Ac10,Helicoverpa armigera,Lepidoptera,BAI Xue-feng et al. 2007,Toxin,4
BT_Cry2Ac10,Mythimna separata,Lepidoptera,BAI Xue-feng et al. 2007,Toxin,4
BT_Cry2Ac11,Aedes aegypti,Diptera,10.1016/j.jip.2020.107423,Toxin,4
BT_Cry2Ac1,Helicoverpa armigera,Lepidoptera,10.1016/S0022-2011(02)00035-6,Toxin,4
BT_Cry2Ac1,Helicoverpa punctigera,Lepidoptera,10.1016/S0022-2011(02)00035-6,Toxin,4
BT_Cry2Ac3,Helicoverpa zea,Lepidoptera,US6593293B1,Toxin,4
BT_Cry2Ac3,Heliothis virescens,Lepidoptera,US6593293B1,Toxin,4
BT_Cry2Ac3,Ostrinia furnacalis,Lepidoptera,US6593293B1,Toxin,4
BT_Cry2Ac3,Trichoplusia ni,Lepidoptera,US6593293B1,Toxin,4
BT_Cry2Ac5,Aedes albifasciatus,Diptera,10.1111/j.1472-765X.2006.02072.x,Toxin,4
BT_Cry2Ac7,Helicoverpa armigera,Lepidoptera,10.3390/toxins9110358,Toxin,4
BT_Cry2Ac,Helicoverpa armigera,Lepidoptera,10.1016/s0022-2011(02)00035-6,Toxin,3
BT_Cry2Ac,Heliothis virescens,Lepidoptera,10.1016/j.jip.2009.02.009,Toxin,3
BT_Cry2Ac,Manduca sexta,Lepidoptera,10.1016/j.jip.2009.02.009,Toxin,3
BT_Cry2Ac,Ostrinia nubilalis,Lepidoptera,10.1016/j.jip.2009.02.009,Toxin,3
BT_Cry2Ac,Trichoplusia ni,Lepidoptera,10.1016/j.jip.2009.02.009,Toxin,3
BT_Cry2Ad,Plutella xylostella,Lepidoptera,10.4238/2015.July.13.11,Toxin,3
BT_Cry2Ae1,Helicoverpa zea,Lepidoptera,US20070061919A1,Toxin,4
BT_Cry2Ae1,Heliothis virescens,Lepidoptera,US20070061919A1,Toxin,4
BT_Cry2Ae1,Ostrinia nubilalis,Lepidoptera,US20070061919A1,Toxin,4
BT_Cry2Ae1,Spodoptera frugiperda,Lepidoptera,WO02057664A2,Toxin,4
BT_Cry2Ae,Ostrinia nubilalis,Lepidoptera,10.1371/journal.pone.0068164,Toxin,3
BT_Cry2Ae,Spodoptera frugiperda,Lepidoptera,10.1002/ps.4644,Toxin,3
BT_Cry2Ae,Spodoptera frugiperda,Lepidoptera,10.1002/ps.4805,Toxin,3
BT_Cry2Ae,Spodoptera frugiperda,Lepidoptera,10.1002/ps.6224,Toxin,3
BT_Cry2Ae,Helicoverpa zea,Lepidoptera,10.1016/j.jip.2009.02.009,Toxin,3
BT_Cry2Ae,Heliothis virescens,Lepidoptera,10.1016/j.jip.2009.02.009,Toxin,3
BT_Cry2Ae,Spodoptera exigua,Lepidoptera,10.1016/j.jip.2009.02.009,Toxin,3
BT_Cry2Ae,Trichoplusia ni,Lepidoptera,10.1016/j.jip.2009.02.009,Toxin,3
BT_Cry2Af2,Helicoverpa armigera,Lepidoptera,10.1139/cjm-2016-0042,Toxin,3
BT_Cry2Ag1,Aedes aegypti,Diptera,10.1590/S1517-83822011000100018,Toxin,4
BT_Cry2Ag1,Pieris rapae,Lepidoptera,10.1590/S1517-83822011000100018,Toxin,4
BT_Cry2Ah4,Anticarsia gemmatalis,Lepidoptera,US8686124B2,Toxin,4
BT_Cry2Ah4,Diatraea grandiosella,Lepidoptera,US8686124B2,Toxin,4
BT_Cry2Ah4,Helicoverpa zea,Lepidoptera,US8686124B2,Toxin,4
BT_Cry2Ah4,Heliothis virescens,Lepidoptera,US8686124B2,Toxin,4
BT_Cry2Ak1,Anticarsia gemmatalis,Lepidoptera,US20090144852A1,Toxin,4
BT_Cry2Ak1,Helicoverpa zea,Lepidoptera,US20090144852A1,Toxin,4
BT_Cry2Ak1,Heliothis virescens,Lepidoptera,US20090144852A1,Toxin,4
BT_Cry2Ak1,Ostrinia nubilalis,Lepidoptera,US20090144852A1,Toxin,4
BT_Cry2Ak1,Spodoptera frugiperda,Lepidoptera,US20090144852A1,Toxin,4
BT_Cry2Al1,Helicoverpa armigera,Lepidoptera,10.1016/j.jip.2016.02.005,Toxin,4
BT_Cry2Al1,Spodoptera litura,Lepidoptera,10.1016/j.jip.2016.02.005,Toxin,4
BT_Cry2Am1,Aedes aegypti,Diptera,10.1016/j.jip.2020.107423,Toxin,4
BT_Cry2Ba1,Anticarsia gemmatalis,Lepidoptera,US20090144852A1,Toxin,4
BT_Cry2Ba1,Helicoverpa zea,Lepidoptera,US20090144852A1,Toxin,4
BT_Cry2Ba1,Heliothis virescens,Lepidoptera,US20090144852A1,Toxin,4
BT_Cry2Ba1,Spodoptera frugiperda,Lepidoptera,US20090144852A1,Toxin,4
BT_Cry30Aa,Anopheles stephensi,Diptera,10.1078/072320203770865783,Toxin,3
BT_Cry30Fa1,Aedes aegypti,Diptera,10.1111/j.1574-6968.2009.01829.x,Toxin,4
BT_Cry30Fa1,Aedes aegypti,Diptera,CN101503464A,Toxin,4
BT_Cry30Fa1,Helicoverpa armigera,Lepidoptera,CN101503464A,Toxin,4
BT_Cry30Fa1,Plutella xylostella,Lepidoptera,10.1111/j.1574-6968.2009.01829.x,Toxin,4
BT_Cry30Fa1,Spodoptera exigua,Lepidoptera,CN101503464A,Toxin,4
BT_Cry30Ga1,Aedes aegypti,Diptera,10.1016/j.jip.2009.12.004,Toxin,4
BT_Cry30Ga1,Plutella xylostella,Lepidoptera,10.1016/j.jip.2009.12.004,Toxin,4
BT_Cry31Aa1,Human cancer cells,Human,PMID: 18383829,Toxin,4
BT_Cry31Aa6,Human cancer cells,Human,10.1271/bbb.90615,Toxin,4
BT_Cry31Ab1,Human cancer cells,Human,PMID: 18383829,Toxin,4
BT_Cry31Ac1,Human cancer cells,Human,10.1515/znc-2008-1-225,Toxin,4
BT_Cry31Ad1,Human cancer cells,Human,10.1271/bbb.90615,Toxin,4
BT_Cry32Aa1,Plutella xylostella,Lepidoptera,10.1128/AEM.68.1.408-411.2002,Toxin,4
BT_Cry32Eb1,Caenorhabditis elegans,Nematoda,US8461421B2,Toxin,4
BT_Cry32Ha1,Plutella xylostella,Lepidoptera,US8461421B2,Toxin,4
BT_Cry32Hb1,Ostrinia nubilalis,Lepidoptera,US8461421B2,Toxin,4
BT_Cry32Hb1,Plutella xylostella,Lepidoptera,US8461421B2,Toxin,4
BT_Cry32Sa1,Plutella xylostella,Lepidoptera,US9695440B2,Toxin,4
BT_Cry39Aa1,Anopheles stephensi,Diptera,10.1016/j.jip.2006.05.007,Toxin,4
BT_Cry39Aa1,Culex pipiens,Diptera,10.11416/jibs2001.71.123,Toxin,4
BT_Cry3Aa10,Apriona germari,Coleoptera,10.1007/s00253-004-1859-0,Toxin,4
BT_Cry3Aa11,Agelastica alni,Coleoptera,10.1007/s10529-005-8460-1,Toxin,4
BT_Cry3Aa11,Amphimallon solstitiale,Coleoptera,10.1007/s10529-005-8460-1,Toxin,4
BT_Cry3Aa11,Leptinotarsa decemlineata,Coleoptera,10.1007/s10529-005-8460-1,Toxin,4
BT_Cry3Aa11,Melolontha melolontha,Coleoptera,10.1007/s10529-005-8460-1,Toxin,4
BT_Cry3Aa1,Colaphellus bowringi,Coleoptera,10.1007/s10529-009-9913-8,Toxin,4
BT_Cry3Aa1,Pyrrhalta aenescens,Coleoptera,10.1007/s00253-006-0390-x,Toxin,4
BT_Cry3Aa8,Plagiodera versicolora,Coleoptera,10.1007/s00253-015-7250-5,Toxin,4
BT_Cry3Aa,Acyrthosiphon pisum,Hemiptera,10.1016/j.jip.2011.02.001,Toxin,3
BT_Cry3Aa,Acyrthosiphon pisum,Hemiptera,10.1017/S0007485309990290,Toxin,3
BT_Cry3Aa,Acyrthosiphon pisum,Hemiptera,10.1128/AEM.00686-09,Toxin,3
BT_Cry3Aa,Alphitobius diaperinus,Coleoptera,10.1016/j.jip.2014.08.008,Toxin,3
BT_Cry3Aa,Brontispa longissima,Coleoptera,10.3390/toxins12070430,Toxin,3
BT_Cry3Aa,Chrysomela scripta,Coleoptera,10.1093/ee/28.1.108,Toxin,3
BT_Cry3Aa,Chrysomela scripta,Coleoptera,10.1128/AEM.64.10.3932-3938.1998,Toxin,3
BT_Cry3Aa,Chrysomela tremulae,Coleoptera,10.1023/A:1022453220496,Toxin,3
BT_Cry3Aa,Crioceris quaturdicerumpunctata,Coleoptera,10.1002/ps.2149,Toxin,3
BT_Cry3Aa,Hypothenemus hampei,Coleoptera,10.1016/j.jip.2009.05.011,Toxin,3
BT_Cry3Aa,Leptinotarsa decemlineata,Coleoptera,10.1006/jmbi.1996.0052,Toxin,3
BT_Cry3Aa,Myllocerus undecimpustulatus undatus,Coleoptera,10.1002/jobm.201200272,Toxin,3
BT_Cry3Aa,Phaedon brassicae,Coleoptera,10.1002/ps.2149,Toxin,3
BT_Cry3Aa,Phaedon cochleariae,Coleoptera,10.1042/bj2610099,Toxin,3
BT_Cry3Aa,Pyrrhalta luteola,Coleoptera,10.1038/nbt0486-305,Toxin,3
BT_Cry3Aa,Rhyzopertha dominica ,Coleoptera,10.1002/ps.2099,Toxin,3
BT_Cry3Aa,Sitophilus oryzae,Coleoptera,10.1007/BF02703144,Toxin,3
BT_Cry3Aa,Tenebrio molitor,Coleoptera,10.1006/jmbi.1996.0052,Toxin,3
BT_Cry3Aa,Tribolium castaneum,Coleoptera,10.1186/s41938-019-0198-5,Toxin,3
BT_Cry3Aa,Agelastica alni,Coleoptera,10.1016/j.jip.2009.02.009,Toxin,3
BT_Cry3Aa,Altica tombacina,Coleoptera,10.1016/j.jip.2009.02.009,Toxin,3
BT_Cry3Aa,Amphimallon solstitiale,Coleoptera,10.1016/j.jip.2009.02.009,Toxin,3
BT_Cry3Aa,Apriona germari,Coleoptera,10.1016/j.jip.2009.02.009,Toxin,3
BT_Cry3Aa,Callosobruchus maculatus,Coleoptera,10.1016/j.jip.2009.02.009,Toxin,3
BT_Cry3Aa,Diabrotica balteata,Coleoptera,10.1016/j.jip.2009.02.009,Toxin,3
BT_Cry3Aa,Macrosiphum euphorbiae,Hemiptera,10.1016/j.jip.2009.02.009,Toxin,3
BT_Cry3Aa,Melolontha melolontha,Coleoptera,10.1016/j.jip.2009.02.009,Toxin,3
BT_Cry3Aa,Otiorhynchus sulcatus,Coleoptera,10.1016/j.jip.2009.02.009,Toxin,3
BT_Cry3Aa,Solenopsis invicta,Hymenoptera,10.1016/j.jip.2009.02.009,Toxin,3
BT_Cry3Aa ,Callosobruchus maculatus ,Coleoptera,10.1016/j.micpath.2017.11.046,Toxin,3
BT_Cry3Ba1,Cyclocephala borealis,Coleoptera,US5554534A,Toxin,4
BT_Cry3Ba1,Cyclocephala pasadenae,Coleoptera,US5185148A,Toxin,4
BT_Cry3Ba2,Cylas brunneus,Coleoptera,10.1603/EC09432 ,Toxin,4
BT_Cry3Ba2,Cylas puncticollis,Coleoptera,10.1603/EC09432 ,Toxin,4
BT_Cry3Ba,Chrysomela scripta,Coleoptera,10.1093/ee/28.1.108,Toxin,3
BT_Cry3Ba,Diabrotica undecimpunctata howardi,Coleoptera,10.1128/aem.58.12.3921-3927.1992,Toxin,3
BT_Cry3Ba,Leptinotarsa decemlineata,Coleoptera,10.1128/aem.58.12.3921-3927.1992,Toxin,3
BT_Cry3Ba,Popillia japonica,Coleoptera,US6063756A,Toxin,3
BT_Cry3Ba,Tribolium castaneum,Coleoptera,10.1186/s41938-019-0198-5,Toxin,3
BT_Cry3Ba,Tribolium castaneum,Coleoptera,US6063756A,Toxin,3
BT_Cry3Bb1,Diabrotica undecimpunctata howardi,Coleoptera,10.1128/aem.57.11.3337-3344.1991,Toxin,4
BT_Cry3Bb1,Leptinotarsa decemlineata,Coleoptera,10.1128/aem.57.11.3337-3344.1991,Toxin,4
BT_Cry3Bb3,Cylas brunneus,Coleoptera,10.1603/EC09432 ,Toxin,4
BT_Cry3Bb3,Cylas puncticollis,Coleoptera,10.1603/EC09432 ,Toxin,4
BT_Cry3Bb,Alphitobius diaperinus,Coleoptera,10.1016/j.jip.2014.08.008,Toxin,3
BT_Cry3Bb,Diabrotica virgifera virgifera,Coleoptera,WO2000026378A1,Toxin,3
BT_Cry3Bb,Diabrotica undecimpunctata howardi,Coleoptera,10.1016/j.jip.2009.02.009,Toxin,3
BT_Cry3Bb,Leptinotarsa decemlineata,Coleoptera,10.1016/j.jip.2009.02.009,Toxin,3
BT_Cry3Bb ,Diabrotica undecimpunctata howardi,Coleoptera,10.1107/s0907444901008186,Toxin,3
BT_Cry3Ca1,Cylas brunneus,Coleoptera,10.1603/EC09432 ,Toxin,4
BT_Cry3Ca1,Cylas puncticollis,Coleoptera,10.1603/EC09432 ,Toxin,4
BT_Cry3Ca1,Leptinotarsa decemlineata,Coleoptera,10.1021/bp000150d,Toxin,4
BT_Cry40Da1,Culex quinquefasciatus,Diptera,CN101824419A,Toxin,4
BT_Cry41Aa1,Human cancer cells,Human,10.1093/jb/mvi177,Toxin,4
BT_Cry41Ab1,Human cancer cells,Human,10.1093/jb/mvi177,Toxin,4
BT_Cry42Aa1,Human cancer cells,Human,10.1093/jb/mvi177,Toxin,4
BT_Cry43Aa1,Anomala cuprea,Coleoptera,10.1016/j.jip.2003.12.009 ,Toxin,4
BT_Cry43Aa1,Anomala cuprea,Coleoptera,10.1016/j.jip.2003.12.009,Toxin,4
BT_Cry43Ba1,Anomala cuprea,Coleoptera,10.1016/j.jip.2003.12.009 ,Toxin,4
BT_Cry43Ba1,Anomala cuprea,Coleoptera,10.1016/j.jip.2003.12.009,Toxin,4
BT_Cry43Ca1,Leptinotarsa decemlineata,Coleoptera,US9238823B2,Toxin,4
BT_Cry43Ca1,Plutella xylostella,Lepidoptera,US9238823B2,Toxin,4
BT_Cry43Cb1,Leptinotarsa decemlineata,Coleoptera,US8461415B2,Toxin,4
BT_Cry43Cb1,Ostrinia nubilalis,Lepidoptera,US8461415B2,Toxin,4
BT_Cry43Cb1,Plutella xylostella,Lepidoptera,US8461415B2,Toxin,4
BT_Cry44Aa1,Aedes aegypti,Diptera,10.1128/AEM.01894-05,Toxin,4
BT_Cry44Aa1,Anopheles stephensi,Diptera,10.1128/AEM.01894-05,Toxin,4
BT_Cry44Aa1,Culex pipiens pallens,Diptera,10.1128/AEM.01894-05,Toxin,4
BT_Cry47Aa1,Lucilia cuprina,Diptera,10.1016/j.femsle.2005.08.037,Toxin,4
BT_Cry47Aa,Lucilia cuprina,Diptera,10.1016/j.femsle.2005.08.037,Toxin,3
BT_Cry48Aa1,Culex quinquefasciatus,Diptera,10.1111/j.1462-2920.2008.01667.x,Toxin,4
BT_Cry4Aa1,Aedes aegypti,Diptera,10.1111/j.1574-6968.1992.tb05290.x,Toxin,4
BT_Cry4Aa1,Anopheles gambiae,Diptera,10.1111/j.1574-6968.1992.tb05290.x,Toxin,4
BT_Cry4Aa1,Culex quinquefasciatus,Diptera,10.1111/j.1574-6968.1992.tb05290.x,Toxin,4
BT_Cry4Aa,Acyrthosiphon pisum,Hemiptera,10.1017/S0007485309990290,Toxin,3
BT_Cry4Aa,Acyrthosiphon pisum,Hemiptera,10.1128/aem.00686-09,Toxin,3
BT_Cry4Aa,Acyrthosiphon pisum,Hemiptera,10.1128/AEM.00686-09,Toxin,3
BT_Cry4Aa,Aedes aegypti,Diptera,10.1006/jipa.1995.1075,Toxin,3
BT_Cry4Aa,Aedes aegypti,Diptera,10.1016/0378-1097(92)90584-b,Toxin,3
BT_Cry4Aa,Aedes aegypti,Diptera,10.1111/j.1574-6968.1995.tb07784.x,Toxin,3
BT_Cry4Aa,Aedes aegypti,Diptera,10.1128/AEM.59.11.3922-3927.1993,Toxin,3
BT_Cry4Aa,Aedes aegypti,Diptera,10.1128/JB.188.9.3391-3401.2006,Toxin,3
BT_Cry4Aa,Anopheles dirus,Diptera,10.1128/JB.188.9.3391-3401.2006,Toxin,3
BT_Cry4Aa,Anopheles gambiae,Diptera,10.1016/0378-1097(92)90584-b,Toxin,3
BT_Cry4Aa,Anopheles stephensi,Diptera,10.1006/jipa.1995.1075,Toxin,3
BT_Cry4Aa,Anopheles stephensi,Diptera,10.1128/AEM.59.11.3922-3927.1993,Toxin,3
BT_Cry4Aa,Culex pipiens,Diptera,10.1006/jipa.1995.1075,Toxin,3
BT_Cry4Aa,Culex pipiens,Diptera,10.1016/j.jbiosc.2013.12.004,Toxin,3
BT_Cry4Aa,Culex pipiens,Diptera,10.1128/AEM.59.11.3922-3927.1993,Toxin,3
BT_Cry4Aa,Culex pipiens,Diptera,doi.org/10.1007/s13355-016-0454-z,Toxin,3
BT_Cry4Aa,Culex quinquefasciatus,Diptera,10.1016/0378-1097(92)90584-b,Toxin,3
BT_Cry4Aa,Culex quinquefasciatus,Diptera,10.1128/JB.188.9.3391-3401.2006,Toxin,3
BT_Cry4Aa,Simulium spp.,Diptera,10.1016/j.jip.2014.07.003,Toxin,3
BT_Cry4Ba1,Aedes aegypti,Diptera,10.1111/j.1574-6968.1992.tb05290.x,Toxin,4
BT_Cry4Ba1,Anopheles albimanus,Diptera,10.1111/j.1462-2920.2009.02117.x,Toxin,4
BT_Cry4Ba1,Anopheles gambiae,Diptera,10.1111/j.1574-6968.1992.tb05290.x,Toxin,4
BT_Cry4Ba1,Anopheles quadrimaculatus,Diptera,10.1128/AEM.69.9.5343-5353.2003,Toxin,4
BT_Cry4Ba1,Chironomus tepperi,Diptera,10.1016/j.jip.2004.10.004,Toxin,4
BT_Cry4Ba1,Culex pipiens,Diptera,10.3390/toxins12120773,Toxin,4
BT_Cry4Ba1,Culex quinquefasciatus,Diptera,10.1111/j.1574-6968.1992.tb05290.x,Toxin,4
BT_Cry4Ba1,Tipula oleracea,Diptera,10.1111/j.1439-0418.1992.tb01146.x,Toxin,4
BT_Cry4Ba2,Aedes aegypti,Diptera,10.1128/aem.55.9.2428-2430.1989,Toxin,4
BT_Cry4Ba6,Culex pipiens,Diptera,10.1385/MB:33:3:191,Toxin,4
BT_Cry4Ba,Aedes aegypti,Diptera,10.1006/jipa.1995.1075,Toxin,3
BT_Cry4Ba,Aedes aegypti,Diptera,10.1016/0378-1097(92)90584-b,Toxin,3
BT_Cry4Ba,Aedes aegypti,Diptera,10.1016/j.femsle.2005.08.038,Toxin,3
BT_Cry4Ba,Aedes aegypti,Diptera,10.1016/j.peptides.2010.06.005,Toxin,3
BT_Cry4Ba,Aedes aegypti,Diptera,10.1111/j.1574-6968.1995.tb07784.x,Toxin,3
BT_Cry4Ba,Aedes aegypti,Diptera,10.1128/AEM.59.11.3922-3927.1993,Toxin,3
BT_Cry4Ba,Anopheles albimanus,Diptera,10.1016/j.jip.2010.03.007,Toxin,3
BT_Cry4Ba,Anopheles gambiae,Diptera,10.1016/0378-1097(92)90584-b,Toxin,3
BT_Cry4Ba,Anopheles stephensi,Diptera,10.1006/jipa.1995.1075,Toxin,3
BT_Cry4Ba,Anopheles stephensi,Diptera,10.1128/AEM.59.11.3922-3927.1993,Toxin,3
BT_Cry4Ba,Culex pipiens,Diptera,10.1128/AEM.59.11.3922-3927.1993,Toxin,3
BT_Cry4Ba,Culex quinquefasciatus,Diptera,10.1016/0378-1097(92)90584-b,Toxin,3
BT_Cry4Ba,Simulium spp.,Diptera,10.1016/j.jip.2014.07.003,Toxin,3
BT_Cry4Ba,Chironomus tepperi,Diptera,10.1016/j.jip.2009.02.009,Toxin,3
BT_Cry4Ba,Tipula oleracea,Diptera,10.1016/j.jip.2009.02.009,Toxin,3
BT_Cry4Cb1,Aedes aegypti,Diptera,10.1016/j.jip.2009.12.004,Toxin,4
BT_Cry4Cb1,Aedes aegypti,Diptera,CN101591381A,Toxin,4
BT_Cry4Cb1,Helicoverpa armigera,Lepidoptera,CN101591381A,Toxin,4
BT_Cry4Cb1,Spodoptera exigua,Lepidoptera,CN101591381A,Toxin,4
BT_Cry4Cb2,Aedes aegypti,Diptera,CN102781955B,Toxin,4
BT_Cry4Cb2,Helicoverpa armigera,Lepidoptera,CN102781955B,Toxin,4
BT_Cry4Cb2,Spodoptera exigua,Lepidoptera,CN102781955B,Toxin,4
BT_Cry4Cb3,Culex quinquefasciatus,Diptera,10.1007/s11274-014-1744-7,Toxin,4
BT_Cry4Cc1,Aedes aegypti,Diptera,CN101497658B,Toxin,4
