Rec	Min_par	Maj_par	Unknown_flag	Type	start	stop	d1_start	d1_stop	d2_start	d2_stop	d3_start	d3_stop	Pval	rec_tree_cons:f|1|2|3	min_tree_cons	maj_tree_cons	rec_a	rec_1	rec_2	rec_3	min_a	min_1	min_2	min_3	maj_a	maj_1	maj_2	maj_3	r_min_a	r_min_1	r_min_2	r_min_3	r_min_1_pair	r_min_2_pair	r_min_3_pair	r_maj_a	r_maj_1	r_maj_2	r_maj_3	r_maj_1_pair	r_maj_2_pair	r_maj_3_pair	max_min_a	max_min_1	max_min_2	max_min_3	max_min_1_pair	max_min_2_pair	max_min_3_pair
BT_Cry9Dc1	BT_Cry9Da1	BT_Cry9Db1	minor	domain3_partial	1454	1736	1	613	640	1303	1321	1738	6.00686937624872e-30	100;100;100;100	100;100;100;100	100;100;100;100	100	100	100	100	100	100	100	100	100	100	100	100	71.5029788755826	93.0599369085173	56.5680473372781	64.8809523809524	93.06 (BT_Cry9Da1|BT_Cry9Dc1)	56.57 (BT_Cry9Da1|BT_Cry9Dc1)	64.88 (BT_Cry9Da1|BT_Cry9Dc1)	85.88052876711343	96.1538461538462	89.9713467048711	71.516393442623	96.15 (BT_Cry9Db1|BT_Cry9Dc1)	89.97 (BT_Cry9Db1|BT_Cry9Dc1)	71.52 (BT_Cry9Db1|BT_Cry9Dc1)	76.54951611926404	92.4528301886793	55.0996483001172	82.0960698689956	92.45 (BT_Cry9Da1|BT_Cry9Db1)	55.1 (BT_Cry9Da1|BT_Cry9Db1)	82.1 (BT_Cry9Da1|BT_Cry9Db1)
BT_Cry8Na1	BT_Cry8Sa1	BT_Cry8Ka3;BT_Cry8Ka1;NOV_Cry8Kb1_73.3_APT36283.1	no	domain2	630	1301	1	604	628	1267	1291	1717	2.34550178975237e-33	100;100;100;100	100;100;100;100	50.0;50.0;50.0;33.33	100	100	100	100	100	100	100	100	79.9953852097943	90.09705133382413	86.06265208897416	63.826452206584634	61.545977200616036	55.6566970091027	77.9020979020979	51.0791366906475	55.66 (BT_Cry8Na1|BT_Cry8Sa1)	77.9 (BT_Cry8Na1|BT_Cry8Sa1)	51.08 (BT_Cry8Na1|BT_Cry8Sa1)	55.73426692819828	60.996264740469734	49.650485173188734	56.55605087093637	61.73 (BT_Cry8Ka3|BT_Cry8Na1)	49.82 (BT_Cry8Ka3|BT_Cry8Na1)	59.73 (BT_Cry8Ka3|BT_Cry8Na1)	52.077549682642854	54.5422290059983	49.1837381715187	52.50668187041157	55.08 (BT_Cry8Ka3|BT_Cry8Sa1)	49.65 (BT_Cry8Ka1|BT_Cry8Sa1)	53.92 (BT_Cry8Ka3|BT_Cry8Sa1)
BT_Cry9Ee1	BT_Cry9Bb1	BT_Cry9Ec1;BT_Cry9Ed1	no	domain3	1234	1705	1	616	643	1261	1285	1705	2.65031811680995e-29	100;100;100;100	100;100;100;100	33.33;33.33;25.0;50.0	100	100	100	100	100	100	100	100	85.8831885630342	91.588785046729	88.7022900763359	77.3584905660377	65.49793496117334	65.5313351498638	53.6319612590799	77.3305084745763	65.53 (BT_Cry9Bb1|BT_Cry9Ee1)	53.63 (BT_Cry9Bb1|BT_Cry9Ee1)	77.33 (BT_Cry9Bb1|BT_Cry9Ee1)	70.10765508305464	85.67825112107624	67.36697348637645	57.2777406417112	87.5 (BT_Cry9Ec1|BT_Cry9Ee1)	67.71 (BT_Cry9Ed1|BT_Cry9Ee1)	57.39 (BT_Cry9Ec1|BT_Cry9Ee1)	58.286142092173364	65.759938951757	52.524258800993294	56.574228523769804	66.44 (BT_Cry9Bb1|BT_Cry9Ec1)	52.71 (BT_Cry9Bb1|BT_Cry9Ec1)	56.82 (BT_Cry9Bb1|BT_Cry9Ec1)
NOV_Cry40Da1_65.0_CAH33957.1	NOV_Cry40Da1_66.9_PEU78339.1	BT_Cry40Da1;NOV_Cry40Da1_81.5_AIN76756.1	no	domain1	1	549	1	625	649	1237	1267	1669	4.49334253419359e-28	100;100;100;100	100;100;100;100	50.0;50.0;25.0;33.33	100	100	100	100	100	100	100	100	84.0470644704808	91.4798206278027	85.4889589905363	75.1724137931034	76.8946247934466	95.3051643192488	69.3409742120344	66.0377358490566	95.31 (NOV_Cry40Da1_65.0_CAH33957.1|NOV_Cry40Da1_66.9_PEU78339.1)	69.34 (NOV_Cry40Da1_65.0_CAH33957.1|NOV_Cry40Da1_66.9_PEU78339.1)	66.04 (NOV_Cry40Da1_65.0_CAH33957.1|NOV_Cry40Da1_66.9_PEU78339.1)	72.6266168378649	68.82513368983955	84.21261156059725	64.84210526315789	68.85 (NOV_Cry40Da1_65.0_CAH33957.1|NOV_Cry40Da1_81.5_AIN76756.1)	86.85 (BT_Cry40Da1|NOV_Cry40Da1_65.0_CAH33957.1)	65.47 (BT_Cry40Da1|NOV_Cry40Da1_65.0_CAH33957.1)	72.03116535928382	69.61798808135771	69.46276099369794	77.0127470027958	69.76 (NOV_Cry40Da1_66.9_PEU78339.1|NOV_Cry40Da1_81.5_AIN76756.1)	70.01 (BT_Cry40Da1|NOV_Cry40Da1_66.9_PEU78339.1)	82.98 (BT_Cry40Da1|NOV_Cry40Da1_66.9_PEU78339.1)
NOV_Cry24Aa1_98.3_WP_086403584.1	NOV_Cry41Ca1_50.4_AZJ24166.1	NOV_Cry24Aa1_60.8_BAD32657.1	no	domain3	1229	1657	1	547	571	1228	1252	1657	3.34984124294575e-26	100;100;100;100	100;100;100;100	100;100;100;100	100	100	100	100	100	100	100	100	100	100	100	100	52.0527168460412	46.3495575221239	48.7747957992999	61.0337972166998	46.35 (NOV_Cry24Aa1_98.3_WP_086403584.1|NOV_Cry41Ca1_50.4_AZJ24166.1)	48.77 (NOV_Cry24Aa1_98.3_WP_086403584.1|NOV_Cry41Ca1_50.4_AZJ24166.1)	61.03 (NOV_Cry24Aa1_98.3_WP_086403584.1|NOV_Cry41Ca1_50.4_AZJ24166.1)	70.19920109324086	81.7880794701987	77.1428571428572	51.6666666666667	81.79 (NOV_Cry24Aa1_60.8_BAD32657.1|NOV_Cry24Aa1_98.3_WP_086403584.1)	77.14 (NOV_Cry24Aa1_60.8_BAD32657.1|NOV_Cry24Aa1_98.3_WP_086403584.1)	51.67 (NOV_Cry24Aa1_60.8_BAD32657.1|NOV_Cry24Aa1_98.3_WP_086403584.1)	49.0542822820976	47.0132743362832	48.7632508833922	51.3863216266174	47.01 (NOV_Cry24Aa1_60.8_BAD32657.1|NOV_Cry41Ca1_50.4_AZJ24166.1)	48.76 (NOV_Cry24Aa1_60.8_BAD32657.1|NOV_Cry41Ca1_50.4_AZJ24166.1)	51.39 (NOV_Cry24Aa1_60.8_BAD32657.1|NOV_Cry41Ca1_50.4_AZJ24166.1)
BT_Cry2Ai1	BT_Cry2Ac10	BT_Cry2Aa13	no	domain1	1	502	1	580	595	1210	1249	1672	1.92524661821035e-35	100;100;100;100	100;100;100;100	100;100;100;100	100	100	100	100	100	100	100	100	100	100	100	100	82.18445673284927	97.6109215017065	69.1983122362869	79.7441364605544	97.61 (BT_Cry2Ac10|BT_Cry2Ai1)	69.2 (BT_Cry2Ac10|BT_Cry2Ai1)	79.74 (BT_Cry2Ac10|BT_Cry2Ai1)	92.83993315484364	81.2206572769953	98.7075928917609	98.5915492957747	81.22 (BT_Cry2Aa13|BT_Cry2Ai1)	98.71 (BT_Cry2Aa13|BT_Cry2Ai1)	98.59 (BT_Cry2Aa13|BT_Cry2Ai1)	77.69300504604394	82.6498422712934	69.9152542372881	80.5139186295503	82.65 (BT_Cry2Aa13|BT_Cry2Ac10)	69.92 (BT_Cry2Aa13|BT_Cry2Ac10)	80.51 (BT_Cry2Aa13|BT_Cry2Ac10)
NOV_Cry54Aa1_88.1_AFU17344.1	NOV_Cry4Ca2_48.4_AZJ24771.1	BT_Cry54Aa1	minor	domain3_partial	1495	1759	1	685	709	1291	1342	1759	6.22120408979771e-25	100;100;100;100	100;100;100;100	100;100;100;100	100	100	100	100	100	100	100	100	100	100	100	100	53.495639672026435	53.7455410225922	52.0965692503177	54.6448087431694	53.75 (NOV_Cry4Ca2_48.4_AZJ24771.1|NOV_Cry54Aa1_88.1_AFU17344.1)	52.1 (NOV_Cry4Ca2_48.4_AZJ24771.1|NOV_Cry54Aa1_88.1_AFU17344.1)	54.64 (NOV_Cry4Ca2_48.4_AZJ24771.1|NOV_Cry54Aa1_88.1_AFU17344.1)	84.68201726518754	100.0	99.3150684931507	54.7309833024119	100.0 (BT_Cry54Aa1|NOV_Cry54Aa1_88.1_AFU17344.1)	99.32 (BT_Cry54Aa1|NOV_Cry54Aa1_88.1_AFU17344.1)	54.73 (BT_Cry54Aa1|NOV_Cry54Aa1_88.1_AFU17344.1)	55.955003678756235	53.7455410225922	52.0965692503177	62.0229007633588	53.75 (BT_Cry54Aa1|NOV_Cry4Ca2_48.4_AZJ24771.1)	52.1 (BT_Cry54Aa1|NOV_Cry4Ca2_48.4_AZJ24771.1)	62.02 (BT_Cry54Aa1|NOV_Cry4Ca2_48.4_AZJ24771.1)
NOV_Cry8Ab1_80.0_AMR06151.1	BT_Cry8Ra1	BT_Cry8Ab1	no	domain3	1329	1729	1	604	628	1291	1315	1729	1.01016599863632e-29	100;100;100;100	100;100;100;100	100;100;100;100	100	100	100	100	100	100	100	100	100	100	100	100	62.061081269226065	65.8108108108108	57.0588235294118	63.3136094674556	65.81 (BT_Cry8Ra1|NOV_Cry8Ab1_80.0_AMR06151.1)	57.06 (BT_Cry8Ra1|NOV_Cry8Ab1_80.0_AMR06151.1)	63.31 (BT_Cry8Ra1|NOV_Cry8Ab1_80.0_AMR06151.1)	79.3667186043709	89.4984326018809	93.2944606413994	55.3072625698324	89.5 (BT_Cry8Ab1|NOV_Cry8Ab1_80.0_AMR06151.1)	93.29 (BT_Cry8Ab1|NOV_Cry8Ab1_80.0_AMR06151.1)	55.31 (BT_Cry8Ab1|NOV_Cry8Ab1_80.0_AMR06151.1)	57.9884445052743	64.4385026737968	57.0588235294118	52.4680073126143	64.44 (BT_Cry8Ab1|BT_Cry8Ra1)	57.06 (BT_Cry8Ab1|BT_Cry8Ra1)	52.47 (BT_Cry8Ab1|BT_Cry8Ra1)
BT_Cry32Ta1	BT_Cry32Va1	NOV_Cry32Va1_61.0_WP_134996253.1	major	domain3	1304	1708	1	655	682	1288	1312	1729	4.168806577578e-24	100;100;100;100	100;100;100;100	100;100;100;100	100	100	100	100	100	100	100	100	100	100	100	100	60.1998954735841	54.6650717703349	52.9055690072639	73.0290456431535	54.67 (BT_Cry32Ta1|BT_Cry32Va1)	52.91 (BT_Cry32Ta1|BT_Cry32Va1)	73.03 (BT_Cry32Ta1|BT_Cry32Va1)	57.16220630317704	55.2220888355342	53.836784409257	62.4277456647399	55.22 (BT_Cry32Ta1|NOV_Cry32Va1_61.0_WP_134996253.1)	53.84 (BT_Cry32Ta1|NOV_Cry32Va1_61.0_WP_134996253.1)	62.43 (BT_Cry32Ta1|NOV_Cry32Va1_61.0_WP_134996253.1)	80.30749505463456	89.6142433234421	88.2521489971347	63.0560928433269	89.61 (BT_Cry32Va1|NOV_Cry32Va1_61.0_WP_134996253.1)	88.25 (BT_Cry32Va1|NOV_Cry32Va1_61.0_WP_134996253.1)	63.06 (BT_Cry32Va1|NOV_Cry32Va1_61.0_WP_134996253.1)
BT_Cry8Fa2	BT_Cry8Ga1	BT_Cry8Qa1	no	domain3	1366	1716	1	589	613	1276	1306	1720	4.67220349521785e-24	100;100;100;100	100;100;100;100	100;100;100;100	100	100	100	100	100	100	100	100	100	100	100	100	57.33836438656834	56.7460317460318	50.8690614136732	64.4	56.75 (BT_Cry8Fa2|BT_Cry8Ga1)	50.87 (BT_Cry8Fa2|BT_Cry8Ga1)	64.4 (BT_Cry8Fa2|BT_Cry8Ga1)	66.91350163286154	78.5388127853881	67.2566371681416	54.9450549450549	78.54 (BT_Cry8Fa2|BT_Cry8Qa1)	67.26 (BT_Cry8Fa2|BT_Cry8Qa1)	54.95 (BT_Cry8Fa2|BT_Cry8Qa1)	52.56118982570743	54.7120418848168	50.5214368482039	52.4500907441016	54.71 (BT_Cry8Ga1|BT_Cry8Qa1)	50.52 (BT_Cry8Ga1|BT_Cry8Qa1)	52.45 (BT_Cry8Ga1|BT_Cry8Qa1)
NOV_Cry9Ga1_57.2_PEU81077.1	NOV_Cry68Aa1_74.8_WP_103592020.1;BT_Cry68Aa1;NOV_Cry68Aa1_80.1_PEU91245.1	NOV_Cry9Ga1_58.0_AJS57594.1	no	domain3	1382	1707	1	634	658	1288	1321	1708	1.08442857230131e-23	100;100;100;100	25.0;33.33;50.0;25.0	100;100;100;100	100	100	100	100	78.71189632646404	71.41584038710253	86.8838803101178	77.8359682821718	100	100	100	100	59.65977734275593	52.475355969331865	55.82400816534573	70.6799678935902	52.73 (BT_Cry68Aa1|NOV_Cry9Ga1_57.2_PEU81077.1)	55.99 (BT_Cry68Aa1|NOV_Cry9Ga1_57.2_PEU81077.1)	71.05 (NOV_Cry68Aa1_74.8_WP_103592020.1|NOV_Cry9Ga1_57.2_PEU81077.1)	67.46511420076533	71.8367346938775	73.4439834024896	57.1146245059289	71.84 (NOV_Cry9Ga1_57.2_PEU81077.1|NOV_Cry9Ga1_58.0_AJS57594.1)	73.44 (NOV_Cry9Ga1_57.2_PEU81077.1|NOV_Cry9Ga1_58.0_AJS57594.1)	57.11 (NOV_Cry9Ga1_57.2_PEU81077.1|NOV_Cry9Ga1_58.0_AJS57594.1)	54.37236310009409	52.859111476758535	55.723321852697566	54.534655970826165	54.04 (BT_Cry68Aa1|NOV_Cry9Ga1_58.0_AJS57594.1)	55.82 (BT_Cry68Aa1|NOV_Cry9Ga1_58.0_AJS57594.1)	54.93 (BT_Cry68Aa1|NOV_Cry9Ga1_58.0_AJS57594.1)
BT_Cry1Jd1	BT_Cry9Ca1;BT_Cry9Ea10;BT_Cry9Ec1;BT_Cry9Ed1;BT_Cry9Fa1	BT_Cry1Jb1	minor	domain3	1218	1639	1	604	628	1195	1219	1639	1.54859688549621e-23	100;100;100;100	50.0;50.0;50.0;50.0	100;100;100;100	100	100	100	100	64.73227127050988	69.98328460851612	64.3610110537113	59.85251814930223	100	100	100	100	51.04255944790011	53.136198395716704	48.90688021533872	51.08459973264492	53.79 (BT_Cry1Jd1|BT_Cry9Ea10)	49.81 (BT_Cry1Jd1|BT_Cry9Ca1)	52.17 (BT_Cry1Jd1|BT_Cry9Fa1)	71.8373064961588	91.7329093799682	74.8466257668712	48.932384341637	91.73 (BT_Cry1Jb1|BT_Cry1Jd1)	74.85 (BT_Cry1Jb1|BT_Cry1Jd1)	48.93 (BT_Cry1Jb1|BT_Cry1Jd1)	52.22213119337005	53.5228050815178	48.68837453040026	54.4552139681921	54.37 (BT_Cry1Jb1|BT_Cry9Ec1)	49.44 (BT_Cry1Jb1|BT_Cry9Ca1)	58.32 (BT_Cry1Jb1|BT_Cry9Ec1)
BT_Cry1Jb1	BT_Cry9Ec1;BT_Cry9Ea10;BT_Cry9Ed1	NOV_Cry1Jc1_99.1_AAS93799.1	no	domain3	1229	1639	1	604	628	1201	1222	1639	1.74286816637781e-23	100;100;100;100	33.33;33.33;50.0;50.0	100;100;100;100	100	100	100	100	74.54120404030127	86.3424589470401	69.34228793589644	67.93886523796726	100	100	100	100	52.5819244607574	53.9181497995311	48.4996757601217	55.3279478226194	54.37 (BT_Cry1Jb1|BT_Cry9Ec1)	48.69 (BT_Cry1Jb1|BT_Cry9Ec1)	58.32 (BT_Cry1Jb1|BT_Cry9Ec1)	71.50993718251453	90.2208201892745	74.8466257668712	49.4623655913979	90.22 (BT_Cry1Jb1|NOV_Cry1Jc1_99.1_AAS93799.1)	74.85 (BT_Cry1Jb1|NOV_Cry1Jc1_99.1_AAS93799.1)	49.46 (BT_Cry1Jb1|NOV_Cry1Jc1_99.1_AAS93799.1)	50.623481107378055	53.0155589758825	48.3086114666793	50.54627287957236	53.4 (BT_Cry9Ec1|NOV_Cry1Jc1_99.1_AAS93799.1)	48.86 (BT_Cry9Ea10|NOV_Cry1Jc1_99.1_AAS93799.1)	51.65 (BT_Cry9Ec1|NOV_Cry1Jc1_99.1_AAS93799.1)
BT_Cry50Ba1;BT_Cry50Aa1	NOV_Cry4Ba1_63.7_AJW76684.1;NOV_Cry4Ba1_63.8_OUB35623.1	BT_Cry41Ba1	no	domain2	604	1285	1	607	655	1219	1240	1711	4.28960308570913e-40	100.0;100.0;33.33;0.54	100.0;100.0;33.33;0.54	100;100;100;100	66.65900683418316	65.7571623465211	66.6666666666667	67.5531914893617	82.05757984705356	90.1538461538462	91.2820512820513	64.7368421052632	100	100	100	100	64.97959039143977	51.34589111179842	71.75875351635457	71.83412654616632	52.24 (BT_Cry50Ba1|NOV_Cry4Ba1_63.8_OUB35623.1)	78.75 (BT_Cry50Ba1|NOV_Cry4Ba1_63.7_AJW76684.1)	92.77 (BT_Cry50Ba1|NOV_Cry4Ba1_63.7_AJW76684.1)	49.561649416805786	48.07011353956085	48.1014231151572	52.513411595699296	48.3 (BT_Cry41Ba1|BT_Cry50Aa1)	48.19 (BT_Cry41Ba1|BT_Cry50Aa1)	53.02 (BT_Cry41Ba1|BT_Cry50Aa1)	49.110370794782085	47.63121508249405	48.187089869109	51.5128074327432	47.71 (BT_Cry41Ba1|NOV_Cry4Ba1_63.7_AJW76684.1)	48.91 (BT_Cry41Ba1|NOV_Cry4Ba1_63.8_OUB35623.1)	52.28 (BT_Cry41Ba1|NOV_Cry4Ba1_63.7_AJW76684.1)
BT_Cry9Ca1	BT_Cry9Ea10	BT_Cry9Ed1;BT_Cry9Ec1	minor	domain1	1	510	1	607	634	1252	1282	1711	1.06244605411994e-25	100;100;100;100	100;100;100;100	8.33;5.26;33.33;33.33	100	100	100	100	100	100	100	100	85.8831885630342	91.588785046729	88.7022900763359	77.3584905660377	59.4323039867928	58.984375	61.4473684210526	57.8651685393258	58.98 (BT_Cry9Ca1|BT_Cry9Ea10)	61.45 (BT_Cry9Ca1|BT_Cry9Ea10)	57.87 (BT_Cry9Ca1|BT_Cry9Ea10)	65.06627222814751	58.8810041449935	74.45732727707384	61.8604852623752	58.98 (BT_Cry9Ca1|BT_Cry9Ec1)	75.32 (BT_Cry9Ca1|BT_Cry9Ed1)	63.42 (BT_Cry9Ca1|BT_Cry9Ec1)	68.8702117789348	83.71929589719565	59.6622868656767	63.22905257393205	83.86 (BT_Cry9Ea10|BT_Cry9Ed1)	59.97 (BT_Cry9Ea10|BT_Cry9Ec1)	65.66 (BT_Cry9Ea10|BT_Cry9Ec1)
BT_Cry9Bb1;BT_Cry9Ba1	BT_Cry9Db1;BT_Cry9Dc1	BT_Cry9Da1	major	domain2	710	1326	1	601	625	1276	1306	1723	9.75874137584839e-23	100.0;100.0;100.0;18.18	100.0;100.0;100.0;18.18	100;100;100;100	70.1860502422754	77.6141384388807	76.4468371467026	56.4971751412429	85.88052876711343	96.1538461538462	89.9713467048711	71.516393442623	100	100	100	100	60.00590204176295	60.136898666635545	57.479885507950875	62.400921950702426	60.96 (BT_Cry9Bb1|BT_Cry9Dc1)	58.06 (BT_Cry9Ba1|BT_Cry9Dc1)	72.05 (BT_Cry9Ba1|BT_Cry9Dc1)	59.60236139674004	61.5762518833957	54.583773483295	62.647058823529406	62.47 (BT_Cry9Bb1|BT_Cry9Da1)	54.78 (BT_Cry9Bb1|BT_Cry9Da1)	62.94 (BT_Cry9Bb1|BT_Cry9Da1)	74.02624749742331	92.75638354859831	55.83384781869765	73.488511124974	93.06 (BT_Cry9Da1|BT_Cry9Dc1)	56.57 (BT_Cry9Da1|BT_Cry9Dc1)	82.1 (BT_Cry9Da1|BT_Cry9Db1)
BT_Cry40Ca1	BT_Cry40Ba1	BT_Cry40Aa1	no	domain1	46	513	1	643	667	1249	1273	1660	4.97477302595779e-22	100;100;100;100	100;100;100;100	100;100;100;100	100	100	100	100	100	100	100	100	100	100	100	100	66.9228748872712	83.072546230441	64.1666666666667	53.5294117647059	83.07 (BT_Cry40Ba1|BT_Cry40Ca1)	64.17 (BT_Cry40Ba1|BT_Cry40Ca1)	53.53 (BT_Cry40Ba1|BT_Cry40Ca1)	72.6752342838375	68.1528662420382	78.2542113323124	71.6186252771619	68.15 (BT_Cry40Aa1|BT_Cry40Ca1)	78.25 (BT_Cry40Aa1|BT_Cry40Ca1)	71.62 (BT_Cry40Aa1|BT_Cry40Ca1)	62.35274383175423	65.9974905897114	66.0112359550562	55.0495049504951	66.0 (BT_Cry40Aa1|BT_Cry40Ba1)	66.01 (BT_Cry40Aa1|BT_Cry40Ba1)	55.05 (BT_Cry40Aa1|BT_Cry40Ba1)
BT_Cry8Ba1;NOV_Cry8Ba1_88.6_AEP25412.1	BT_Cry7Ka1;BT_Cry7Kb1	BT_Cry8Bc1	minor	domain3	1283	1691	1	607	631	1273	1297	1708	1.55197902675051e-21	100.0;100.0;50.0;100.0	100.0;100.0;50.0;100.0	100;100;100;100	82.8255872046975	97.0731707317073	74.7612551159618	76.6423357664234	82.806822395254	62.8571428571429	94.0886699507389	91.4746543778802	100	100	100	100	51.99605051696624	53.1507755083565	52.273066672698526	50.5643093698437	53.84 (BT_Cry7Kb1|BT_Cry8Ba1)	52.8 (BT_Cry7Ka1|NOV_Cry8Ba1_88.6_AEP25412.1)	52.77 (BT_Cry7Ka1|BT_Cry8Ba1)	70.42731343705076	89.2300491914371	72.16180456951075	49.8900865502044	89.97 (BT_Cry8Ba1|BT_Cry8Bc1)	75.82 (BT_Cry8Ba1|BT_Cry8Bc1)	52.43 (BT_Cry8Ba1|BT_Cry8Bc1)	51.99812903509222	53.344014081082946	50.09245796627865	52.557915057915054	53.84 (BT_Cry7Kb1|BT_Cry8Bc1)	50.55 (BT_Cry7Ka1|BT_Cry8Bc1)	52.97 (BT_Cry7Kb1|BT_Cry8Bc1)
BT_Cry32Ha1;BT_Cry32Hb1	BT_Cry32Ka1	BT_Cry32Oa1	no	domain3	1446	1756	1	640	664	1315	1342	1756	9.7051026392098e-21	100.0;100.0;100.0;100.0	100;100;100;100	100;100;100;100	91.26044932079417	100.0	97.2727272727273	76.5086206896552	100	100	100	100	100	100	100	100	56.95596669366792	52.9685681024447	54.5186599345207	63.38067204403835	52.97 (BT_Cry32Ha1|BT_Cry32Ka1)	54.61 (BT_Cry32Hb1|BT_Cry32Ka1)	66.34 (BT_Cry32Ha1|BT_Cry32Ka1)	63.77233914996883	73.1707317073171	66.581956797967	51.5643289446224	73.17 (BT_Cry32Ha1|BT_Cry32Oa1)	66.58 (BT_Cry32Ha1|BT_Cry32Oa1)	51.82 (BT_Cry32Ha1|BT_Cry32Oa1)	54.603417579614934	55.1357733175915	55.3066037735849	53.3678756476684	55.14 (BT_Cry32Ka1|BT_Cry32Oa1)	55.31 (BT_Cry32Ka1|BT_Cry32Oa1)	53.37 (BT_Cry32Ka1|BT_Cry32Oa1)
BT_Cry1A-like	NOV_Cry8Db1_49.9_WP_103653049.1;NOV_Cry8Db1_51.1_PNK22955.1	NOV_Cry1Ab32_92.7_AAK14337.1;BT_Cry1Aa10;BT_Cry1Ab12;BT_Cry1Ab2;BT_Cry1Ac39;BT_Cry1Ad1;BT_Cry1Ag1;BT_Cry1Ah2;NOV_Cry1Ab12_91.4_AAK14338.1;NOV_Cry1Ac23_90.7_CAQ03747.1;NOV_Cry1Ad2_87.7_AIW52617.1	no	domain1_partial	1	490	1	367	715	1210	1216	1657	1.79359764568676e-20	100;100;100;100	20.0;50.0;12.5;50.0	20.0;50.0;12.5;50.0	100	100	100	100	88.6736151172771	89.4230769230769	86.3380281690141	90.2597402597403	77.58373914645279	80.41316819571475	78.11501862036577	74.22303062327784	46.99222760963877	44.23519871340565	45.84007252081395	50.9014115946967	44.34 (BT_Cry1A-like|NOV_Cry8Db1_49.9_WP_103653049.1)	45.99 (BT_Cry1A-like|NOV_Cry8Db1_51.1_PNK22955.1)	51.29 (BT_Cry1A-like|NOV_Cry8Db1_49.9_WP_103653049.1)	68.66368483861902	57.636010055770264	65.17842973120241	83.17661472888439	70.33 (BT_Cry1A-like|NOV_Cry1Ac23_90.7_CAQ03747.1)	72.24 (BT_Cry1A-like|NOV_Cry1Ab32_92.7_AAK14337.1)	99.55 (BT_Cry1A-like|NOV_Cry1Ab32_92.7_AAK14337.1)	50.34987001979344	52.360153196779216	48.29414567609018	50.39531118651094	53.47 (NOV_Cry1Ab32_92.7_AAK14337.1|NOV_Cry8Db1_49.9_WP_103653049.1)	49.64 (BT_Cry1Ab2|NOV_Cry8Db1_51.1_PNK22955.1)	52.08 (BT_Cry1Ag1|NOV_Cry8Db1_49.9_WP_103653049.1)
BT_Cry1Db1	NOV_Cry1Da1_83.2_AIW52615.1	BT_Cry1Da1	no	domain1	130	729	1	604	628	1204	1234	1630	4.85817593416315e-20	100;100;100;100	100;100;100;100	100;100;100;100	100	100	100	100	100	100	100	100	100	100	100	100	76.33016513056836	88.4375	68.475073313783	72.0779220779221	88.44 (BT_Cry1Db1|NOV_Cry1Da1_83.2_AIW52615.1)	68.48 (BT_Cry1Db1|NOV_Cry1Da1_83.2_AIW52615.1)	72.08 (BT_Cry1Db1|NOV_Cry1Da1_83.2_AIW52615.1)	87.41085368748939	74.025974025974	91.6805324459235	96.5260545905707	74.03 (BT_Cry1Da1|BT_Cry1Db1)	91.68 (BT_Cry1Da1|BT_Cry1Db1)	96.53 (BT_Cry1Da1|BT_Cry1Db1)	70.7548242262935	74.2774566473989	66.2807525325615	71.7062634989201	74.28 (BT_Cry1Da1|NOV_Cry1Da1_83.2_AIW52615.1)	66.28 (BT_Cry1Da1|NOV_Cry1Da1_83.2_AIW52615.1)	71.71 (BT_Cry1Da1|NOV_Cry1Da1_83.2_AIW52615.1)
BT_Cry2Aa13	BT_Cry2Ab12;BT_Cry2Ab15	NOV_Cry2Ab4_93.2_AIT70915.1	major	domain1	1	571	1	580	595	1210	1249	1672	1.37071413076072e-18	100;100;100;100	25.0;50.0;50.0;50.0	100;100;100;100	100	100	100	100	96.22373770078967	99.6551724137931	92.4882629107981	96.5277777777778	100	100	100	100	87.48080242588169	99.82758620689654	75.73185890017575	86.8829621705728	100.0 (BT_Cry2Aa13|BT_Cry2Ab15)	77.49 (BT_Cry2Aa13|BT_Cry2Ab15)	87.83 (BT_Cry2Aa13|BT_Cry2Ab15)	85.09449124460353	86.3563402889246	80.0878477306003	88.8392857142857	86.36 (BT_Cry2Aa13|NOV_Cry2Ab4_93.2_AIT70915.1)	80.09 (BT_Cry2Aa13|NOV_Cry2Ab4_93.2_AIT70915.1)	88.84 (BT_Cry2Aa13|NOV_Cry2Ab4_93.2_AIT70915.1)	91.1226764547654	86.20701629830845	91.65574486675405	95.5052681992337	86.36 (BT_Cry2Ab15|NOV_Cry2Ab4_93.2_AIT70915.1)	95.24 (BT_Cry2Ab15|NOV_Cry2Ab4_93.2_AIT70915.1)	96.53 (BT_Cry2Ab15|NOV_Cry2Ab4_93.2_AIT70915.1)
