protein_name	source	nucl_accession	start	stop	strand	ipg_prot_id	ipg_prot_name	organism	strain	assembly
NOV_Cry8Ea3_99.7_AAY84151.1	INSDC	DQ017895.1	1	3478	+	AAY84151.1	Cry8	Bacillus thuringiensis		
NOV_Cry1Jc1_99.1_AAS93799.1	INSDC	AY570736.1	1	2348	+	AAS93799.1	cry1 type crystal protein	Bacillus thuringiensis serovar kenyae	K3	
NOV_Cry1Ia9_99.7_AEV45788.1	INSDC	JN226100.1	1	2160	+	AEV45788.1	Cry1Ia	Bacillus thuringiensis	FB	
NOV_Cry1Ab12_99.9_AEV45790.1	INSDC	JN226102.1	1	3465	+	AEV45790.1	Cry1Ab	Bacillus thuringiensis	FB	
NOV_Cry1Ea11_98.1_AEV45789.1	INSDC	JN226101.1	1	3510	+	AEV45789.1	Cry1Ea	Bacillus thuringiensis	FB	
NOV_Cry1Aa12_99.7_AEB21634.1	INSDC	JF699284.1	1	3528	+	AEB21634.1	insecticidal crystal protein	Bacillus thuringiensis serovar kurstaki str. HD-1	HD-1	
NOV_Cry69Ab1_99.8_ADV77223.1	INSDC	HQ404252.1	1	3015	+	ADV77223.1	Cry-like protein	Bacillus thuringiensis	Hs18-1	
NOV_Cry8Da1_99.6_CBL59396.1	INSDC	FN796431.1	1	2031	+	CBL59396.1	Cry8Da protein	Bacillus thuringiensis serovar galleriae	MHY1.11	
NOV_Cry8Da1_99.1_CBL59397.1	INSDC	FN796432.1	1	2031	+	CBL59397.1	Cry8Da protein	Bacillus thuringiensis serovar galleriae	MSS2.4	
NOV_Cry8Da1_99.6_CBL59394.1	INSDC	FN796429.1	1	2031	+	CBL59394.1	Cry8Da protein	Bacillus thuringiensis serovar galleriae	MHB10.6	
NOV_Cry2Ab15_99.6_ACZ64281.1	INSDC	GU196265.1	1	1556	+	ACZ64281.1	delta endotoxin	Bacillus thuringiensis	2260	
NOV_Cry1Ab12_99.5_ACU65108.1	INSDC	GQ385074.1	1	3450	+	ACU65108.1	insecticidal protein 2	Bacillus thuringiensis	B.t-235	
NOV_Cry1Ac10_99.2_ACV81774.1	INSDC	FJ794962.1	1	1958	+	ACV81774.1	Cry1Ac	Bacillus thuringiensis	T15	
NOV_Cry1Da1_99.8_ACV81776.1	INSDC	FJ794963.1	1	1904	+	ACV81776.1	Cry1Da	Bacillus thuringiensis	T25	
NOV_Cry1Ba1_98.9_ABQ23438.1	INSDC	EF541112.1	7	3693	+	ABQ23438.1	Cry1B	Bacillus thuringiensis		
NOV_Cry8Ea3_99.9_AFM73687.1	INSDC	JQ963889.1	1	3495	+	AFM73687.1	CRY8EA	Bacillus thuringiensis	WF-H-72	
NOV_Cry2Aa1_97.8_ALV82138.1	INSDC	KR815910.1	1	1902	+	ALV82138.1	insecticidal crystal protein Cry2Aa	Bacillus thuringiensis	MEB4	
NOV_Cry1Da1_99.6_ALP83513.1	INSDC	KU198410.1	1	3498	+	ALP83513.1	insecticidal crystal protein Cry1D250	Bacillus thuringiensis serovar aizawai	BLB250	
NOV_Cry1Ab12_99.7_ALJ10947.1	INSDC	KR612322.1	1	3468	+	ALJ10947.1	endotoxin cry1Ab	Bacillus thuringiensis	4A	
NOV_Cry8Db1_49.7_AEX56525.1	INSDC	JN711465.1	49	2289	+	AEX56525.1	cry-like protein	Bacillus thuringiensis	YB36-3	
NOV_Cry31Aa1_99.3_ALD83784.1	INSDC	KR014214.1	46	2217	+	ALD83784.1	parasporin 1	Bacillus thuringiensis	CL91	
NOV_Cry2Ab4_93.2_AIT70915.1	INSDC	KJ634087.1	1	1902	+	AIT70915.1	Cry2-1	Bacillus thuringiensis		
NOV_Cry7Ba1_84.3_AFI42043.1	INSDC	JF960966.1	1	3474	+	AFI42043.1	Cry7	Bacillus thuringiensis		
NOV_Cry50Ba2_97.6_AFI42042.1	INSDC	JF960965.1	1	2037	+	AFI42042.1	Cry50Aa	Bacillus thuringiensis	y41	
NOV_Cry71Aa1_99.8_AFM73704.1	INSDC	JQ343915.1	1	1943	+	AFM73704.1	cry53-like protein	Bacillus thuringiensis	HS18-1	
NOV_Cry2Aa1_99.2_AJA30268.1	INSDC	KM588296.1	1	1902	+	AJA30268.1	Cry2Aa	Bacillus thuringiensis serovar kurstaki	MSS8.4	
NOV_Cry1Ac4_98.7_4W8J_A	PDB	N/A				4W8J_A		Bacillus thuringiensis serovar kurstaki str. HD73		
NOV_Cry8Pa2_99.7_AEZ02302.1	INSDC	JN591316.1	1	3531	+	AEZ02302.1	Cry8 protein	Bacillus thuringiensis	I622	
NOV_Cry1Ia28_99.7_AIQ81197.1	INSDC	KJ941157.1	1	2159	+	AIQ81197.1	Cry1Ia	Bacillus thuringiensis	CPB012	
NOV_Cry31Ac2_97.9_AIA19335.1	INSDC	KJ576792.1	1	2370	+	AIA19335.1	paraspoin 1	Bacillus thuringiensis	AHG6	
NOV_Cry1Ib10_97.2_AHX73744.1	INSDC	KJ437513.1	1	2160	+	AHX73744.1	Cry1I-like delta endotoxin	Bacillus thuringiensis	Bt_IIHR MLW	
NOV_Cry1Ab12_98.5_AGI21848.1	INSDC	KC581790.1	1	2166	+	AGI21848.1	Cry1Ab	Bacillus thuringiensis	BtG7	
NOV_Cry1Ia9_99.7_AHL84185.1	INSDC	KF980887.1	1	2160	+	AHL84185.1	Cry1Ia	Bacillus thuringiensis	QBL-27	
NOV_Cry8Ea3_98.7_AGF70692.1	INSDC	JX185671.1	2	3496	+	AGF70692.1	Cry8Ea3	Bacillus thuringiensis	HD37	
NOV_Cry8Ea3_99.9_AEA51183.1	INSDC	HM021727.1	1	3495	+	AEA51183.1	Cry8 protein	Bacillus thuringiensis	xpz-5	
NOV_Cry43Cb1_38.6_AGV55020.1	INSDC	KC182375.1	1	2010	+	AGV55020.1	insecticidal protein Cry73Aa	Bacillus thuringiensis serovar mogi		
NOV_Cry27Aa1_80.8_AGV55018.1	INSDC	KC182373.1	1	2478	+	AGV55018.1	insecticidal protein Cry27Ab1	Bacillus thuringiensis serovar mogi		
NOV_Cry20Ba2_80.0_AGV55017.1	INSDC	KC182372.1	1	2169	+	AGV55017.1	insecticidal protein Cry20Bb1	Bacillus thuringiensis serovar mogi		
NOV_Cry19Ba1_74.0_AGV55021.1	INSDC	KC182376.1	1	2292	+	AGV55021.1	insecticidal protein Cry19Bb1	Bacillus thuringiensis serovar mogi		
NOV_Cry1Aa12_99.5_AFX69046.1	INSDC	JX875954.1	4	1829	+	AFX69046.1	Cry1Aa3 delta-endotoxin	Bacillus thuringiensis	DL	
NOV_Cry8Ca1_99.6_AGV52972.1	INSDC	KF148680.1	1	3483	+	AGV52972.1	Cry8Ca	Bacillus thuringiensis	QWH108	
NOV_Cry8Ca1_99.5_AGV52971.1	INSDC	KF148679.1	1	3483	+	AGV52971.1	Cry8Ca	Bacillus thuringiensis	QZL26	
NOV_Cry8Ca1_99.7_AGV52973.1	INSDC	KF148681.1	1	3483	+	AGV52973.1	Cry8Ca	Bacillus thuringiensis	QZL183-2	
NOV_Cry70Bb1_98.6_AGU12794.1	INSDC	KF040482.1	1	2427	+	AGU12794.1	delta-endotoxin	Bacillus thuringiensis serovar bolivia	IEBC-T63 001	
NOV_Cry8Ea3_99.6_AGM16383.1	INSDC	KC778984.1	1	3495	+	AGM16383.1	cry protein	Bacillus thuringiensis	QZL144-1	
NOV_Cry7Ha1_99.2_AGM39663.1	INSDC	KC691408.1	1	3495	+	AGM39663.1	DGI-11	Bacillus thuringiensis	PS184M1	
--	PAT	N/A				AFX57028.1	Sequence 2 from patent US 8304605	Unknown		
NOV_Cry4Aa2_99.8_2C9K_A	PDB	N/A				2C9K_A		Bacillus thuringiensis		
NOV_Cry8Bb1_99.4_ADA14452.1	PAT	N/A				ADA14452.1	Sequence 32 from patent US 7605304	Unknown		
--	PAT	N/A				ADL74419.1	Sequence 32 from patent US 7696412	Unknown		
--	PAT	N/A				AFL62951.1	Sequence 32 from patent US 8188036	Unknown		
--	PAT	AX543954.1	1	1863	+	CAD57554.1	unnamed protein product	Bacillus thuringiensis		
NOV_Cry8Bb1_99.6_ADA14449.1	PAT	N/A				ADA14449.1	Sequence 24 from patent US 7605304	Unknown		
--	PAT	N/A				ADL74416.1	Sequence 24 from patent US 7696412	Unknown		
--	PAT	N/A				AFL62948.1	Sequence 24 from patent US 8188036	Unknown		
--	PAT	AX543946.1	1	2013	+	CAD57552.1	unnamed protein product	Bacillus thuringiensis		
NOV_Cry8Bb1_99.4_ABJ38780.1	PAT	N/A				ABJ38780.1	Sequence 8 from patent US 7105332	Unknown		
--	PAT	N/A				ACE46590.1	Sequence 8 from patent US 7378499	Unknown		
--	PAT	N/A				ACK31065.1	Sequence 8 from patent US 7462760	Unknown		
--	PAT	N/A				ADA14443.1	Sequence 12 from patent US 7605304	Unknown		
--	PAT	N/A				ADL74410.1	Sequence 12 from patent US 7696412	Unknown		
--	PAT	N/A				AFL62942.1	Sequence 12 from patent US 8188036	Unknown		
--	PAT	AX543934.1	1	2022	+	CAD57547.1	unnamed protein product	Bacillus thuringiensis		
--	PAT	CS130952.1	1	2022	+	CAJ21054.1	unnamed protein product	Bacillus thuringiensis		
NOV_Cry8Bb1_99.6_ADA14456.1	PAT	N/A				ADA14456.1	Sequence 44 from patent US 7605304	Unknown		
--	PAT	N/A				ADL74423.1	Sequence 44 from patent US 7696412	Unknown		
--	PAT	N/A				AFL62955.1	Sequence 44 from patent US 8188036	Unknown		
--	PAT	AX543966.1	1	2013	+	CAD57558.1	unnamed protein product	Bacillus thuringiensis		
NOV_Cry8Bb1_99.4_ADA14455.1	PAT	N/A				ADA14455.1	Sequence 42 from patent US 7605304	Unknown		
--	PAT	N/A				ADL74422.1	Sequence 42 from patent US 7696412	Unknown		
--	PAT	N/A				AFL62954.1	Sequence 42 from patent US 8188036	Unknown		
--	PAT	AX543964.1	1	1863	+	CAD57557.1	unnamed protein product	Bacillus thuringiensis		
NOV_Cry2Ah3_98.9_ABU37567.1	PAT	N/A				ABU37567.1	Sequence 4 from patent US 7244880	Unknown		
--	PAT	N/A				ABW49931.1	Sequence 4 from patent US 7265269	Unknown		
--	PAT	N/A				AFL33830.1	Sequence 4 from patent US 8173872	Unknown		
--	PAT	AX513522.1	1	1899	+	CAD52948.1	unnamed protein product	Bacillus thuringiensis		
--	PAT	GM865984.1	1	1899	+	CAT16747.1	unnamed protein product	Bacillus thuringiensis		
NOV_Cry2Ak1_76.8_ABU37568.1	PAT	N/A				ABU37568.1	Sequence 6 from patent US 7244880	Unknown		
--	PAT	N/A				ABW49932.1	Sequence 6 from patent US 7265269	Unknown		
--	PAT	N/A				AFL33831.1	Sequence 6 from patent US 8173872	Unknown		
--	PAT	AX513524.1	1	1884	+	CAD52949.1	unnamed protein product	Bacillus thuringiensis		
--	PAT	GM865986.1	1	1884	+	CAT16749.1	unnamed protein product	Bacillus thuringiensis		
NOV_Cry40Aa1_67.9_ACC34441.1	PAT	N/A				ACC34441.1	Sequence 5 from patent US 7351881	Unknown		
--	PAT	N/A				AER78960.1	Sequence 5 from patent US 8044266	Unknown		
--	PAT	N/A				AFD51956.1	Sequence 5 from patent US 8133858	Unknown		
--	PAT	CQ868314.1	1	2073	+	CAH33952.1	unnamed protein product	Bacillus thuringiensis		
--	PAT	GM685335.1	1	2073	+	CAT81664.1	unnamed protein product	Bacillus thuringiensis		
NOV_Cry1Ib7_99.3_AFC76323.1	INSDC	JQ406874.1	1	2160	+	AFC76323.1	Cry1Ib	Bacillus thuringiensis	BT LG5	
NOV_Cry1Ea10_93.2_AAX86871.1	INSDC	AY993931.1	1	2307	+	AAX86871.1	delta-endotoxin Cry1-A32	Bacillus thuringiensis		
NOV_Cry11Ba1_98.6_AEK06469.1	INSDC	HQ845255.1	1	1941	+	AEK06469.1	Cry11b	Bacillus thuringiensis serovar jegathesan	SBS Bt 48	
NOV_Cry2Ah4_96.0_ACQ99192.1	INSDC	FJ493542.1	1	1899	+	ACQ99192.1	spherical crystal protein	Bacillus thuringiensis	B5	
NOV_Cry1Ab18_92.4_AAE49246.1	PAT	N/A				AAE49246.1	Sequence 26 from patent US 6110464	Unknown		
--	PAT	N/A				AAE73542.1	Sequence 26 from patent US 6242241	Unknown		
--	PAT	N/A				AAE80141.1	Sequence 26 from patent US 6281016	Unknown		
--	PAT	N/A				AAE87147.1	Sequence 26 from patent US 6326169	Unknown		
--	PAT	N/A				AAP01236.1	Sequence 26 from patent US 6521442	Unknown		
--	PAT	N/A				AAP60982.1	Sequence 26 from patent US 6538109	Unknown		
--	PAT	N/A				AAR76445.1	Sequence 26 from patent US 6645497	Unknown		
--	PAT	N/A				AAT23507.1	Sequence 26 from patent US 6713063	Unknown		
--	PAT	N/A				AAV01842.1	Sequence 26 from patent US 6746871	Unknown		
--	PAT	N/A				ABA70266.1	Sequence 26 from patent US 6951922	Unknown		
--	PAT	N/A				ABC06983.1	Sequence 26 from patent US 6962705	Unknown		
--	PAT	N/A				ABH98781.1	Sequence 26 from patent US 7070982	Unknown		
--	PAT	N/A				ABY14165.1	Sequence 26 from patent US 7304206	Unknown		
--	PAT	N/A				ACK26449.1	Sequence 26 from patent US 7455981	Unknown		
--	PAT	N/A				ADA39787.1	Sequence 26 from patent US 7618942	Unknown		
--	PAT	N/A				AEH64256.1	Sequence 26 from patent US 7927598	Unknown		
--	PAT	AX383797.1	1	3534	+	CAD28603.1	unnamed protein product	Bacillus thuringiensis		
NOV_Cry1Ac10_99.3_ABY83188.1	INSDC	EU250285.1	17	3553	+	ABY83188.1	Cry1Ac toxin	Bacillus thuringiensis		
NOV_Cry1Aa11_99.8_AER40296.1	INSDC	JN794058.1	1	3531	+	AER40296.1	Cry1	Bacillus thuringiensis	NB18	
NOV_Cry1Aa11_99.8_ADD14591.1	INSDC	GU322940.1	146	3676	+	ADD14591.1	Cry1Aa	Bacillus thuringiensis	BLB1	
NOV_Cry30Ea4_99.6_ACR15121.1	INSDC	FJ527836.1	1	2067	+	ACR15121.1	pesticidal crystal protein	Bacillus thuringiensis	Hs18-1	
NOV_Cry1Ac5_99.7_ADD12104.1	INSDC	GU322939.1	146	3661	+	ADD12104.1	Cry1Ac	Bacillus thuringiensis	BLB1	
NOV_Cry1Ab12_99.3_ACU65107.1	INSDC	GQ385073.1	1	3468	+	ACU65107.1	insecticidal protein 1	Bacillus thuringiensis	B.t-227	
NOV_Cry8Bb1_98.5_ABJ38786.1	PAT	N/A				ABJ38786.1	Sequence 22 from patent US 7105332	Unknown		
--	PAT	N/A				ABJ38802.1	Sequence 64 from patent US 7105332	Unknown		
--	PAT	N/A				ABJ38803.1	Sequence 66 from patent US 7105332	Unknown		
--	PAT	N/A				ACE46596.1	Sequence 22 from patent US 7378499	Unknown		
--	PAT	N/A				ACE46612.1	Sequence 64 from patent US 7378499	Unknown		
--	PAT	N/A				ACE46613.1	Sequence 66 from patent US 7378499	Unknown		
--	PAT	N/A				ACK31071.1	Sequence 22 from patent US 7462760	Unknown		
--	PAT	N/A				ACK31087.1	Sequence 64 from patent US 7462760	Unknown		
--	PAT	N/A				ACK31088.1	Sequence 66 from patent US 7462760	Unknown		
--	PAT	N/A				ACM97845.1	Sequence 28 from patent US 7473821	Unknown		
--	PAT	CS130966.1	1	2022	+	CAJ21059.1	unnamed protein product	Bacillus thuringiensis		
--	PAT	CS131008.1	1	2022	+	CAJ21075.1	unnamed protein product	Bacillus thuringiensis		
--	PAT	CS131010.1	1	2022	+	CAJ21076.1	unnamed protein product	Bacillus thuringiensis		
--	PAT	CS163786.1	1	2022	+	CAJ32198.1	unnamed protein product	Bacillus thuringiensis		
--	PAT	CS163788.1	1	2022	+	CAJ32199.1	unnamed protein product	Bacillus thuringiensis		
NOV_Cry11Aa1_99.5_ABW89737.1	INSDC	EU124372.1	1	1932	+	ABW89737.1	Cry4d	Bacillus thuringiensis	DAB-Bt1	
NOV_Cry11Aa1_96.3_ABW89742.1	INSDC	EU124377.1	1	1932	+	ABW89742.1	Cry4d	Bacillus thuringiensis	DAB-Bt6	
NOV_Cry2Ac6_99.7_ACA52278.1	INSDC	EU360896.1	1	1872	+	ACA52278.1	Cry2Ac	Bacillus thuringiensis	67-3	
NOV_Cry11Aa1_97.8_ABW89740.1	INSDC	EU124375.1	1	1932	+	ABW89740.1	Cry4d	Bacillus thuringiensis	DAB-Bt4	
NOV_Cry10Aa1_98.2_ABW89734.1	INSDC	EU124369.1	1	2028	+	ABW89734.1	Cry4c	Bacillus thuringiensis	DAB-Bt4	
NOV_Cry1Ac10_99.8_ADB44078.1	INSDC	GU294785.1	377	3913	+	ADB44078.1	CryIAc endotoxin	Bacillus thuringiensis	HD07	
NOV_Cry53Ab1_40.0_CAH33955.1	PAT	CQ868320.1	1	2016	+	CAH33955.1	unnamed protein product	Bacillus thuringiensis		
--	PAT	GM685341.1	1	2016	+	CAT81670.1	unnamed protein product	Bacillus thuringiensis		
NOV_Cry10Aa1_98.2_ABW89731.1	INSDC	EU124366.1	1	2028	+	ABW89731.1	Cry4c	Bacillus thuringiensis	DAB-Bt1	
NOV_Cry10Aa1_98.2_ABW89732.1	INSDC	EU124367.1	1	2028	+	ABW89732.1	Cry4c	Bacillus thuringiensis	DAB-Bt2	
NOV_Cry40Da1_65.0_CAH33957.1	PAT	CQ868325.1	1	2019	+	CAH33957.1	unnamed protein product	Bacillus thuringiensis		
--	PAT	GM685346.1	1	2019	+	CAT81674.1	unnamed protein product	Bacillus thuringiensis		
NOV_Cry48Aa1_36.6_CAH33948.1	PAT	CQ868305.1	1	2208	+	CAH33948.1	unnamed protein product	Bacillus thuringiensis		
--	PAT	GM685326.1	1	2208	+	CAT81656.1	unnamed protein product	Bacillus thuringiensis		
NOV_Cry48Aa1_36.9_CAH33950.1	PAT	CQ868309.1	1	2085	+	CAH33950.1	unnamed protein product	Bacillus thuringiensis		
--	PAT	GM685330.1	1	2085	+	CAT81660.1	unnamed protein product	Bacillus thuringiensis		
NOV_Cry8Bb1_98.4_ABJ38812.1	PAT	N/A				ABJ38812.1	Sequence 84 from patent US 7105332	Unknown		
--	PAT	N/A				ACE46622.1	Sequence 84 from patent US 7378499	Unknown		
--	PAT	N/A				ACK31097.1	Sequence 84 from patent US 7462760	Unknown		
--	PAT	CS131028.1	1	2031	+	CAJ21085.1	unnamed protein product	Bacillus thuringiensis		
NOV_Cry8Bb1_98.8_ABJ38789.1	PAT	N/A				ABJ38789.1	Sequence 34 from patent US 7105332	Unknown		
--	PAT	N/A				ACE46599.1	Sequence 34 from patent US 7378499	Unknown		
--	PAT	N/A				ACK31074.1	Sequence 34 from patent US 7462760	Unknown		
--	PAT	CS130978.1	1	2022	+	CAJ21062.1	unnamed protein product	Bacillus thuringiensis		
NOV_Cry8Bb1_98.2_ABJ38796.1	PAT	N/A				ABJ38796.1	Sequence 52 from patent US 7105332	Unknown		
--	PAT	N/A				ACE46606.1	Sequence 52 from patent US 7378499	Unknown		
--	PAT	N/A				ACK31081.1	Sequence 52 from patent US 7462760	Unknown		
--	PAT	CS130996.1	1	2031	+	CAJ21069.1	unnamed protein product	Bacillus thuringiensis		
NOV_Cry8Bb1_98.8_ABJ38811.1	PAT	N/A				ABJ38811.1	Sequence 82 from patent US 7105332	Unknown		
--	PAT	N/A				ACE46621.1	Sequence 82 from patent US 7378499	Unknown		
--	PAT	N/A				ACK31096.1	Sequence 82 from patent US 7462760	Unknown		
--	PAT	CS131026.1	1	2022	+	CAJ21084.1	unnamed protein product	Bacillus thuringiensis		
NOV_Cry11Aa1_98.9_ABW89739.1	INSDC	EU124374.1	1	1932	+	ABW89739.1	Cry4d	Bacillus thuringiensis	DAB-Bt3	
NOV_Cry8Bb1_98.7_ABJ38810.1	PAT	N/A				ABJ38810.1	Sequence 80 from patent US 7105332	Unknown		
--	PAT	N/A				ACE46620.1	Sequence 80 from patent US 7378499	Unknown		
--	PAT	N/A				ACK31095.1	Sequence 80 from patent US 7462760	Unknown		
--	PAT	CS131024.1	1	2025	+	CAJ21083.1	unnamed protein product	Bacillus thuringiensis		
NOV_Cry8Bb1_99.1_ABJ38788.1	PAT	N/A				ABJ38788.1	Sequence 30 from patent US 7105332	Unknown		
--	PAT	N/A				ACE46598.1	Sequence 30 from patent US 7378499	Unknown		
--	PAT	N/A				ACK31073.1	Sequence 30 from patent US 7462760	Unknown		
--	PAT	CS130974.1	1	2022	+	CAJ21061.1	unnamed protein product	Bacillus thuringiensis		
NOV_Cry8Bb1_98.7_ABJ38795.1	PAT	N/A				ABJ38795.1	Sequence 50 from patent US 7105332	Unknown		
--	PAT	N/A				ACE46605.1	Sequence 50 from patent US 7378499	Unknown		
--	PAT	N/A				ACK31080.1	Sequence 50 from patent US 7462760	Unknown		
--	PAT	CS130994.1	1	2022	+	CAJ21068.1	unnamed protein product	Bacillus thuringiensis		
NOV_Cry8Bb1_98.8_ABJ38808.1	PAT	N/A				ABJ38808.1	Sequence 76 from patent US 7105332	Unknown		
--	PAT	N/A				ACE46618.1	Sequence 76 from patent US 7378499	Unknown		
--	PAT	N/A				ACK31093.1	Sequence 76 from patent US 7462760	Unknown		
--	PAT	CS131020.1	1	2022	+	CAJ21081.1	unnamed protein product	Bacillus thuringiensis		
NOV_Cry8Bb1_98.7_ABJ38804.1	PAT	N/A				ABJ38804.1	Sequence 68 from patent US 7105332	Unknown		
--	PAT	N/A				ACE46614.1	Sequence 68 from patent US 7378499	Unknown		
--	PAT	N/A				ACK31089.1	Sequence 68 from patent US 7462760	Unknown		
--	PAT	CS131012.1	1	2022	+	CAJ21077.1	unnamed protein product	Bacillus thuringiensis		
--	PAT	CS163784.1	1	2022	+	CAJ32197.1	unnamed protein product	Bacillus thuringiensis		
NOV_Cry8Bb1_98.1_ABJ38790.1	PAT	N/A				ABJ38790.1	Sequence 40 from patent US 7105332	Unknown		
--	PAT	N/A				ACE46600.1	Sequence 40 from patent US 7378499	Unknown		
--	PAT	N/A				ACK31075.1	Sequence 40 from patent US 7462760	Unknown		
--	PAT	CS130984.1	1	2028	+	CAJ21063.1	unnamed protein product	Bacillus thuringiensis		
NOV_Cry8Bb1_98.1_ABJ38817.1	PAT	N/A				ABJ38817.1	Sequence 94 from patent US 7105332	Unknown		
--	PAT	N/A				ACE46627.1	Sequence 94 from patent US 7378499	Unknown		
--	PAT	N/A				ACK31102.1	Sequence 94 from patent US 7462760	Unknown		
--	PAT	CS131038.1	1	2019	+	CAJ21090.1	unnamed protein product	Bacillus thuringiensis		
NOV_Cry8Bb1_98.5_ABJ38793.1	PAT	N/A				ABJ38793.1	Sequence 46 from patent US 7105332	Unknown		
--	PAT	N/A				ACE46603.1	Sequence 46 from patent US 7378499	Unknown		
--	PAT	N/A				ACK31078.1	Sequence 46 from patent US 7462760	Unknown		
--	PAT	CS130990.1	1	2025	+	CAJ21066.1	unnamed protein product	Bacillus thuringiensis		
NOV_Cry8Bb1_99.0_ABJ38805.1	PAT	N/A				ABJ38805.1	Sequence 70 from patent US 7105332	Unknown		
--	PAT	N/A				ACE46615.1	Sequence 70 from patent US 7378499	Unknown		
--	PAT	N/A				ACK31090.1	Sequence 70 from patent US 7462760	Unknown		
--	PAT	CS131014.1	1	2022	+	CAJ21078.1	unnamed protein product	Bacillus thuringiensis		
NOV_Cry11Aa1_98.8_ABW89738.1	INSDC	EU124373.1	1	1932	+	ABW89738.1	Cry4d	Bacillus thuringiensis	DAB-Bt2	
NOV_Cry8Bb1_99.3_ABJ38787.1	PAT	N/A				ABJ38787.1	Sequence 26 from patent US 7105332	Unknown		
--	PAT	N/A				ACE46597.1	Sequence 26 from patent US 7378499	Unknown		
--	PAT	N/A				ACK31072.1	Sequence 26 from patent US 7462760	Unknown		
--	PAT	CS130970.1	1	2022	+	CAJ21060.1	unnamed protein product	Bacillus thuringiensis		
NOV_Cry8Bb1_98.4_ABJ38800.1	PAT	N/A				ABJ38800.1	Sequence 60 from patent US 7105332	Unknown		
--	PAT	N/A				ACE46610.1	Sequence 60 from patent US 7378499	Unknown		
--	PAT	N/A				ACK31085.1	Sequence 60 from patent US 7462760	Unknown		
--	PAT	CS131004.1	1	2019	+	CAJ21073.1	unnamed protein product	Bacillus thuringiensis		
NOV_Cry8Bb1_98.5_ABJ38816.1	PAT	N/A				ABJ38816.1	Sequence 92 from patent US 7105332	Unknown		
--	PAT	N/A				ACE46626.1	Sequence 92 from patent US 7378499	Unknown		
--	PAT	N/A				ACK31101.1	Sequence 92 from patent US 7462760	Unknown		
--	PAT	CS131036.1	1	2019	+	CAJ21089.1	unnamed protein product	Bacillus thuringiensis		
NOV_Cry8Bb1_98.2_ABJ38791.1	PAT	N/A				ABJ38791.1	Sequence 42 from patent US 7105332	Unknown		
--	PAT	N/A				ACE46601.1	Sequence 42 from patent US 7378499	Unknown		
--	PAT	N/A				ACK31076.1	Sequence 42 from patent US 7462760	Unknown		
--	PAT	CS130986.1	1	2025	+	CAJ21064.1	unnamed protein product	Bacillus thuringiensis		
NOV_Cry8Bb1_97.8_ABJ38798.1	PAT	N/A				ABJ38798.1	Sequence 56 from patent US 7105332	Unknown		
--	PAT	N/A				ACE46608.1	Sequence 56 from patent US 7378499	Unknown		
--	PAT	N/A				ACK31083.1	Sequence 56 from patent US 7462760	Unknown		
--	PAT	CS131000.1	1	2019	+	CAJ21071.1	unnamed protein product	Bacillus thuringiensis		
NOV_Cry8Bb1_98.7_ABJ38792.1	PAT	N/A				ABJ38792.1	Sequence 44 from patent US 7105332	Unknown		
--	PAT	N/A				ACE46602.1	Sequence 44 from patent US 7378499	Unknown		
--	PAT	N/A				ACK31077.1	Sequence 44 from patent US 7462760	Unknown		
--	PAT	CS130988.1	1	2022	+	CAJ21065.1	unnamed protein product	Bacillus thuringiensis		
NOV_Cry8Bb1_98.5_ABJ38794.1	PAT	N/A				ABJ38794.1	Sequence 48 from patent US 7105332	Unknown		
--	PAT	N/A				ACE46604.1	Sequence 48 from patent US 7378499	Unknown		
--	PAT	N/A				ACK31079.1	Sequence 48 from patent US 7462760	Unknown		
--	PAT	CS130992.1	1	2025	+	CAJ21067.1	unnamed protein product	Bacillus thuringiensis		
NOV_Cry8Bb1_98.2_ABJ38806.1	PAT	N/A				ABJ38806.1	Sequence 72 from patent US 7105332	Unknown		
--	PAT	N/A				ACE46616.1	Sequence 72 from patent US 7378499	Unknown		
--	PAT	N/A				ACK31091.1	Sequence 72 from patent US 7462760	Unknown		
--	PAT	CS131016.1	1	2028	+	CAJ21079.1	unnamed protein product	Bacillus thuringiensis		
NOV_Cry8Bb1_98.4_ABJ38807.1	PAT	N/A				ABJ38807.1	Sequence 74 from patent US 7105332	Unknown		
--	PAT	N/A				ACE46617.1	Sequence 74 from patent US 7378499	Unknown		
--	PAT	N/A				ACK31092.1	Sequence 74 from patent US 7462760	Unknown		
--	PAT	CS131018.1	1	2025	+	CAJ21080.1	unnamed protein product	Bacillus thuringiensis		
NOV_Cry8Bb1_97.9_ABJ38801.1	PAT	N/A				ABJ38801.1	Sequence 62 from patent US 7105332	Unknown		
--	PAT	N/A				ACE46611.1	Sequence 62 from patent US 7378499	Unknown		
--	PAT	N/A				ACK31086.1	Sequence 62 from patent US 7462760	Unknown		
--	PAT	CS131006.1	1	2019	+	CAJ21074.1	unnamed protein product	Bacillus thuringiensis		
NOV_Cry8Bb1_97.9_ABJ38814.1	PAT	N/A				ABJ38814.1	Sequence 88 from patent US 7105332	Unknown		
--	PAT	N/A				ACE46624.1	Sequence 88 from patent US 7378499	Unknown		
--	PAT	N/A				ACK31099.1	Sequence 88 from patent US 7462760	Unknown		
--	PAT	CS131032.1	1	2019	+	CAJ21087.1	unnamed protein product	Bacillus thuringiensis		
