Cry	id	dom_id	type_id	Cry_len	len	dom_len	type_len
BT_Cry1A-like	55.0797519459831	domain3	all	BT_Cry1A-like	441	domain3	all
BT_Cry1Aa1	55.1139617894281	domain3	all	BT_Cry1Aa1	444	domain3	all
BT_Cry1Aa10	55.1139617894281	domain3	all	BT_Cry1Aa10	444	domain3	all
BT_Cry1Aa14	55.1782136412216	domain3	all	BT_Cry1Aa14	441	domain3	all
BT_Cry1Aa15	54.9969764635325	domain3	all	BT_Cry1Aa15	444	domain3	all
BT_Cry1Aa17	55.1139617894281	domain3	all	BT_Cry1Aa17	444	domain3	all
BT_Cry1Aa2	55.1139617894281	domain3	all	BT_Cry1Aa2	444	domain3	all
BT_Cry1Aa20	55.1139617894281	domain3	all	BT_Cry1Aa20	444	domain3	all
BT_Cry1Aa21	55.1139617894281	domain3	all	BT_Cry1Aa21	444	domain3	all
BT_Cry1Aa24	55.1139617894281	domain3	all	BT_Cry1Aa24	444	domain3	all
BT_Cry1Aa7	55.6639322676765	domain3	all	BT_Cry1Aa7	411	domain3	all
BT_Cry1Ab12	55.1460935719689	domain3	all	BT_Cry1Ab12	441	domain3	all
BT_Cry1Ab16	55.1460935719689	domain3	all	BT_Cry1Ab16	441	domain3	all
BT_Cry1Ab17	55.1460935719689	domain3	all	BT_Cry1Ab17	441	domain3	all
BT_Cry1Ab18	55.2099898422167	domain3	all	BT_Cry1Ab18	441	domain3	all
BT_Cry1Ab19	55.0577024480197	domain3	all	BT_Cry1Ab19	441	domain3	all
BT_Cry1Ab2	54.5184975469329	domain3	all	BT_Cry1Ab2	432	domain3	all
BT_Cry1Ab21	55.1460935719689	domain3	all	BT_Cry1Ab21	441	domain3	all
BT_Cry1Ab22	55.1460935719689	domain3	all	BT_Cry1Ab22	441	domain3	all
BT_Cry1Ab24	55.2099898422167	domain3	all	BT_Cry1Ab24	441	domain3	all
BT_Cry1Ab26	54.9505172118354	domain3	all	BT_Cry1Ab26	441	domain3	all
BT_Cry1Ab27	55.1959612721191	domain3	all	BT_Cry1Ab27	441	domain3	all
BT_Cry1Ab30	55.0987581553451	domain3	all	BT_Cry1Ab30	441	domain3	all
BT_Cry1Ab31	55.1460935719689	domain3	all	BT_Cry1Ab31	441	domain3	all
BT_Cry1Ab32	55.1460935719689	domain3	all	BT_Cry1Ab32	441	domain3	all
BT_Cry1Ab33	55.1682719804939	domain3	all	BT_Cry1Ab33	441	domain3	all
BT_Cry1Ab34	55.1737312491116	domain3	all	BT_Cry1Ab34	441	domain3	all
BT_Cry1Ab6	54.9310199603755	domain3	all	BT_Cry1Ab6	441	domain3	all
BT_Cry1Ab7	55.0023074444651	domain3	all	BT_Cry1Ab7	441	domain3	all
BT_Cry1Ab8	55.1460935719689	domain3	all	BT_Cry1Ab8	441	domain3	all
BT_Cry1Ac12	52.7956499945301	domain3	all	BT_Cry1Ac12	417	domain3	all
BT_Cry1Ac13	52.900571291541	domain3	all	BT_Cry1Ac13	417	domain3	all
BT_Cry1Ac15	52.7956499945301	domain3	all	BT_Cry1Ac15	417	domain3	all
BT_Cry1Ac18	52.7967748537697	domain3	all	BT_Cry1Ac18	417	domain3	all
BT_Cry1Ac19	52.7956499945301	domain3	all	BT_Cry1Ac19	417	domain3	all
BT_Cry1Ac20	52.7956499945301	domain3	all	BT_Cry1Ac20	417	domain3	all
BT_Cry1Ac22	52.7956499945301	domain3	all	BT_Cry1Ac22	417	domain3	all
BT_Cry1Ac24	52.8008783993664	domain3	all	BT_Cry1Ac24	417	domain3	all
BT_Cry1Ac25	52.7956499945301	domain3	all	BT_Cry1Ac25	417	domain3	all
BT_Cry1Ac27	52.7956499945301	domain3	all	BT_Cry1Ac27	417	domain3	all
BT_Cry1Ac28	52.7956499945301	domain3	all	BT_Cry1Ac28	417	domain3	all
BT_Cry1Ac29	52.7956499945301	domain3	all	BT_Cry1Ac29	417	domain3	all
BT_Cry1Ac30	52.2451848670268	domain3	all	BT_Cry1Ac30	405	domain3	all
BT_Cry1Ac33	52.7417444385941	domain3	all	BT_Cry1Ac33	417	domain3	all
BT_Cry1Ac35	52.7591820124651	domain3	all	BT_Cry1Ac35	417	domain3	all
BT_Cry1Ac36	52.7967748537697	domain3	all	BT_Cry1Ac36	417	domain3	all
BT_Cry1Ac37	52.7537902918367	domain3	all	BT_Cry1Ac37	417	domain3	all
BT_Cry1Ac38	52.784726932316	domain3	all	BT_Cry1Ac38	417	domain3	all
BT_Cry1Ac39	52.5135718110449	domain3	all	BT_Cry1Ac39	414	domain3	all
BT_Cry1Ac4	52.7956499945301	domain3	all	BT_Cry1Ac4	417	domain3	all
BT_Cry1Ac6	52.7956499945301	domain3	all	BT_Cry1Ac6	417	domain3	all
BT_Cry1Ac8	52.7956499945301	domain3	all	BT_Cry1Ac8	417	domain3	all
BT_Cry1Ac9	52.7956499945301	domain3	all	BT_Cry1Ac9	417	domain3	all
BT_Cry1Ad1	54.4062365428674	domain3	all	BT_Cry1Ad1	438	domain3	all
BT_Cry1Ad2	54.6735980026517	domain3	all	BT_Cry1Ad2	438	domain3	all
BT_Cry1Ae1	55.0319984643365	domain3	all	BT_Cry1Ae1	441	domain3	all
BT_Cry1Af1	54.8718945925457	domain3	all	BT_Cry1Af1	441	domain3	all
BT_Cry1Ag1	54.5794603696966	domain3	all	BT_Cry1Ag1	438	domain3	all
BT_Cry1Ah2	52.7956499945301	domain3	all	BT_Cry1Ah2	417	domain3	all
BT_Cry1Ai1	52.7956499945301	domain3	all	BT_Cry1Ai1	417	domain3	all
BT_Cry1Ba1	52.7670025101237	domain3	all	BT_Cry1Ba1	411	domain3	all
BT_Cry1Ba6	52.7060747676323	domain3	all	BT_Cry1Ba6	411	domain3	all
BT_Cry1Ba7	52.7670025101237	domain3	all	BT_Cry1Ba7	411	domain3	all
BT_Cry1Bb1	53.7737337226874	domain3	all	BT_Cry1Bb1	405	domain3	all
BT_Cry1Bd1	52.5602825042489	domain3	all	BT_Cry1Bd1	414	domain3	all
BT_Cry1Bd2	52.5602825042489	domain3	all	BT_Cry1Bd2	414	domain3	all
BT_Cry1Be1	51.9401512117189	domain3	all	BT_Cry1Be1	411	domain3	all
BT_Cry1Be3	51.9518858959249	domain3	all	BT_Cry1Be3	411	domain3	all
BT_Cry1Bf1	51.9401512117189	domain3	all	BT_Cry1Bf1	411	domain3	all
BT_Cry1Bg1	51.9401512117189	domain3	all	BT_Cry1Bg1	411	domain3	all
BT_Cry1Bh1	52.5705898446124	domain3	all	BT_Cry1Bh1	414	domain3	all
BT_Cry1Bi1	52.4136789327234	domain3	all	BT_Cry1Bi1	414	domain3	all
BT_Cry1Bj1	52.2483134611396	domain3	all	BT_Cry1Bj1	417	domain3	all
BT_Cry1Ca11	51.8187176303376	domain3	all	BT_Cry1Ca11	441	domain3	all
BT_Cry1Ca2	51.8187176303376	domain3	all	BT_Cry1Ca2	441	domain3	all
BT_Cry1Ca3	51.8187176303376	domain3	all	BT_Cry1Ca3	441	domain3	all
BT_Cry1Ca4	51.8187176303376	domain3	all	BT_Cry1Ca4	441	domain3	all
BT_Cry1Cb1	52.4976728224357	domain3	all	BT_Cry1Cb1	408	domain3	all
BT_Cry1Da1	51.3032011488664	domain3	all	BT_Cry1Da1	396	domain3	all
BT_Cry1Da4	51.304548973513	domain3	all	BT_Cry1Da4	396	domain3	all
BT_Cry1Db1	51.2262517650898	domain3	all	BT_Cry1Db1	396	domain3	all
BT_Cry1Ea10	52.1177396524859	domain3	all	BT_Cry1Ea10	402	domain3	all
BT_Cry1Ea2	52.1177396524859	domain3	all	BT_Cry1Ea2	402	domain3	all
BT_Cry1Ea4	52.1177396524859	domain3	all	BT_Cry1Ea4	402	domain3	all
BT_Cry1Ea7	52.0653723315295	domain3	all	BT_Cry1Ea7	402	domain3	all
BT_Cry1Eb1	52.3580716974194	domain3	all	BT_Cry1Eb1	408	domain3	all
BT_Cry1Fa1	52.3120496237012	domain3	all	BT_Cry1Fa1	411	domain3	all
BT_Cry1Fa3	52.3042692515516	domain3	all	BT_Cry1Fa3	411	domain3	all
BT_Cry1Fa4	52.3120496237012	domain3	all	BT_Cry1Fa4	411	domain3	all
BT_Cry1Fb1	54.0613543252505	domain3	all	BT_Cry1Fb1	405	domain3	all
BT_Cry1Fb3	53.8736032033452	domain3	all	BT_Cry1Fb3	405	domain3	all
BT_Cry1Fb6	54.1027873327853	domain3	all	BT_Cry1Fb6	405	domain3	all
BT_Cry1Ga2	53.5607463562727	domain3	all	BT_Cry1Ga2	417	domain3	all
BT_Cry1Gb1	53.9974078138902	domain3	all	BT_Cry1Gb1	414	domain3	all
BT_Cry1Gb2	53.9835432486677	domain3	all	BT_Cry1Gb2	414	domain3	all
BT_Cry1Ha1	51.1236474315502	domain3	all	BT_Cry1Ha1	402	domain3	all
BT_Cry1Hb1	50.7773736875343	domain3	all	BT_Cry1Hb1	396	domain3	all
BT_Cry1Ia11	55.6827972676209	domain3	all	BT_Cry1Ia11	411	domain3	all
BT_Cry1Ia12	55.677100373175	domain3	all	BT_Cry1Ia12	411	domain3	all
BT_Cry1Ia13	55.4544013864745	domain3	all	BT_Cry1Ia13	411	domain3	all
BT_Cry1Ia15	55.682797267621	domain3	all	BT_Cry1Ia15	411	domain3	all
BT_Cry1Ia18	55.6393489208403	domain3	all	BT_Cry1Ia18	411	domain3	all
BT_Cry1Ia2	55.682797267621	domain3	all	BT_Cry1Ia2	411	domain3	all
BT_Cry1Ia20	55.682797267621	domain3	all	BT_Cry1Ia20	411	domain3	all
BT_Cry1Ia21	55.4845489432529	domain3	all	BT_Cry1Ia21	411	domain3	all
BT_Cry1Ia22	55.4845489432529	domain3	all	BT_Cry1Ia22	411	domain3	all
BT_Cry1Ia24	55.682797267621	domain3	all	BT_Cry1Ia24	411	domain3	all
BT_Cry1Ia25	55.5027419136877	domain3	all	BT_Cry1Ia25	411	domain3	all
BT_Cry1Ia26	55.4980270297507	domain3	all	BT_Cry1Ia26	411	domain3	all
BT_Cry1Ia28	55.5471639301902	domain3	all	BT_Cry1Ia28	411	domain3	all
BT_Cry1Ia29	55.682797267621	domain3	all	BT_Cry1Ia29	411	domain3	all
BT_Cry1Ia3	55.682797267621	domain3	all	BT_Cry1Ia3	411	domain3	all
BT_Cry1Ia30	55.682797267621	domain3	all	BT_Cry1Ia30	411	domain3	all
BT_Cry1Ia31	55.682797267621	domain3	all	BT_Cry1Ia31	411	domain3	all
BT_Cry1Ia32	55.6934982787907	domain3	all	BT_Cry1Ia32	411	domain3	all
BT_Cry1Ia33	55.682797267621	domain3	all	BT_Cry1Ia33	411	domain3	all
BT_Cry1Ia4	55.682797267621	domain3	all	BT_Cry1Ia4	411	domain3	all
BT_Cry1Ia6	55.6185366670969	domain3	all	BT_Cry1Ia6	411	domain3	all
BT_Cry1Ia7	55.6884249767566	domain3	all	BT_Cry1Ia7	411	domain3	all
BT_Cry1Ia8	55.682797267621	domain3	all	BT_Cry1Ia8	411	domain3	all
BT_Cry1Ib1	55.8050742602779	domain3	all	BT_Cry1Ib1	411	domain3	all
BT_Cry1Ib2	55.5292722636413	domain3	all	BT_Cry1Ib2	411	domain3	all
BT_Cry1Ib4	55.8025180037826	domain3	all	BT_Cry1Ib4	411	domain3	all
BT_Cry1Ib7	55.8025180037826	domain3	all	BT_Cry1Ib7	411	domain3	all
BT_Cry1Ib8	55.5290926308856	domain3	all	BT_Cry1Ib8	411	domain3	all
BT_Cry1Ic1	55.2597768485018	domain3	all	BT_Cry1Ic1	411	domain3	all
BT_Cry1Id1	55.3012358922713	domain3	all	BT_Cry1Id1	414	domain3	all
BT_Cry1Ie1	55.8025180037826	domain3	all	BT_Cry1Ie1	411	domain3	all
BT_Cry1Ie3	55.1523282628033	domain3	all	BT_Cry1Ie3	411	domain3	all
BT_Cry1Ie4	54.9445262218135	domain3	all	BT_Cry1Ie4	411	domain3	all
BT_Cry1Ie5	55.0164630808925	domain3	all	BT_Cry1Ie5	411	domain3	all
BT_Cry1Ig1	52.2340802503378	domain3	all	BT_Cry1Ig1	420	domain3	all
BT_Cry1Ja1	54.175159555932	domain3	all	BT_Cry1Ja1	405	domain3	all
BT_Cry1Ja3	54.0864102768052	domain3	all	BT_Cry1Ja3	405	domain3	all
BT_Cry1Jb1	50.4104209406812	domain3	all	BT_Cry1Jb1	417	domain3	all
BT_Cry1Jd1	50.0130191653281	domain3	all	BT_Cry1Jd1	420	domain3	all
BT_Cry1Ka1	51.225065316018	domain3	all	BT_Cry1Ka1	408	domain3	all
BT_Cry1Ka2	51.5203959182484	domain3	all	BT_Cry1Ka2	414	domain3	all
BT_Cry1La1	51.526376795897	domain3	all	BT_Cry1La1	411	domain3	all
BT_Cry1La2	51.526376795897	domain3	all	BT_Cry1La2	411	domain3	all
BT_Cry1Ma1	53.9597070440684	domain3	all	BT_Cry1Ma1	414	domain3	all
BT_Cry1Na1	53.3099562279092	domain3	all	BT_Cry1Na1	411	domain3	all
BT_Cry1Nb1	53.0501412547257	domain3	all	BT_Cry1Nb1	399	domain3	all
BT_Cry20Aa1	50.4070514947069	domain3	all	BT_Cry20Aa1	408	domain3	all
BT_Cry20Ba2	50.694864138737	domain3	all	BT_Cry20Ba2	414	domain3	all
BT_Cry21Aa1	49.4029404683791	domain3	all	BT_Cry21Aa1	402	domain3	all
BT_Cry21Ba1	49.882502355186	domain3	all	BT_Cry21Ba1	408	domain3	all
BT_Cry21Ca1	49.6810902810204	domain3	all	BT_Cry21Ca1	414	domain3	all
BT_Cry21Da1	48.626720047838	domain3	all	BT_Cry21Da1	408	domain3	all
BT_Cry21Fa1	48.7409929250338	domain3	all	BT_Cry21Fa1	459	domain3	all
BT_Cry21Ga1	49.3869265113712	domain3	all	BT_Cry21Ga1	423	domain3	all
BT_Cry21Ha1	49.1586001245596	domain3	all	BT_Cry21Ha1	450	domain3	all
BT_Cry24Ca1	50.5027517222382	domain3	all	BT_Cry24Ca1	399	domain3	all
BT_Cry24Da1	50.6959105977116	domain3	all	BT_Cry24Da1	414	domain3	all
BT_Cry26Aa1	49.129738334408	domain3	all	BT_Cry26Aa1	417	domain3	all
BT_Cry27Aa1	50.6957070472098	domain3	all	BT_Cry27Aa1	474	domain3	all
BT_Cry28Aa1	50.784566195991	domain3	all	BT_Cry28Aa1	426	domain3	all
BT_Cry28Aa2	50.7925120768348	domain3	all	BT_Cry28Aa2	426	domain3	all
BT_Cry29Aa1	51.2665906963293	domain3	all	BT_Cry29Aa1	432	domain3	all
BT_Cry2Aa10	53.5930063179712	domain3	all	BT_Cry2Aa10	423	domain3	all
BT_Cry2Aa13	53.5930063179712	domain3	all	BT_Cry2Aa13	423	domain3	all
BT_Cry2Aa14	53.5930063179712	domain3	all	BT_Cry2Aa14	423	domain3	all
BT_Cry2Aa15	53.5930063179712	domain3	all	BT_Cry2Aa15	423	domain3	all
BT_Cry2Aa16	53.5930063179712	domain3	all	BT_Cry2Aa16	423	domain3	all
BT_Cry2Aa17	53.5930063179712	domain3	all	BT_Cry2Aa17	423	domain3	all
BT_Cry2Aa3	53.5489422415548	domain3	all	BT_Cry2Aa3	423	domain3	all
BT_Cry2Aa5	53.5563379970477	domain3	all	BT_Cry2Aa5	423	domain3	all
BT_Cry2Aa6	53.5930063179712	domain3	all	BT_Cry2Aa6	423	domain3	all
BT_Cry2Aa8	53.5930063179712	domain3	all	BT_Cry2Aa8	423	domain3	all
BT_Cry2Ab11	53.7675982585756	domain3	all	BT_Cry2Ab11	423	domain3	all
BT_Cry2Ab12	53.59459583994	domain3	all	BT_Cry2Ab12	423	domain3	all
BT_Cry2Ab13	53.811091115466	domain3	all	BT_Cry2Ab13	423	domain3	all
BT_Cry2Ab14	53.5389977226623	domain3	all	BT_Cry2Ab14	423	domain3	all
BT_Cry2Ab15	53.8153394333748	domain3	all	BT_Cry2Ab15	426	domain3	all
BT_Cry2Ab19	53.8650615538769	domain3	all	BT_Cry2Ab19	423	domain3	all
BT_Cry2Ab20	53.8650615538769	domain3	all	BT_Cry2Ab20	423	domain3	all
BT_Cry2Ab21	53.8620570610507	domain3	all	BT_Cry2Ab21	423	domain3	all
BT_Cry2Ab22	53.6799002989214	domain3	all	BT_Cry2Ab22	423	domain3	all
BT_Cry2Ab23	53.7514456716291	domain3	all	BT_Cry2Ab23	423	domain3	all
BT_Cry2Ab25	53.8650615538769	domain3	all	BT_Cry2Ab25	423	domain3	all
BT_Cry2Ab26	53.7910812419005	domain3	all	BT_Cry2Ab26	423	domain3	all
BT_Cry2Ab28	53.8650615538769	domain3	all	BT_Cry2Ab28	423	domain3	all
BT_Cry2Ab29	53.6563213664497	domain3	all	BT_Cry2Ab29	423	domain3	all
BT_Cry2Ab30	53.8650615538769	domain3	all	BT_Cry2Ab30	423	domain3	all
BT_Cry2Ab4	53.8805838505263	domain3	all	BT_Cry2Ab4	423	domain3	all
BT_Cry2Ab5	53.7886064901594	domain3	all	BT_Cry2Ab5	423	domain3	all
BT_Cry2Ab6	53.8620207194138	domain3	all	BT_Cry2Ab6	423	domain3	all
BT_Cry2Ab7	53.8805838505263	domain3	all	BT_Cry2Ab7	423	domain3	all
BT_Cry2Ab8	53.8650615538769	domain3	all	BT_Cry2Ab8	423	domain3	all
BT_Cry2Ab9	53.8805838505263	domain3	all	BT_Cry2Ab9	423	domain3	all
BT_Cry2Ac1	53.0302827091083	domain3	all	BT_Cry2Ac1	420	domain3	all
BT_Cry2Ac10	53.1237471085452	domain3	all	BT_Cry2Ac10	420	domain3	all
BT_Cry2Ac11	53.1237471085452	domain3	all	BT_Cry2Ac11	420	domain3	all
BT_Cry2Ac12	53.1237471085452	domain3	all	BT_Cry2Ac12	420	domain3	all
BT_Cry2Ac2	53.1237471085452	domain3	all	BT_Cry2Ac2	420	domain3	all
BT_Cry2Ac4	53.1405192817321	domain3	all	BT_Cry2Ac4	420	domain3	all
BT_Cry2Ac5	53.0337217490632	domain3	all	BT_Cry2Ac5	420	domain3	all
BT_Cry2Ac6	53.1237471085452	domain3	all	BT_Cry2Ac6	420	domain3	all
BT_Cry2Ac7	53.1237471085452	domain3	all	BT_Cry2Ac7	420	domain3	all
BT_Cry2Ac8	53.1237471085452	domain3	all	BT_Cry2Ac8	420	domain3	all
BT_Cry2Ad3	53.6783933331747	domain3	all	BT_Cry2Ad3	423	domain3	all
BT_Cry2Ad4	53.6783933331747	domain3	all	BT_Cry2Ad4	423	domain3	all
BT_Cry2Ad5	53.6063930582502	domain3	all	BT_Cry2Ad5	426	domain3	all
BT_Cry2Af1	52.9950466198391	domain3	all	BT_Cry2Af1	423	domain3	all
BT_Cry2Ag1	52.4461002803134	domain3	all	BT_Cry2Ag1	399	domain3	all
BT_Cry2Ah1	53.7993138665262	domain3	all	BT_Cry2Ah1	423	domain3	all
BT_Cry2Ah2	53.7993138665262	domain3	all	BT_Cry2Ah2	423	domain3	all
BT_Cry2Ah3	53.7993138665262	domain3	all	BT_Cry2Ah3	423	domain3	all
BT_Cry2Ah5	53.7993138665262	domain3	all	BT_Cry2Ah5	423	domain3	all
BT_Cry2Ai1	53.4441501130717	domain3	all	BT_Cry2Ai1	423	domain3	all
BT_Cry2Ak1	53.2412183386716	domain3	all	BT_Cry2Ak1	423	domain3	all
BT_Cry2Al1	53.4082497148267	domain3	all	BT_Cry2Al1	423	domain3	all
BT_Cry2Ba2	51.8859018716093	domain3	all	BT_Cry2Ba2	423	domain3	all
BT_Cry30Aa1	51.7912610870837	domain3	all	BT_Cry30Aa1	459	domain3	all
BT_Cry30Ca1	51.3413124628617	domain3	all	BT_Cry30Ca1	462	domain3	all
BT_Cry30Da1	51.6249036785698	domain3	all	BT_Cry30Da1	447	domain3	all
BT_Cry30Db1	51.927784735795	domain3	all	BT_Cry30Db1	447	domain3	all
BT_Cry30Ea1	52.0813630376774	domain3	all	BT_Cry30Ea1	459	domain3	all
BT_Cry30Ea4	52.1632729603333	domain3	all	BT_Cry30Ea4	459	domain3	all
BT_Cry30Fa1	51.7201391457948	domain3	all	BT_Cry30Fa1	462	domain3	all
BT_Cry30Ga1	51.5604803845531	domain3	all	BT_Cry30Ga1	462	domain3	all
BT_Cry30Ga2	51.5057917775716	domain3	all	BT_Cry30Ga2	462	domain3	all
BT_Cry31Aa1	49.503028455523	domain3	all	BT_Cry31Aa1	396	domain3	all
BT_Cry31Aa4	49.4908818058325	domain3	all	BT_Cry31Aa4	396	domain3	all
BT_Cry31Aa5	49.503028455523	domain3	all	BT_Cry31Aa5	396	domain3	all
BT_Cry31Aa6	49.4668978895459	domain3	all	BT_Cry31Aa6	396	domain3	all
BT_Cry31Ab1	49.3290412162284	domain3	all	BT_Cry31Ab1	405	domain3	all
BT_Cry31Ac1	46.9008191360334	domain3	all	BT_Cry31Ac1	279	domain3	all
BT_Cry31Ac2	46.9008191360334	domain3	all	BT_Cry31Ac2	279	domain3	all
BT_Cry31Ad1	49.3742438458348	domain3	all	BT_Cry31Ad1	408	domain3	all
BT_Cry32Aa1	47.9452676020384	domain3	all	BT_Cry32Aa1	342	domain3	all
BT_Cry32Ab1	47.8899677361325	domain3	all	BT_Cry32Ab1	342	domain3	all
BT_Cry32Ba1	49.2749741963288	domain3	all	BT_Cry32Ba1	423	domain3	all
BT_Cry32Ca1	50.4718322784972	domain3	all	BT_Cry32Ca1	417	domain3	all
BT_Cry32Cb1	50.7191271806967	domain3	all	BT_Cry32Cb1	417	domain3	all
BT_Cry32Da1	50.7110015490172	domain3	all	BT_Cry32Da1	426	domain3	all
BT_Cry32Ea1	50.3530898492992	domain3	all	BT_Cry32Ea1	423	domain3	all
BT_Cry32Ea2	50.7939761960088	domain3	all	BT_Cry32Ea2	420	domain3	all
BT_Cry32Fa1	49.6079504328358	domain3	all	BT_Cry32Fa1	408	domain3	all
BT_Cry32Ga1	50.3484091468767	domain3	all	BT_Cry32Ga1	429	domain3	all
BT_Cry32Ha1	50.4423360933016	domain3	all	BT_Cry32Ha1	414	domain3	all
BT_Cry32Hb1	49.7464771180525	domain3	all	BT_Cry32Hb1	405	domain3	all
BT_Cry32Ia1	49.9922499215218	domain3	all	BT_Cry32Ia1	417	domain3	all
BT_Cry32Ja1	48.8739319626684	domain3	all	BT_Cry32Ja1	432	domain3	all
BT_Cry32Ka1	50.5533242842128	domain3	all	BT_Cry32Ka1	426	domain3	all
BT_Cry32La1	49.7618325256951	domain3	all	BT_Cry32La1	426	domain3	all
BT_Cry32Ma1	50.8288564419604	domain3	all	BT_Cry32Ma1	417	domain3	all
BT_Cry32Mb1	50.603416160225	domain3	all	BT_Cry32Mb1	408	domain3	all
BT_Cry32Na1	50.655360233953	domain3	all	BT_Cry32Na1	420	domain3	all
BT_Cry32Oa1	49.587733725284	domain3	all	BT_Cry32Oa1	462	domain3	all
BT_Cry32Pa1	50.6848604382016	domain3	all	BT_Cry32Pa1	399	domain3	all
BT_Cry32Qa1	50.3297656026794	domain3	all	BT_Cry32Qa1	405	domain3	all
BT_Cry32Ra1	49.9824802873215	domain3	all	BT_Cry32Ra1	423	domain3	all
BT_Cry32Sa1	49.8111041837734	domain3	all	BT_Cry32Sa1	402	domain3	all
BT_Cry32Ta1	50.8661924784678	domain3	all	BT_Cry32Ta1	417	domain3	all
BT_Cry32Ua1	50.9926718431309	domain3	all	BT_Cry32Ua1	411	domain3	all
BT_Cry32Va1	50.7192273256384	domain3	all	BT_Cry32Va1	417	domain3	all
BT_Cry32Wa1	50.1739877622214	domain3	all	BT_Cry32Wa1	396	domain3	all
BT_Cry39Aa1	49.9070767427504	domain3	all	BT_Cry39Aa1	399	domain3	all
BT_Cry3Aa1	52.2496933274699	domain3	all	BT_Cry3Aa1	405	domain3	all
BT_Cry3Aa10	52.0006430891135	domain3	all	BT_Cry3Aa10	405	domain3	all
BT_Cry3Aa11	52.2496933274699	domain3	all	BT_Cry3Aa11	405	domain3	all
BT_Cry3Aa4	52.2350269383316	domain3	all	BT_Cry3Aa4	405	domain3	all
BT_Cry3Aa8	52.2496933274699	domain3	all	BT_Cry3Aa8	405	domain3	all
BT_Cry3Ba1	51.8356953914821	domain3	all	BT_Cry3Ba1	414	domain3	all
BT_Cry3Bb1	51.754458317591	domain3	all	BT_Cry3Bb1	414	domain3	all
BT_Cry3Ca1	50.485553474069	domain3	all	BT_Cry3Ca1	411	domain3	all
BT_Cry40Aa1	49.7689741910517	domain3	all	BT_Cry40Aa1	387	domain3	all
BT_Cry40Ba1	50.5247522507981	domain3	all	BT_Cry40Ba1	396	domain3	all
BT_Cry40Ca1	50.0809651136605	domain3	all	BT_Cry40Ca1	387	domain3	all
BT_Cry40Da1	50.2805924091768	domain3	all	BT_Cry40Da1	384	domain3	all
BT_Cry41Ba1	50.1852304061086	domain3	all	BT_Cry41Ba1	438	domain3	all
BT_Cry41Ba2	50.1344194716232	domain3	all	BT_Cry41Ba2	405	domain3	all
BT_Cry43Aa1	50.1571080259149	domain3	all	BT_Cry43Aa1	408	domain3	all
BT_Cry43Ba1	49.5875773101192	domain3	all	BT_Cry43Ba1	432	domain3	all
BT_Cry43Ca1	50.5287469743637	domain3	all	BT_Cry43Ca1	411	domain3	all
BT_Cry43Cb1	50.5388891103601	domain3	all	BT_Cry43Cb1	411	domain3	all
BT_Cry43Cc1	50.5912543620515	domain3	all	BT_Cry43Cc1	411	domain3	all
BT_Cry44Aa1	50.4095553339321	domain3	all	BT_Cry44Aa1	402	domain3	all
BT_Cry47Aa1	50.5746471753034	domain3	all	BT_Cry47Aa1	444	domain3	all
BT_Cry48Aa1	50.5230907359607	domain3	all	BT_Cry48Aa1	408	domain3	all
BT_Cry48Ab1	50.5574886607106	domain3	all	BT_Cry48Ab1	408	domain3	all
BT_Cry4Aa1	51.2720753354736	domain3	all	BT_Cry4Aa1	423	domain3	all
BT_Cry4Aa2	51.2720753354736	domain3	all	BT_Cry4Aa2	423	domain3	all
BT_Cry4Ba1	52.1824521494361	domain3	all	BT_Cry4Ba1	468	domain3	all
BT_Cry4Ba2	52.1824521494361	domain3	all	BT_Cry4Ba2	468	domain3	all
BT_Cry4Ba3	51.9874022572704	domain3	all	BT_Cry4Ba3	471	domain3	all
BT_Cry4Ba4	52.1824521494361	domain3	all	BT_Cry4Ba4	468	domain3	all
BT_Cry4Ca1	51.2206072315764	domain3	all	BT_Cry4Ca1	399	domain3	all
BT_Cry4Ca2	51.4326364536358	domain3	all	BT_Cry4Ca2	399	domain3	all
BT_Cry4Cb1	51.350307237644	domain3	all	BT_Cry4Cb1	399	domain3	all
BT_Cry4Cb2	51.37258842142	domain3	all	BT_Cry4Cb2	399	domain3	all
BT_Cry4Cc1	51.2146292101908	domain3	all	BT_Cry4Cc1	399	domain3	all
BT_Cry50Aa1	51.6675515424873	domain3	all	BT_Cry50Aa1	474	domain3	all
BT_Cry50Ba1	52.0419481948043	domain3	all	BT_Cry50Ba1	471	domain3	all
BT_Cry50Ba2	51.9859995364347	domain3	all	BT_Cry50Ba2	471	domain3	all
BT_Cry52Aa1	50.0833941934436	domain3	all	BT_Cry52Aa1	384	domain3	all
BT_Cry52Ba1	50.5671621469565	domain3	all	BT_Cry52Ba1	390	domain3	all
BT_Cry52Ca1	50.1964567385762	domain3	all	BT_Cry52Ca1	396	domain3	all
BT_Cry53Aa1	49.9055858590435	domain3	all	BT_Cry53Aa1	402	domain3	all
BT_Cry53Ab1	50.2311363611945	domain3	all	BT_Cry53Ab1	414	domain3	all
BT_Cry54Aa1	50.8698813834434	domain3	all	BT_Cry54Aa1	417	domain3	all
BT_Cry54Ba1	50.5733526042076	domain3	all	BT_Cry54Ba1	426	domain3	all
BT_Cry56Aa1	50.1535043046201	domain3	all	BT_Cry56Aa1	432	domain3	all
BT_Cry56Aa2	50.1577473648495	domain3	all	BT_Cry56Aa2	432	domain3	all
