Accession	Dataset	Tox_type	Total_tox_num
GWL	Strains	par_all	1
31-5	Strains	ref_no_rec	1
BA04	Strains	ref_no_rec	2
BA04	Strains	par_all	2
S6	Strains	par_all	2
S6	Strains	par_all	2
PS9-C12	Strains	par_strict	2
PS9-C12	Strains	par_all	2
PS9-C12	Strains	par_strict	2
PS9-C12	Strains	par_all	2
QHW7-2	Strains	rec	2
QHW7-2	Strains	ref_no_rec	2
BGSC 4CF1	Strains	ref_no_rec	3
BGSC 4CF1	Strains	ref_no_rec	3
BGSC 4CF1	Strains	ref_no_rec	3
Ywc2-8	Strains	ref_no_rec	3
Ywc2-8	Strains	par_strict	3
Ywc2-8	Strains	par_all	3
Ywc2-8	Strains	par_all	3
ARP271	Strains	ref_no_rec	1
SSy126-c	Strains	par_strict	2
SSy126-c	Strains	par_all	2
SSy126-c	Strains	par_strict	2
SSy126-c	Strains	par_all	2
Sbt011	Strains	ref_no_rec	1
ARP057	Strains	ref_no_rec	1
JF21-1	Strains	ref_no_rec	1
BT62	Strains	ref_no_rec	3
BT62	Strains	ref_no_rec	3
BT62	Strains	ref_no_rec	3
PS80JJ1	Strains	par_strict	1
PS80JJ1	Strains	par_all	1
BN15-6	Strains	ref_no_rec	2
BN15-6	Strains	par_strict	2
BN15-6	Strains	par_all	2
4L2	Strains	par_strict	3
4L2	Strains	par_all	3
4L2	Strains	par_strict	3
4L2	Strains	par_all	3
4L2	Strains	par_strict	3
4L2	Strains	par_all	3
Dongbei 66	Strains	par_strict	1
Dongbei 66	Strains	par_all	1
4L4	Strains	par_strict	2
4L4	Strains	par_all	2
4L4	Strains	par_strict	2
4L4	Strains	par_all	2
Pasteur Institute Standard strain	Strains	par_strict	3
Pasteur Institute Standard strain	Strains	par_all	3
Pasteur Institute Standard strain	Strains	par_all	3
Pasteur Institute Standard strain	Strains	par_strict	3
Pasteur Institute Standard strain	Strains	par_all	3
NHA15b	Strains	ref_no_rec	1
47-6B	Strains	ref_no_rec	1
IAB59	Strains	ref_no_rec	1
Sbt021	Strains	ref_no_rec	1
BGSC 4AS1	Strains	ref_no_rec	2
BGSC 4AS1	Strains	ref_no_rec	2
BGSC 4AW1	Strains	ref_no_rec	7
BGSC 4AW1	Strains	ref_no_rec	7
BGSC 4AW1	Strains	ref_no_rec	7
BGSC 4AW1	Strains	par_all	7
BGSC 4AW1	Strains	par_strict	7
BGSC 4AW1	Strains	par_all	7
BGSC 4AW1	Strains	par_strict	7
BGSC 4AW1	Strains	par_all	7
BGSC 4AW1	Strains	par_strict	7
BGSC 4AW1	Strains	par_all	7
PS184M1	Strains	par_strict	2
PS184M1	Strains	par_all	2
PS184M1	Strains	ref_no_rec	2
SWK1	Strains	par_strict	1
SWK1	Strains	par_all	1
MPU B5	Strains	par_strict	3
MPU B5	Strains	par_all	3
MPU B5	Strains	par_strict	3
MPU B5	Strains	par_all	3
MPU B5	Strains	par_strict	3
MPU B5	Strains	par_all	3
QZL183-2	Strains	par_strict	1
QZL183-2	Strains	par_all	1
AH603	Strains	ref_no_rec	1
you2E-3	Strains	par_strict	1
you2E-3	Strains	par_all	1
BtG7	Strains	par_strict	1
BtG7	Strains	par_all	1
MEB4	Strains	par_strict	1
MEB4	Strains	par_all	1
PS85A1	Strains	par_all	1
BGSC 4U1	Strains	par_all	5
BGSC 4U1	Strains	ref_no_rec	5
BGSC 4U1	Strains	par_strict	5
BGSC 4U1	Strains	par_all	5
BGSC 4U1	Strains	par_strict	5
BGSC 4U1	Strains	par_all	5
BGSC 4U1	Strains	par_all	5
QZL26	Strains	par_strict	1
QZL26	Strains	par_all	1
SC5(D2)	Strains	par_strict	1
SC5(D2)	Strains	par_all	1
BGSC 4C1	Strains	ref_no_rec	2
BGSC 4C1	Strains	par_strict	2
BGSC 4C1	Strains	par_all	2
IBL00055	Strains	par_all	1
ARP080	Strains	par_all	1
IBL00210	Strains	par_all	1
IBL00144	Strains	par_all	1
C12	Strains	par_strict	1
C12	Strains	par_all	1
ARP203	Strains	ref_no_rec	1
Mfbjulcb3	Strains	ref_no_rec	1
AM1195	Strains	ref_no_rec	1
AM370	Strains	ref_no_rec	1
DAB-Bt1	Strains	rec	3
DAB-Bt1	Strains	ref_no_rec	3
DAB-Bt1	Strains	ref_no_rec	3
Gnyt1	Strains	ref_no_rec	4
Gnyt1	Strains	par_strict	4
Gnyt1	Strains	par_all	4
Gnyt1	Strains	par_all	4
Gnyt1	Strains	par_strict	4
Gnyt1	Strains	par_all	4
SC6H8	Strains	ref_no_rec	5
SC6H8	Strains	par_strict	5
SC6H8	Strains	par_all	5
SC6H8	Strains	both	5
SC6H8	Strains	ref_no_rec	5
SC6H8	Strains	par_all	5
SC6H8	Strains	par_strict	5
SC6H8	Strains	par_all	5
HZM2	Strains	par_all	1
PS50C(b)	Strains	ref_no_rec	1
CH426a_13T	Strains	par_strict	1
CH426a_13T	Strains	par_all	1
LBIC-004	Strains	par_strict	1
LBIC-004	Strains	par_all	1
CH460b_14D	Strains	par_strict	1
CH460b_14D	Strains	par_all	1
CH417_13T	Strains	par_strict	1
CH417_13T	Strains	par_all	1
K26-21	Strains	par_strict	1
K26-21	Strains	par_all	1
N141	Strains	ref_no_rec	1
G25-7	Strains	ref_no_rec	2
G25-7	Strains	ref_no_rec	2
Sbt072	Strains	ref_no_rec	3
Sbt072	Strains	ref_no_rec	3
Sbt072	Strains	ref_no_rec	3
FCC41	Strains	ref_no_rec	5
FCC41	Strains	rec	5
FCC41	Strains	ref_no_rec	5
FCC41	Strains	par_strict	5
FCC41	Strains	par_all	5
FCC41	Strains	ref_no_rec	5
INTA Mo1-12	Strains	par_all	2
INTA Mo1-12	Strains	par_strict	2
INTA Mo1-12	Strains	par_all	2
INTA TA24-6	Strains	par_all	1
K4	Strains	par_all	1
BUPM109	Strains	par_strict	1
BUPM109	Strains	par_all	1
LBIT-147	Strains	par_all	1
lyD	Strains	par_strict	1
lyD	Strains	par_all	1
lyL	Strains	par_strict	1
lyL	Strains	par_all	1
HD522	Strains	rec	4
HD522	Strains	ref_no_rec	4
HD522	Strains	ref_no_rec	4
HD522	Strains	ref_no_rec	4
IBL 4222	Strains	ref_no_rec	2
IBL 4222	Strains	ref_no_rec	2
AFS089089	Strains	ref_no_rec	3
AFS089089	Strains	ref_no_rec	3
AFS089089	Strains	ref_no_rec	3
AFS098399	Strains	ref_no_rec	2
AFS098399	Strains	par_strict	2
AFS098399	Strains	par_all	2
AFS050081	Strains	ref_no_rec	3
AFS050081	Strains	ref_no_rec	3
AFS050081	Strains	par_strict	3
AFS050081	Strains	par_all	3
LS5115-3	Strains	par_strict	1
LS5115-3	Strains	par_all	1
MnD	Strains	par_strict	1
MnD	Strains	par_all	1
B-Pr-88	Strains	par_strict	4
B-Pr-88	Strains	par_all	4
B-Pr-88	Strains	par_strict	4
B-Pr-88	Strains	par_all	4
B-Pr-88	Strains	par_strict	4
B-Pr-88	Strains	par_all	4
B-Pr-88	Strains	par_all	4
B-Pr-88	Strains	both	4
QWH108	Strains	par_strict	1
QWH108	Strains	par_all	1
S3161-3	Strains	par_strict	1
S3161-3	Strains	par_all	1
S3161-3	Strains	both	1
LBIT1200	Strains	par_all	1
CMBLBT-5	Strains	ref_no_rec	1
SK-935	Strains	ref_no_rec	1
ML090	Strains	par_all	1
ML090	Strains	both	1
C15	Strains	rec	5
C15	Strains	ref_no_rec	5
C15	Strains	ref_no_rec	5
C15	Strains	ref_no_rec	5
C15	Strains	par_strict	5
C15	Strains	par_all	5
G25-47	Strains	par_strict	1
G25-47	Strains	par_all	1
LBIT-107	Strains	par_strict	2
LBIT-107	Strains	par_all	2
LBIT-107	Strains	par_strict	2
LBIT-107	Strains	par_all	2
LBR2	Strains	par_strict	1
LBR2	Strains	par_all	1
LBR2	Strains	both	1
VD154	Strains	ref_no_rec	4
VD154	Strains	rec	4
VD154	Strains	ref_no_rec	4
VD154	Strains	ref_no_rec	4
T13001	Strains	ref_no_rec	4
T13001	Strains	rec	4
T13001	Strains	ref_no_rec	4
T13001	Strains	ref_no_rec	4
Sbt003	Strains	ref_no_rec	4
Sbt003	Strains	rec	4
Sbt003	Strains	ref_no_rec	4
Sbt003	Strains	ref_no_rec	4
berliner 1715	Strains	par_strict	1
berliner 1715	Strains	par_all	1
ARP011	Strains	ref_no_rec	1
BTS89A	Strains	par_all	1
PS158C2	Strains	ref_no_rec	2
PS158C2	Strains	par_strict	2
PS158C2	Strains	par_all	2
PS158C2	Strains	both	2
AFS081174	Strains	par_strict	1
AFS081174	Strains	par_all	1
AFS081381	Strains	par_strict	1
AFS081381	Strains	par_all	1
AFS083298	Strains	par_strict	1
AFS083298	Strains	par_all	1
AFS017221	Strains	par_strict	1
AFS017221	Strains	par_all	1
AFS045461	Strains	par_strict	1
AFS045461	Strains	par_all	1
AFS083176	Strains	par_strict	1
AFS083176	Strains	par_all	1
AFS001368	Strains	par_strict	1
AFS001368	Strains	par_all	1
ARP277	Strains	par_strict	1
ARP277	Strains	par_all	1
AFS074325	Strains	par_strict	1
AFS074325	Strains	par_all	1
AFS057443	Strains	par_strict	1
AFS057443	Strains	par_all	1
AFS056009	Strains	ref_no_rec	1
ARP052	Strains	ref_no_rec	1
ZK2	Strains	par_all	1
4H5	Strains	ref_no_rec	2
4H5	Strains	ref_no_rec	2
147	Strains	ref_no_rec	2
147	Strains	ref_no_rec	2
Root11	Strains	ref_no_rec	2
Root11	Strains	ref_no_rec	2
BB56-3	Strains	ref_no_rec	3
BB56-3	Strains	ref_no_rec	3
BB56-3	Strains	ref_no_rec	3
BRC-LLP29	Strains	ref_no_rec	3
BRC-LLP29	Strains	ref_no_rec	3
BRC-LLP29	Strains	ref_no_rec	3
Root131	Strains	ref_no_rec	2
Root131	Strains	ref_no_rec	2
18_483	Strains	ref_no_rec	2
18_483	Strains	ref_no_rec	2
AG102	Strains	ref_no_rec	2
AG102	Strains	ref_no_rec	2
BS-pTAND672-2	Strains	ref_no_rec	2
BS-pTAND672-2	Strains	ref_no_rec	2
DE0030	Strains	ref_no_rec	2
DE0030	Strains	ref_no_rec	2
18_484	Strains	ref_no_rec	2
18_484	Strains	ref_no_rec	2
GPL-O901	Strains	ref_no_rec	2
GPL-O901	Strains	ref_no_rec	2
BGSC 4Q1	Strains	ref_no_rec	3
BGSC 4Q1	Strains	ref_no_rec	3
BGSC 4Q1	Strains	par_strict	3
BGSC 4Q1	Strains	par_all	3
TAND672	Strains	ref_no_rec	2
TAND672	Strains	ref_no_rec	2
BGSC 4BZ1	Strains	ref_no_rec	1
G25-6	Strains	ref_no_rec	1
Sbt053	Strains	ref_no_rec	2
Sbt053	Strains	ref_no_rec	2
G25-44	Strains	par_strict	3
G25-44	Strains	par_all	3
G25-44	Strains	ref_no_rec	3
G25-44	Strains	rec	3
MYBT18246	Strains	par_strict	3
MYBT18246	Strains	par_all	3
MYBT18246	Strains	ref_no_rec	3
MYBT18246	Strains	rec	3
Buibui	Strains	ref_no_rec	2
Buibui	Strains	par_strict	2
Buibui	Strains	par_all	2
mgc157-1	Strains	rec	2
mgc157-1	Strains	ref_no_rec	2
O-V84.2	Strains	ref_no_rec	3
O-V84.2	Strains	ref_no_rec	3
O-V84.2	Strains	ref_no_rec	3
64-1-94	Strains	ref_no_rec	1
IS5056	Strains	par_strict	6
IS5056	Strains	par_all	6
IS5056	Strains	par_strict	6
IS5056	Strains	par_all	6
IS5056	Strains	par_strict	6
IS5056	Strains	par_all	6
IS5056	Strains	par_strict	6
IS5056	Strains	par_all	6
IS5056	Strains	par_strict	6
IS5056	Strains	par_all	6
IS5056	Strains	par_strict	6
IS5056	Strains	par_all	6
KNU-25	Strains	par_strict	5
KNU-25	Strains	par_all	5
KNU-25	Strains	par_strict	5
KNU-25	Strains	par_all	5
KNU-25	Strains	par_strict	5
KNU-25	Strains	par_all	5
KNU-25	Strains	par_strict	5
KNU-25	Strains	par_all	5
KNU-25	Strains	par_strict	5
KNU-25	Strains	par_all	5
IBL00197	Strains	par_strict	4
IBL00197	Strains	par_all	4
IBL00197	Strains	par_strict	4
IBL00197	Strains	par_all	4
IBL00197	Strains	par_strict	4
IBL00197	Strains	par_all	4
IBL00197	Strains	par_strict	4
IBL00197	Strains	par_all	4
ZZQ-130	Strains	par_strict	4
ZZQ-130	Strains	par_all	4
ZZQ-130	Strains	par_strict	4
ZZQ-130	Strains	par_all	4
ZZQ-130	Strains	par_strict	4
ZZQ-130	Strains	par_all	4
ZZQ-130	Strains	par_strict	4
ZZQ-130	Strains	par_all	4
AFS057829	Strains	par_strict	5
AFS057829	Strains	par_all	5
AFS057829	Strains	par_strict	5
AFS057829	Strains	par_all	5
AFS057829	Strains	par_strict	5
AFS057829	Strains	par_all	5
AFS057829	Strains	par_strict	5
AFS057829	Strains	par_all	5
AFS057829	Strains	par_strict	5
AFS057829	Strains	par_all	5
CT-43	Strains	par_strict	5
CT-43	Strains	par_all	5
CT-43	Strains	par_strict	5
CT-43	Strains	par_all	5
CT-43	Strains	par_strict	5
CT-43	Strains	par_all	5
CT-43	Strains	par_strict	5
CT-43	Strains	par_all	5
CT-43	Strains	par_strict	5
CT-43	Strains	par_all	5
IMBL-B9	Strains	par_all	5
IMBL-B9	Strains	par_strict	5
IMBL-B9	Strains	par_all	5
IMBL-B9	Strains	par_strict	5
IMBL-B9	Strains	par_all	5
IMBL-B9	Strains	par_strict	5
IMBL-B9	Strains	par_all	5
IMBL-B9	Strains	par_strict	5
IMBL-B9	Strains	par_all	5
IPL7	Strains	par_strict	2
IPL7	Strains	par_all	2
IPL7	Strains	par_strict	2
IPL7	Strains	par_all	2
BfR-BA-01319	Strains	par_strict	5
BfR-BA-01319	Strains	par_all	5
BfR-BA-01319	Strains	par_strict	5
BfR-BA-01319	Strains	par_all	5
BfR-BA-01319	Strains	par_strict	5
BfR-BA-01319	Strains	par_all	5
BfR-BA-01319	Strains	par_strict	5
BfR-BA-01319	Strains	par_all	5
BfR-BA-01319	Strains	par_strict	5
BfR-BA-01319	Strains	par_all	5
BGSC 4J2	Strains	par_strict	5
BGSC 4J2	Strains	par_all	5
BGSC 4J2	Strains	par_strict	5
BGSC 4J2	Strains	par_all	5
BGSC 4J2	Strains	par_strict	5
BGSC 4J2	Strains	par_all	5
BGSC 4J2	Strains	par_strict	5
BGSC 4J2	Strains	par_all	5
BGSC 4J2	Strains	par_strict	5
BGSC 4J2	Strains	par_all	5
ARP262	Strains	ref_no_rec	1
Bt4	Strains	par_all	1
WB9	Strains	par_strict	2
WB9	Strains	par_all	2
WB9	Strains	par_strict	2
WB9	Strains	par_all	2
ARP162	Strains	ref_no_rec	1
E-1B	Strains	par_strict	1
E-1B	Strains	par_all	1
ARP104	Strains	ref_no_rec	1
BMB3201	Strains	par_strict	4
BMB3201	Strains	par_all	4
BMB3201	Strains	par_strict	4
BMB3201	Strains	par_all	4
BMB3201	Strains	par_all	4
BMB3201	Strains	par_strict	4
BMB3201	Strains	par_all	4
T01-328	Strains	par_strict	5
T01-328	Strains	par_all	5
T01-328	Strains	par_strict	5
T01-328	Strains	par_all	5
T01-328	Strains	par_strict	5
T01-328	Strains	par_all	5
T01-328	Strains	par_strict	5
T01-328	Strains	par_all	5
T01-328	Strains	par_strict	5
T01-328	Strains	par_all	5
ARP013	Strains	rec	1
JF19-2	Strains	par_strict	1
JF19-2	Strains	par_all	1
Kenyae 4a4c	Strains	par_strict	1
Kenyae 4a4c	Strains	par_all	1
X-2	Strains	par_strict	1
X-2	Strains	par_all	1
BT HMM-SLK	Strains	par_all	1
BT HMM-SITAB	Strains	par_all	1
ARP174	Strains	par_strict	1
ARP174	Strains	par_all	1
WZ-7	Strains	par_strict	1
WZ-7	Strains	par_all	1
YWC2-8	Strains	par_all	2
YWC2-8	Strains	par_strict	2
YWC2-8	Strains	par_all	2
PS81GG	Strains	par_all	1
HD-549	Strains	par_all	1
T30001	Strains	ref_no_rec	2
T30001	Strains	ref_no_rec	2
KBAB4	Strains	par_strict	1
KBAB4	Strains	par_all	1
BGSC 4AD1	Strains	ref_no_rec	1
BGSC 4AG1	Strains	ref_no_rec	1
LS-R-21	Strains	par_strict	1
LS-R-21	Strains	par_all	1
ARP168	Strains	ref_no_rec	1
B5	Strains	ref_no_rec	1
M019	Strains	ref_no_rec	3
M019	Strains	ref_no_rec	3
M019	Strains	ref_no_rec	3
Bt18247	Strains	ref_no_rec	1
SC5(E8)	Strains	par_all	1
BR64	Strains	par_all	1
BfR-BA-01317	Strains	par_strict	1
BfR-BA-01317	Strains	par_all	1
BGSC 4A4	Strains	par_strict	1
BGSC 4A4	Strains	par_all	1
4D3	Strains	par_strict	1
4D3	Strains	par_all	1
4A1	Strains	par_strict	2
4A1	Strains	par_all	2
4A1	Strains	par_strict	2
4A1	Strains	par_all	2
T01001	Strains	par_strict	2
T01001	Strains	par_all	2
T01001	Strains	par_strict	2
T01001	Strains	par_all	2
S601	Strains	par_strict	1
S601	Strains	par_all	1
NA205-3	Strains	par_strict	4
NA205-3	Strains	par_all	4
NA205-3	Strains	par_strict	4
NA205-3	Strains	par_all	4
NA205-3	Strains	par_strict	4
NA205-3	Strains	par_all	4
NA205-3	Strains	par_strict	4
NA205-3	Strains	par_all	4
G25-85	Strains	par_strict	1
G25-85	Strains	par_all	1
G25-76	Strains	par_strict	1
G25-76	Strains	par_all	1
601	Strains	par_strict	1
601	Strains	par_all	1
ATCC 10792	Strains	par_strict	2
ATCC 10792	Strains	par_all	2
ATCC 10792	Strains	par_strict	2
ATCC 10792	Strains	par_all	2
sfw-12	Strains	par_strict	1
sfw-12	Strains	par_all	1
HD-2	Strains	par_strict	2
HD-2	Strains	par_all	2
HD-2	Strains	par_strict	2
HD-2	Strains	par_all	2
BfR-BA-01312	Strains	par_strict	1
BfR-BA-01312	Strains	par_all	1
4A2	Strains	par_strict	2
4A2	Strains	par_all	2
4A2	Strains	par_strict	2
4A2	Strains	par_all	2
ATCC 14706	Strains	ref_no_rec	1
wu1H-3	Strains	par_strict	1
wu1H-3	Strains	par_all	1
SSy60-b	Strains	par_strict	1
SSy60-b	Strains	par_all	1
14	Strains	par_strict	1
14	Strains	par_all	1
FY-2	Strains	par_strict	1
FY-2	Strains	par_all	1
BGSC 4BU1	Strains	ref_no_rec	1
NAIMCC-B-00167	Strains	par_strict	1
NAIMCC-B-00167	Strains	par_all	1
G25-128	Strains	ref_no_rec	1
ARP215	Strains	ref_no_rec	1
INA288	Strains	ref_no_rec	2
INA288	Strains	ref_no_rec	2
B-SC5	Strains	ref_no_rec	1
S976	Strains	ref_no_rec	1
S3299-1	Strains	par_all	1
MHY1.10	Strains	par_strict	1
MHY1.10	Strains	par_all	1
92-10	Strains	ref_no_rec	1
4F3	Strains	par_strict	3
4F3	Strains	par_all	3
4F3	Strains	par_all	3
4F3	Strains	par_strict	3
4F3	Strains	par_all	3
4L1	Strains	par_strict	3
4L1	Strains	par_all	3
4L1	Strains	par_strict	3
4L1	Strains	par_all	3
4L1	Strains	par_strict	3
4L1	Strains	par_all	3
AFS022658	Strains	ref_no_rec	1
AFS084862	Strains	ref_no_rec	1
AFS061177	Strains	ref_no_rec	1
Sbt029	Strains	ref_no_rec	2
Sbt029	Strains	ref_no_rec	2
BGSC 4BV1	Strains	par_all	3
BGSC 4BV1	Strains	ref_no_rec	3
BGSC 4BV1	Strains	par_strict	3
BGSC 4BV1	Strains	par_all	3
GS27	Strains	ref_no_rec	1
S2480-1	Strains	ref_no_rec	1
PS198Q7	Strains	par_strict	1
PS198Q7	Strains	par_all	1
PS198Q7	Strains	both	1
CPB012	Strains	par_strict	1
CPB012	Strains	par_all	1
S1478-1	Strains	par_all	1
ARP067	Strains	ref_no_rec	1
SDS-502	Strains	par_strict	1
SDS-502	Strains	par_all	1
QZL85	Strains	par_strict	1
QZL85	Strains	par_all	1
L_1B0_5	Strains	ref_no_rec	1
L_1B0_8	Strains	ref_no_rec	1
s8	Strains	ref_no_rec	1
1230	Strains	ref_no_rec	1
UFT038	Strains	par_strict	3
UFT038	Strains	par_all	3
UFT038	Strains	par_strict	3
UFT038	Strains	par_all	3
UFT038	Strains	par_strict	3
UFT038	Strains	par_all	3
ISP2954	Strains	par_strict	3
ISP2954	Strains	par_all	3
ISP2954	Strains	par_strict	3
ISP2954	Strains	par_all	3
ISP2954	Strains	par_strict	3
ISP2954	Strains	par_all	3
QB15	Strains	par_strict	3
QB15	Strains	par_all	3
QB15	Strains	par_strict	3
QB15	Strains	par_all	3
QB15	Strains	par_strict	3
QB15	Strains	par_all	3
AFS061780	Strains	par_strict	3
AFS061780	Strains	par_all	3
AFS061780	Strains	par_strict	3
AFS061780	Strains	par_all	3
AFS061780	Strains	par_strict	3
AFS061780	Strains	par_all	3
NT06	Strains	par_strict	3
NT06	Strains	par_all	3
NT06	Strains	par_strict	3
NT06	Strains	par_all	3
NT06	Strains	par_strict	3
NT06	Strains	par_all	3
4N	Strains	par_strict	3
4N	Strains	par_all	3
4N	Strains	par_strict	3
4N	Strains	par_all	3
4N	Strains	par_strict	3
4N	Strains	par_all	3
AFS031473	Strains	par_strict	3
AFS031473	Strains	par_all	3
AFS031473	Strains	par_strict	3
AFS031473	Strains	par_all	3
AFS031473	Strains	par_strict	3
AFS031473	Strains	par_all	3
AK47	Strains	par_strict	3
AK47	Strains	par_all	3
AK47	Strains	par_strict	3
AK47	Strains	par_all	3
AK47	Strains	par_strict	3
AK47	Strains	par_all	3
TK1	Strains	par_strict	3
TK1	Strains	par_all	3
TK1	Strains	par_strict	3
TK1	Strains	par_all	3
TK1	Strains	par_strict	3
TK1	Strains	par_all	3
18_218	Strains	par_strict	3
18_218	Strains	par_all	3
18_218	Strains	par_strict	3
18_218	Strains	par_all	3
18_218	Strains	par_strict	3
18_218	Strains	par_all	3
TB08	Strains	par_strict	3
TB08	Strains	par_all	3
TB08	Strains	par_strict	3
TB08	Strains	par_all	3
TB08	Strains	par_strict	3
TB08	Strains	par_all	3
TH19	Strains	par_strict	1
TH19	Strains	par_all	1
SY49-1	Strains	par_strict	3
SY49-1	Strains	par_all	3
SY49-1	Strains	par_strict	3
SY49-1	Strains	par_all	3
SY49-1	Strains	par_strict	3
SY49-1	Strains	par_all	3
4D2	Strains	par_strict	3
4D2	Strains	par_all	3
4D2	Strains	par_strict	3
4D2	Strains	par_all	3
4D2	Strains	par_strict	3
4D2	Strains	par_all	3
MPU B9	Strains	par_strict	2
MPU B9	Strains	par_all	2
MPU B9	Strains	par_all	2
PT02	Strains	par_strict	3
PT02	Strains	par_all	3
PT02	Strains	par_strict	3
PT02	Strains	par_all	3
PT02	Strains	par_strict	3
PT02	Strains	par_all	3
Staal2-3	Strains	par_strict	3
Staal2-3	Strains	par_all	3
Staal2-3	Strains	par_strict	3
Staal2-3	Strains	par_all	3
Staal2-3	Strains	par_strict	3
Staal2-3	Strains	par_all	3
7.1o	Strains	par_strict	4
7.1o	Strains	par_all	4
7.1o	Strains	par_strict	4
7.1o	Strains	par_all	4
7.1o	Strains	par_strict	4
7.1o	Strains	par_all	4
7.1o	Strains	par_strict	4
7.1o	Strains	par_all	4
BR145	Strains	par_strict	3
BR145	Strains	par_all	3
BR145	Strains	par_strict	3
BR145	Strains	par_all	3
BR145	Strains	par_strict	3
BR145	Strains	par_all	3
BP865	Strains	par_strict	3
BP865	Strains	par_all	3
BP865	Strains	par_strict	3
BP865	Strains	par_all	3
BP865	Strains	par_strict	3
BP865	Strains	par_all	3
MOD1_Bc30	Strains	par_strict	3
MOD1_Bc30	Strains	par_all	3
MOD1_Bc30	Strains	par_strict	3
MOD1_Bc30	Strains	par_all	3
MOD1_Bc30	Strains	par_strict	3
MOD1_Bc30	Strains	par_all	3
AFS034084	Strains	par_strict	3
AFS034084	Strains	par_all	3
AFS034084	Strains	par_strict	3
AFS034084	Strains	par_all	3
AFS034084	Strains	par_strict	3
AFS034084	Strains	par_all	3
CH_722	Strains	par_strict	3
CH_722	Strains	par_all	3
CH_722	Strains	par_strict	3
CH_722	Strains	par_all	3
CH_722	Strains	par_strict	3
CH_722	Strains	par_all	3
DBG15	Strains	par_strict	3
DBG15	Strains	par_all	3
DBG15	Strains	par_strict	3
DBG15	Strains	par_all	3
DBG15	Strains	par_strict	3
DBG15	Strains	par_all	3
CH_698	Strains	par_strict	3
CH_698	Strains	par_all	3
CH_698	Strains	par_strict	3
CH_698	Strains	par_all	3
CH_698	Strains	par_strict	3
CH_698	Strains	par_all	3
AFS004414	Strains	par_strict	3
AFS004414	Strains	par_all	3
AFS004414	Strains	par_strict	3
AFS004414	Strains	par_all	3
AFS004414	Strains	par_strict	3
AFS004414	Strains	par_all	3
DE0161	Strains	par_strict	3
DE0161	Strains	par_all	3
DE0161	Strains	par_strict	3
DE0161	Strains	par_all	3
DE0161	Strains	par_strict	3
DE0161	Strains	par_all	3
CH_81	Strains	par_strict	3
CH_81	Strains	par_all	3
CH_81	Strains	par_strict	3
CH_81	Strains	par_all	3
CH_81	Strains	par_strict	3
CH_81	Strains	par_all	3
CH_684	Strains	par_strict	3
CH_684	Strains	par_all	3
CH_684	Strains	par_strict	3
CH_684	Strains	par_all	3
CH_684	Strains	par_strict	3
CH_684	Strains	par_all	3
BGSC 4J1	Strains	par_strict	4
BGSC 4J1	Strains	par_all	4
BGSC 4J1	Strains	par_strict	4
BGSC 4J1	Strains	par_all	4
BGSC 4J1	Strains	par_strict	4
BGSC 4J1	Strains	par_all	4
BGSC 4J1	Strains	par_strict	4
BGSC 4J1	Strains	par_all	4
AFS018409	Strains	par_strict	3
AFS018409	Strains	par_all	3
AFS018409	Strains	par_strict	3
AFS018409	Strains	par_all	3
AFS018409	Strains	par_strict	3
AFS018409	Strains	par_all	3
4D5	Strains	par_strict	3
4D5	Strains	par_all	3
4D5	Strains	par_strict	3
4D5	Strains	par_all	3
4D5	Strains	par_strict	3
4D5	Strains	par_all	3
MOD1_Bc235	Strains	par_strict	3
MOD1_Bc235	Strains	par_all	3
MOD1_Bc235	Strains	par_strict	3
MOD1_Bc235	Strains	par_all	3
MOD1_Bc235	Strains	par_strict	3
MOD1_Bc235	Strains	par_all	3
18_216	Strains	par_strict	3
18_216	Strains	par_all	3
18_216	Strains	par_strict	3
18_216	Strains	par_all	3
18_216	Strains	par_strict	3
18_216	Strains	par_all	3
IE-1	Strains	par_strict	1
IE-1	Strains	par_all	1
MOD1_Bc137	Strains	par_strict	3
MOD1_Bc137	Strains	par_all	3
MOD1_Bc137	Strains	par_strict	3
MOD1_Bc137	Strains	par_all	3
MOD1_Bc137	Strains	par_strict	3
MOD1_Bc137	Strains	par_all	3
T414	Strains	par_strict	3
T414	Strains	par_all	3
T414	Strains	par_strict	3
T414	Strains	par_all	3
T414	Strains	par_strict	3
T414	Strains	par_all	3
INTA Mo1-10	Strains	par_strict	1
INTA Mo1-10	Strains	par_all	1
CH_69	Strains	par_strict	3
CH_69	Strains	par_all	3
CH_69	Strains	par_strict	3
CH_69	Strains	par_all	3
CH_69	Strains	par_strict	3
CH_69	Strains	par_all	3
DE0589	Strains	par_strict	3
DE0589	Strains	par_all	3
DE0589	Strains	par_strict	3
DE0589	Strains	par_all	3
DE0589	Strains	par_strict	3
DE0589	Strains	par_all	3
AFS043930	Strains	par_strict	3
AFS043930	Strains	par_all	3
AFS043930	Strains	par_strict	3
AFS043930	Strains	par_all	3
AFS043930	Strains	par_strict	3
AFS043930	Strains	par_all	3
T07030	Strains	par_strict	6
T07030	Strains	par_all	6
T07030	Strains	par_strict	6
T07030	Strains	par_all	6
T07030	Strains	par_strict	6
T07030	Strains	par_all	6
T07030	Strains	par_strict	6
T07030	Strains	par_all	6
T07030	Strains	par_strict	6
T07030	Strains	par_all	6
T07030	Strains	par_strict	6
T07030	Strains	par_all	6
X023PN	Strains	par_strict	3
